,"enable_gcd=false","-file:{0} smt.arith.enable_gcd=false",,,,,,
,"RV 11678","T_norm 11678","T_cpu 11678","T_wc 11678","# SAT 11678","# UNSAT 11678","# UNKNOWN 11678",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13836_terminationG_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__terminationQ_6_0.smt2",,949.614162505674,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-factorial.jar-obl-8__terminationS_2_0.smt2",0,1.98431091058244,2.313,2.706,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13845_terminationG_0.smt2",0,1.77017879288962,2.047,2.315,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13848_terminationG_0.smt2",0,2.17916666666667,2.328,2.564,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13849_terminationG_0.smt2",0,4.57625,5.031,6.339,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13850_terminationG_0.smt2",0,1.59620488322718,1.797,2.004,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13855_terminationG_0.smt2",0,5.23527927321669,5.578,5.864,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13856_terminationG_0.smt2",0,1.7453812473302,1.953,2.249,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,3.31194933920705,3.594,3.82,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13863_terminationG_0.smt2",0,1.70915032679739,1.875,2.081,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13864_terminationG_0.smt2",0,40.1660510009533,40.281,41.888,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13865_terminationG_0.smt2",0,60.0157052654109,67.016,69.749,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13868_terminationG_0.smt2",0,4.89366211745244,5.656,5.988,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13869_terminationG_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13870_terminationG_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13874_terminationG_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13875_terminationG_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13876_terminationG_0.smt2",,1054.96722138174,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13880_terminationG_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13881_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13884_terminationG_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13885_terminationG_0.smt2",,921.5859030837,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13886_terminationG_0.smt2",,935.181046043809,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13889_terminationG_0.smt2",,936.017897091723,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13890_terminationG_0.smt2",,945.323090826932,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13891_terminationG_0.smt2",,1098.73949579832,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13894_terminationG_0.smt2",,911.546840958606,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13896_terminationG_0.smt2",,985.398021667452,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13899_terminationG_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13900_terminationG_0.smt2",,938.537460744729,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13901_terminationG_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13904_terminationG_0.smt2",,848.68154158215,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13905_terminationG_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13906_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13909_terminationG_0.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13910_terminationG_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13913_terminationG_0.smt2",,850.752338348922,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13915_terminationG_0.smt2",,873.851294903926,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13916_terminationG_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13918_edge_closing_0.smt2",0,6.58693838967972,7.078,7.432,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13919_edge_closing_0.smt2",0,155.845564516129,173.203,180.074,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13920_edge_closing_0.smt2",0,107.832564575646,139.688,145.353,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13922_edge_closing_0.smt2",0,7.78072445019405,8.625,9.12,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13923_edge_closing_0.smt2",0,397.313491649269,454.859,473.265,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13924_edge_closing_0.smt2",0,34.2225104821803,39.016,40.621,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.88471060739437,2.047,2.424,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13926_edge_closing_0.smt2",0,385.810153411385,456.813,475.344,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13927_edge_closing_0.smt2",,925.254312251216,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13929_edge_closing_0.smt2",0,76.8827535624476,87.688,91.246,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13930_edge_closing_0.smt2",0,227.90644989339,255.469,265.846,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13931_edge_closing_0.smt2",0,9.22030062583818,9.859,10.277,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13932_edge_closing_0.smt2",0,29.713231981982,31.531,32.867,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13933_edge_closing_0.smt2",0,114.863520983755,121.672,126.599,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13934_edge_closing_0.smt2",0,19.9488814317673,21.313,22.165,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13935_edge_closing_0.smt2",0,370.605767132257,405.859,422.115,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,168.600049603175,203.094,211.309,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__terminationQ_9_0.smt2",,946.606334841629,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-fib.jar-obl-8__terminationS_0_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip.jar-obl-8__p13989_terminationG_0.smt2",0,0.452813852813853,0.5,0.728,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip.jar-obl-8__p13998_terminationG_0.smt2",0,9.08457792207793,10.031,10.474,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip.jar-obl-8__p13999_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13949_terminationG_0.smt2",0,1.62607868020304,1.531,1.993,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13950_terminationG_0.smt2",0,4.63350305498981,5.438,5.698,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13959_terminationG_0.smt2",,788.838612368024,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13960_terminationG_0.smt2",,935.181046043809,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.731488591487495,0.797,1,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13964_edge_closing_0.smt2",0,12.6063985196728,15.469,16.334,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13969_edge_closing_0.smt2",0,1.11556846217105,1.297,1.525,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13970_edge_closing_0.smt2",0,13.673024948025,15.719,16.409,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13971_edge_closing_0.smt2",0,42.2100981404959,48.828,50.837,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13975_edge_closing_0.smt2",0,1.55050668391548,1.719,2.029,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13976_edge_closing_0.smt2",0,137.618718853821,158.406,164.776,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13977_edge_closing_0.smt2",,869.131699210636,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-flip2.jar-obl-8__terminationS_2_0.smt2",0,1.68452498033045,2.047,2.235,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14027_terminationG_0.smt2",0,0.119297445255474,0.141,0.259,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.79508348794063,2.313,2.654,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14029_terminationG_0.smt2",0,36.1594883419689,40.031,41.73,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14032_terminationG_0.smt2",0,38.6228618421053,42.094,43.853,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14033_terminationG_0.smt2",,756.600361663653,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14034_terminationG_0.smt2",,967.175219602404,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14051_terminationG_0.smt2",0,2.69956467661692,2.594,2.74,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14056_terminationG_0.smt2",0,1.04306813281587,1.156,1.495,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14073_terminationG_0.smt2",0,3.54324657240789,3.953,4.157,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14078_terminationG_0.smt2",0,1.6785472972973,1.781,1.974,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14095_terminationG_0.smt2",0,35.1125914315569,32.125,33.589,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,7.25089445438283,7.75,8.132,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14099_terminationG_0.smt2",,902.112979732643,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14100_terminationG_0.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14102_edge_closing_0.smt2",0,4.66780586152636,5.672,6.062,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14103_edge_closing_0.smt2",0,99.0686661404893,120,124.726,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14104_edge_closing_0.smt2",0,675.088494575045,713.813,742.523,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14110_edge_closing_0.smt2",0,8.3024838012959,9.188,9.655,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14117_edge_closing_0.smt2",0,30.2827737382378,33.844,35.351,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14125_edge_closing_0.smt2",0,7.7436701893439,8.406,8.797,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14126_edge_closing_0.smt2",0,49.7969031531531,52.844,54.949,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,19.0368352223191,20.875,21.75,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14144_terminationG_0.smt2",0,0.125990364025696,0.141,0.253,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14145_terminationG_0.smt2",0,1.57772049144362,1.719,1.948,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14146_terminationG_0.smt2",0,89.0169870476974,103.484,107.686,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14149_terminationG_0.smt2",0,49.6515335392763,53.781,56.036,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14150_terminationG_0.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie1.jar-obl-8__p14151_terminationG_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14166_terminationG_0.smt2",0,0.297159090909091,0.328,0.541,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14167_terminationG_0.smt2",0,5.62490482233501,5.297,5.562,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14168_terminationG_0.smt2",,926.073483842408,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,250.181464094098,289.766,301.389,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14172_terminationG_0.smt2",,852.833265389319,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14173_terminationG_0.smt2",,1002.87631831256,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14176_terminationG_0.smt2",0,333.424480757483,260.906,271.411,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14177_terminationG_0.smt2",,920.774647887324,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14178_terminationG_0.smt2",,776.252319109462,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14187_edge_closing_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14194_terminationG_0.smt2",0,0.65613594890511,0.688,0.989,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14195_terminationG_0.smt2",0,1.00835475578406,1.125,1.31,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14196_terminationG_0.smt2",0,1.66377797279509,1.813,2.032,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.56543382070027,5.672,6.493,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14204_terminationG_0.smt2",0,0.747062311341095,0.828,1.118,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14205_terminationG_0.smt2",0,0.918711812627291,1.078,1.378,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14206_terminationG_0.smt2",0,10.3284421888791,11.188,11.72,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14211_terminationG_0.smt2",0,1.2279740608229,1.313,1.531,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14212_terminationG_0.smt2",0,27.3936375321337,30.563,31.776,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14213_terminationG_0.smt2",,822.974036191975,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14216_terminationG_0.smt2",0,219.257692307692,218,226.806,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14217_terminationG_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14218_terminationG_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,512.995996441281,551.25,573.373,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14222_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14223_terminationG_0.smt2",,840.160642570281,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14226_terminationG_0.smt2",0,621.406743657254,620.516,645.479,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14227_terminationG_0.smt2",,902.112979732643,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14228_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14231_terminationG_0.smt2",,1061.92893401015,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14232_terminationG_0.smt2",,1025.49019607843,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14233_terminationG_0.smt2",,852.13849287169,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14236_terminationG_0.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,775.389177168273,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14238_terminationG_0.smt2",,1101.63243812533,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14242_edge_closing_0.smt2",0,6.08321685303515,7.281,7.794,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__terminationQ_5_0.smt2",0,336.744480656013,382.781,398.474,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__terminationS_0_0.smt2",0,167.465090779274,196.203,204.149,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14255_terminationG_0.smt2",0,19.1324833124739,21.922,22.854,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14258_terminationG_0.smt2",0,8.53364191146049,9.859,10.266,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14259_terminationG_0.smt2",0,21.0262794781737,20.031,20.983,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14260_terminationG_0.smt2",0,119.578696388262,126.609,131.706,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14263_terminationG_0.smt2",,1001.4360938248,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,11.7421116504854,14.453,15.038,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14265_terminationG_0.smt2",0,216.599424041971,226.953,236.068,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14268_terminationG_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14269_terminationG_0.smt2",0,93.2555147058823,92.453,96.172,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14270_terminationG_0.smt2",0,1.43782171268133,1.469,1.661,1,0,0,
