,"z3","{0}",,,,,,
,"RV 11747","T_norm 11747","T_cpu 11747","T_wc 11747","# SAT 11747","# UNSAT 11747","# UNKNOWN 11747",
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22947_safety_0.smt2",0,0.61944241982507,0.609,0.898,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22948_safety_0.smt2",0,65.2760326557093,72.141,75.264,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22949_safety_0.smt2",0,66.5691296214789,72.297,75.223,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22950_safety_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22951_safety_0.smt2",,886.440677966102,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22958_safety_0.smt2",0,1.8502358490566,2.063,2.21,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22959_safety_0.smt2",0,1.65859339919174,1.766,2.176,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22961_safety_0.smt2",0,1.13252490255522,1.25,1.409,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22963_safety_0.smt2",0,1.2071707016824,1.406,1.757,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22965_safety_0.smt2",0,8.81414611204013,10.078,10.87,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22967_safety_0.smt2",0,8.69655397271268,10.359,10.763,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22970_safety_0.smt2",0,0.534288558256496,0.609,0.901,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22971_safety_0.smt2",0,18.6468051506316,18.344,19.202,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22972_safety_0.smt2",0,36.7917005282406,43.281,44.915,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22975_safety_0.smt2",0,0.549725097024579,0.609,0.883,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22976_safety_0.smt2",0,0.948782306163022,1.141,1.487,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22977_safety_0.smt2",0,3.7945688225539,5.469,5.826,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22980_safety_0.smt2",0,0.571317103620475,0.656,0.905,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22981_safety_0.smt2",0,17.4691966219143,19.281,20.074,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22982_safety_0.smt2",0,43.5386233073451,50.719,52.764,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22985_safety_0.smt2",0,0.351781102023246,0.391,0.513,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22986_safety_0.smt2",0,1.18344257178527,1.359,1.649,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22987_safety_0.smt2",0,5.63369815668202,5.844,6.068,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22991_safety_0.smt2",0,0.757184222027972,0.828,1.084,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22992_safety_0.smt2",0,2.10084566596194,2.375,2.69,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22993_safety_0.smt2",0,10.1901446459413,11.281,11.839,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22997_safety_0.smt2",0,0.698685037720033,0.797,1.076,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22998_safety_0.smt2",0,2.27562311989686,2.531,2.729,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p22999_safety_0.smt2",0,9.95825184702304,10.953,11.378,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23006_safety_0.smt2",0,0.83356102003643,0.875,1.112,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23007_safety_0.smt2",0,34.7811208677686,40.234,42.177,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23008_safety_0.smt2",0,14.37713650866,15.078,15.691,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23009_safety_0.smt2",0,0.679291354945969,0.781,1.051,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23010_safety_0.smt2",0,1.89077563540754,2.063,2.364,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23011_safety_0.smt2",0,2.43433840749415,2.484,2.59,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23034_terminationG_0.smt2",0,6.9828637510513,7.938,8.458,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23046_safety_0.smt2",0,18.636628528657,20.828,21.837,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23047_safety_0.smt2",0,20.5580061983471,23.781,24.627,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23052_safety_0.smt2",0,0.323766838351823,0.391,0.659,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23053_safety_0.smt2",0,0.724263168896321,0.828,1.149,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23054_safety_0.smt2",0,7.8861451048951,8.625,9.006,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23055_safety_0.smt2",0,0.345979061205706,0.359,0.664,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23056_safety_0.smt2",0,0.712384744341995,0.813,1.064,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23057_safety_0.smt2",0,9.02024179236912,9.719,10.091,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23064_safety_0.smt2",0,0.45183585313175,0.5,0.666,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23065_safety_0.smt2",0,0.631574710176041,0.703,1,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23066_safety_0.smt2",0,4.74737307532252,5.453,5.725,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23067_safety_0.smt2",0,0.426358695652174,0.469,0.584,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23068_safety_0.smt2",0,0.656891655744867,0.719,0.931,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23069_safety_0.smt2",0,4.43703300124533,5.109,5.379,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23082_safety_0.smt2",0,2.76269809020723,3.25,3.361,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23083_safety_0.smt2",0,2.79006276150628,3.188,3.488,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23090_safety_0.smt2",0,0.827919793621013,0.844,1.083,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23091_safety_0.smt2",0,1.24739809193408,1.375,1.583,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23092_safety_0.smt2",0,7.65962873369794,8.703,9.075,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23093_safety_0.smt2",0,0.796135831381733,0.813,1.06,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23094_safety_0.smt2",0,1.22933986539984,1.484,1.769,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23095_safety_0.smt2",0,7.47885379858657,8.094,8.447,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23099_safety_0.smt2",0,0.833585911371237,0.953,1.213,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23100_safety_0.smt2",0,19.8114673913043,21.781,22.792,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23101_safety_0.smt2",0,3.93385545905707,4.547,4.884,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23105_safety_0.smt2",0,1.02411480686695,1.141,1.489,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23106_safety_0.smt2",0,7.54110068995256,8.359,8.731,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23107_safety_0.smt2",0,3.33823359519408,3.453,3.803,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23119_terminationG_0.smt2",0,3.89910536779324,4.688,5.133,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23120_terminationG_0.smt2",0,7.18486345470692,7.734,8.365,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23125_terminationG_0.smt2",,944.043321299639,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23126_terminationG_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23129_edge_closing_0.smt2",0,4.81476160068114,5.406,5.653,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23130_edge_closing_0.smt2",0,74.6047725140713,76.031,79.226,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23131_edge_closing_0.smt2",0,146.921710526316,180.141,187.337,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23136_edge_closing_0.smt2",0,56.7101741716228,63.813,66.442,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1.t2_fixed__p23137_edge_closing_0.smt2",0,711.500468384075,726.125,755.869,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1-filtered.t2__p22906_safety_0.smt2",0,1.12975230414746,1.172,1.483,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1-filtered.t2__p22910_terminationG_0.smt2",0,34.9470749649696,35.766,37.436,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1-filtered.t2__p22911_terminationG_0.smt2",,831.148192292412,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1-filtered.t2__p22915_edge_closing_0.smt2",0,1.60429447852761,1.75,2.074,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n1-filtered.t2__p22916_edge_closing_0.smt2",0,10.6879336513443,11.781,12.261,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23217_terminationG_0.smt2",0,0.374889722099691,0.406,0.666,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23218_terminationG_0.smt2",0,1.20250692246835,1.453,1.766,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23219_terminationG_0.smt2",0,3.45209794040316,3.766,4.168,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23222_terminationG_0.smt2",0,96.2522980027235,101.359,105.485,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23223_terminationG_0.smt2",,966.728280961183,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23224_terminationG_0.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23227_edge_closing_0.smt2",0,8.07754382214622,9.031,9.478,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23229_edge_closing_0.smt2",0,581.051497743127,676.875,703.48,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__p23232_edge_closing_0.smt2",,921.992066989863,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2.t2__terminationQ_1_0.smt2",0,67.3757237386269,77.875,81.021,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23173_terminationG_0.smt2",0,0.223599828986746,0.25,0.456,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23179_terminationG_0.smt2",0,13.6433553200692,15.078,15.684,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23182_terminationG_0.smt2",0,0.317622517955218,0.359,0.698,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23183_terminationG_0.smt2",0,5.09517386091127,6.094,6.532,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23184_terminationG_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23187_terminationG_0.smt2",0,143.33085360556,157.719,164.265,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23188_terminationG_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23189_terminationG_0.smt2",,849.025974025974,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23192_terminationG_0.smt2",0,96.5873576549978,109.469,113.849,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23193_terminationG_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23194_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23197_terminationG_0.smt2",0,113.110238962709,126.141,131.437,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23198_terminationG_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23199_terminationG_0.smt2",,1019.49317738791,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23209_edge_closing_0.smt2",,938.958707360862,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__p23210_edge_closing_0.smt2",0,4.95419921874999,4.547,4.835,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n2-filtered.t2__terminationQ_3_0.smt2",0,17.5514866637516,19.188,19.998,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23248_terminationG_0.smt2",0,1.26601771734652,1.469,1.769,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23251_safety_0.smt2",0,2.13272074815137,2.344,2.604,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23265_safety_0.smt2",0,176.721523979806,200.797,208.802,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23267_safety_0.smt2",0,28.9949454428755,32.391,33.729,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23268_safety_0.smt2",0,358.132067807626,395.109,411.411,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23280_safety_0.smt2",0,147.572103658537,173.531,180.237,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23281_safety_0.smt2",0,2.36545725646123,2.844,3.315,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23286_safety_0.smt2",0,7.69032454585733,8.297,8.707,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23287_safety_0.smt2",0,9.15903156221617,9.641,10.143,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23288_safety_0.smt2",0,270.341464757709,293.344,305.339,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23289_safety_0.smt2",0,1.06334495141529,1.203,1.414,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23294_terminationG_0.smt2",0,7.40094339622642,8.063,8.645,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23304_safety_0.smt2",0,0.93465030911901,1.156,1.465,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23305_safety_0.smt2",0,144.314882778265,157.422,163.765,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23306_safety_0.smt2",0,32.9901620370371,28.953,30.144,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23307_safety_0.smt2",0,770.072803980961,850.688,885.255,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23322_safety_0.smt2",0,17.8150498891353,19.203,20.111,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23323_safety_0.smt2",0,27.1611333333333,24.344,25.343,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23324_safety_0.smt2",,879.361076082388,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23325_safety_0.smt2",0,2.45859764386044,2.594,2.868,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23329_terminationG_0.smt2",0,1.84651250539025,2.047,2.194,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23330_terminationG_0.smt2",0,5.82678856914469,6.969,7.353,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23339_safety_0.smt2",0,39.7357421874999,36.469,37.942,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23340_safety_0.smt2",0,4.41895436798436,4.328,4.742,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23342_safety_0.smt2",0,19.8127426660915,21.953,22.837,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23343_safety_0.smt2",0,1.89451773356401,2.094,2.317,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23348_terminationG_0.smt2",0,14.5310395150427,15.469,16.048,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23357_safety_0.smt2",0,5.19957858499525,5.234,5.509,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23358_safety_0.smt2",0,19.6367428924598,22.781,23.691,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23361_safety_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23367_terminationG_0.smt2",0,6.50312226117441,7.094,7.547,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23376_safety_0.smt2",0,26.1773535564854,29.906,31.157,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23377_safety_0.smt2",0,7.30823684210526,8.297,8.607,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23379_safety_0.smt2",0,0.795523685354194,0.875,1.503,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23380_safety_0.smt2",0,24.3375253421185,22.953,23.886,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23384_terminationG_0.smt2",0,4.01647024729521,4.969,5.268,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23385_terminationG_0.smt2",0,4.36654627303182,4.984,5.3,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23394_safety_0.smt2",0,37.476027754591,42.922,44.731,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23395_safety_0.smt2",0,15.1423173118747,16.641,17.29,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23397_safety_0.smt2",0,1.57379100979974,1.766,2.033,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23398_safety_0.smt2",0,460.78381758195,517.391,538.205,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23402_terminationG_0.smt2",0,2.32002534854246,2.625,2.969,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23403_terminationG_0.smt2",0,3.6111630721831,3.922,4.197,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23413_safety_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23415_safety_0.smt2",0,0.880994847403884,1.063,1.317,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23416_safety_0.smt2",0,1.23243359040274,1.375,1.683,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23419_terminationG_0.smt2",0,1.19697117257499,1.469,1.961,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23420_terminationG_0.smt2",0,3.05872682190599,3.391,3.7,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23421_terminationG_0.smt2",0,3.63349722103463,4.063,4.297,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23425_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-n5-filtered.t2__p23426_terminationG_0.smt2",,877.88501888376,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23467_terminationG_0.smt2",0,0.0967085798816568,0.125,0.22,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23468_terminationG_0.smt2",0,1.47552358682391,1.734,2.037,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23469_terminationG_0.smt2",,942.342342342342,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23472_terminationG_0.smt2",0,1.91130495091763,2.141,2.396,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23473_terminationG_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23474_terminationG_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23477_terminationG_0.smt2",0,1.89649813510153,2.188,2.454,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23478_terminationG_0.smt2",,932.67944716897,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23479_terminationG_0.smt2",,946.178199909543,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23482_terminationG_0.smt2",0,6.65101847729296,7.141,7.618,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23483_terminationG_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__p23484_terminationG_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small01.t2__terminationQ_3_0.smt2",0,3.20850300042863,3.578,3.865,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small02.t2__p23494_terminationG_0.smt2",0,0.0579822616407982,0.063,0.247,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small02.t2__p23495_terminationG_0.smt2",0,0.627800896286812,0.703,0.983,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small02.t2__p23496_terminationG_0.smt2",0,8.85670864090317,9.75,10.114,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small02.t2__p23499_terminationG_0.smt2",0,2.52745680345572,2.797,3.076,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small02.t2__p23500_terminationG_0.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small02.t2__p23501_terminationG_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small03.t2__p23511_terminationG_0.smt2",0,0.0564794816414687,0.063,0.268,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small03.t2__p23512_terminationG_0.smt2",0,0.87751677852349,1,1.2,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__small03.t2__p23513_terminationG_0.smt2",0,4.60067332754127,5.063,5.429,0,1,0,
