,"smt.arith.nl.incremental_linearization=false","-file:{0} smt.arith.nl.incremental_linearization=false",,,,,,
,"RV 11691","T_norm 11691","T_cpu 11691","T_wc 11691","# SAT 11691","# UNSAT 11691","# UNKNOWN 11691",
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,2.1754949452401,2.469,2.638,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",,964.499769479023,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,1012.58470474347,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,3.78515301902399,4.375,4.738,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.31214857266436,4.766,5.293,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,10.4695561049011,11.641,12.271,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,1038.72889771599,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.40841262975778,8.188,8.71,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.496917871709307,0.641,1.052,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,841.512469831054,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",,849.715678310317,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,9.66930279305967,10.922,11.379,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",0,16.4655163493377,19.016,19.726,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,10.2872290537724,11.797,12.289,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.418897271599835,0.484,0.835,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,52.8152709359605,51.25,53.419,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,123.804925187033,118.656,123.417,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,1.73854395604396,1.891,2.213,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0968313584426577,0.109,0.196,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",,1013.07506053269,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,2.0588445807771,2.406,2.836,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.83314443005181,8.672,9.035,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.126206563706564,0.141,0.179,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,969.416126042632,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.19897727272727,2.313,2.455,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,3.56388415672913,4,4.208,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",0,4.25952308006536,4.984,5.193,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",,922.805469783855,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",0,32.5417904903418,31.406,32.755,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,6.68086622807018,7.281,7.582,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,37.2670946477765,45.266,47.048,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,987.258140632374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",,902.112979732643,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",101,10000,281.063,312.26,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,984.934086629002,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.811775662251655,0.938,1.29,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,24.5490341373671,28.703,30.038,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",,976.657329598506,1000,1000,0,0,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,32.1506879715934,34.625,36.022,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,42.2142233856894,46.25,48.125,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,4.16234416740873,4.469,4.78,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,197.172764656263,223.469,232.644,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,996.665078608861,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,924.436588599205,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,663.705583756345,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",,867.689755288262,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.48158379373849,0.5,0.77,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.161088295687885,0.188,0.266,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,863.392488650433,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,964.05529953917,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,939.802336028751,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.1618160942492,1.391,1.683,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,967.622571692877,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",,1000.47824007652,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,867.689755288262,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.19640522875817,1.313,1.525,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,837.134853941577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.78759765625,1.969,2.202,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,104.037952488688,109.906,114.388,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.565421926133707,0.578,0.885,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,2.9354536950421,3,3.334,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.40542649098474,1.453,1.77,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18393_terminationG_0.smt2",,1057.63397371082,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cover.t2__p18610_edge_closing_0.smt2",,814.007782101167,1000,1000,0,0,0,
"QF_NIA_small\From_T2__curious.t2__p18703_terminationG_0.smt2",0,1.24250730994152,1.422,1.575,0,1,0,
"QF_NIA_small\From_T2__curious4.t2__p18665_edge_closing_0.smt2",,984.470588235294,1000,1000,0,0,0,
"QF_NIA_small\From_T2__d.t2__p19043_terminationG_0.smt2",0,2.95216080915407,3.453,3.747,0,1,0,
"QF_NIA_small\From_T2__db2.t2__p18746_edge_closing_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_20_0.smt2",0,8.7860668789809,9.891,10.277,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_33_0.smt2",0,171.253431261343,180.422,187.773,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_6_0.smt2",0,12.5380390143737,14.594,15.187,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__p18729_edge_closing_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_18_0.smt2",0,55.378552097429,58.688,61.079,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_28_0.smt2",0,40.4509557881247,45.266,47.085,0,1,0,
"QF_NIA_small\From_T2__db3.t2__p18773_terminationG_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationQ_0_0.smt2",,819.42812377595,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_26_0.smt2",0,23.8441597465035,26.078,27.176,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_40_0.smt2",0,11.5392329910141,12.891,13.368,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__p18755_terminationG_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_0_0.smt2",,922.805469783855,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_21_0.smt2",0,32.288400945254,39.188,41.813,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_3_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dead.neg-st88b-succeed.t2__p18802_terminationG_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2__p18873_terminationG_0.smt2",0,546.453214431725,638.922,664.526,0,1,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2_fixed__p18843_safety_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18920_terminationG_0.smt2",0,2.33583877995643,2.563,2.721,1,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18946_edge_closing_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dummy.t2__p19098_terminationG_0.smt2",,886.065226598899,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__p19133_terminationG_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__terminationS_1_0.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA_small\From_T2__e-acqrel-succeed.t2__p19620_safety_0.smt2",0,0.360311948853616,0.391,0.764,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19669_safety_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19793_safety_0.smt2",0,0.845836811352254,0.969,1.252,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p19844_safety_0.smt2",0,2.13066375198728,2.563,3.86,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19879_safety_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19908_safety_0.smt2",0,0.988478666114333,1.141,1.486,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19956_safety_0.smt2",0,0.30253470761464,0.344,0.666,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19978_safety_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20050_safety_0.smt2",0,0.652898393399913,0.719,0.925,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20154_safety_0.smt2",0,0.55,0.688,1.011,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20182_safety_0.smt2",,924.436588599205,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20225_safety_0.smt2",0,1.59551001251564,1.828,2.113,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20262_safety_0.smt2",0,0.714625506072874,0.844,1.195,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20296_safety_0.smt2",0,3.05463973799127,3.344,3.543,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20322_safety_0.smt2",0,0.756836327345309,0.906,1.137,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20360_safety_0.smt2",0,0.253598407513271,0.297,0.411,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20405_safety_0.smt2",,973.929236499069,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20458_safety_0.smt2",0,0.685383064516129,0.813,1.138,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20506_safety_0.smt2",0,1.48052875147696,1.797,3.218,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20573_safety_0.smt2",,922.398589065256,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20628_safety_0.smt2",0,10.0491507430998,11.313,11.984,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20672_safety_0.smt2",0,0.462494798168956,0.531,0.781,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20696_safety_0.smt2",0,1.3075,1.406,1.56,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20738_safety_0.smt2",0,22.5210204081633,26.375,27.446,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20765_safety_0.smt2",0,0.851086716681377,0.922,1.068,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20799_safety_0.smt2",0,1.20029552313883,1.141,1.286,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20828_safety_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20879_safety_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20924_safety_0.smt2",0,2.12158089939731,2.188,2.542,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21066_safety_0.smt2",0,0.402747416534181,0.484,0.827,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21132_safety_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p21367_safety_0.smt2",0,0.374761146496815,0.422,0.621,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21455_safety_0.smt2",0,1.01212930658526,1.109,1.265,0,1,0,
"QF_NIA_small\From_T2__edn.t2__terminationS_2_0.smt2",0,0.3625,0.453,0.815,0,1,0,
"QF_NIA_small\From_T2__efegp.t2__p21964_edge_closing_0.smt2",0,44.7434969635627,52.828,55.011,1,0,0,
"QF_NIA_small\From_T2__efegp.t2_fixed__p21941_edge_closing_0.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_NIA_small\From_T2__eric.t2__p22069_terminationG_0.smt2",0,8.02199781659388,8.781,9.199,0,1,0,
"QF_NIA_small\From_T2__eric1.t2__p22014_edge_closing_0.smt2",0,0.587200598802395,0.703,0.871,0,1,0,
"QF_NIA_small\From_T2__eric2.t2__terminationQ_0_0.smt2",0,7.23606350806451,8.578,8.984,1,0,0,
"QF_NIA_small\From_T2__ex1.t2__p22351_terminationG_0.smt2",0,1.42903209925167,1.734,2.056,0,1,0,
"QF_NIA_small\From_T2__ex1.t2__p22367_terminationG_0.smt2",,803.688052247407,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex10.t2__p22103_terminationG_0.smt2",0,0.532058639398999,0.609,0.751,0,1,0,
"QF_NIA_small\From_T2__ex16.t2__p22228_terminationG_0.smt2",,833.466135458167,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2__p22253_terminationG_0.smt2",,892.872385830132,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22165_terminationG_0.smt2",,969.865554010199,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22190_terminationG_0.smt2",,804.924971142747,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex17.t2__p22290_terminationG_0.smt2",,802.454929037208,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex19.t2__p22325_terminationG_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex2.t2__p22462_terminationG_0.smt2",0,1.17841048750512,1.375,1.748,0,1,0,
"QF_NIA_small\From_T2__ex2.t2_fixed__p22449_terminationG_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p24638_terminationG_0.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25279_safety_0.smt2",0,0.412083163887759,0.484,0.78,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25402_safety_0.smt2",0,0.656543803418803,0.734,1.155,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25532_safety_0.smt2",0,2.72169025811823,3.125,3.274,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25650_safety_0.smt2",,1000.95693779904,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25811_safety_0.smt2",0,0.729631696428571,0.859,1.048,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26154_safety_0.smt2",0,0.901191413942497,1.094,1.446,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26310_safety_0.smt2",0,5.36461518858308,5.031,5.419,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26688_safety_0.smt2",0,4.65993869492934,5.359,5.579,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26896_safety_0.smt2",0,14.9328792735043,16.703,17.482,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27260_safety_0.smt2",0,0.532617551210428,0.547,0.881,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27736_safety_0.smt2",0,0.38199081803005,0.438,0.7,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27854_safety_0.smt2",0,0.487479846835953,0.578,1.438,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27937_safety_0.smt2",0,3.17591554559044,3.047,3.357,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p28143_safety_0.smt2",0,0.425803300043422,0.469,0.661,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28282_safety_0.smt2",0,0.457879377431906,0.563,0.775,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28396_safety_0.smt2",0,0.914031291611185,0.984,1.299,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28445_safety_0.smt2",0,0.314853327495622,0.344,0.471,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28528_safety_0.smt2",0,0.57145979020979,0.625,0.755,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28593_safety_0.smt2",0,15.8175930583501,15.031,15.66,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28669_safety_0.smt2",0,3.36619241192412,4.156,4.462,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28710_safety_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28763_safety_0.smt2",0,0.460190912969283,0.516,0.631,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28843_safety_0.smt2",,944.043321299639,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28953_safety_0.smt2",0,0.499648028962188,0.594,0.892,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29075_safety_0.smt2",0,0.544036061026352,0.563,0.765,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29189_safety_0.smt2",0,1.30804501875782,1.5,1.805,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29291_safety_0.smt2",0,19.1794604700855,21.453,22.43,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29339_safety_0.smt2",0,0.524701735357918,0.578,0.909,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29417_safety_0.smt2",0,10.3639722346619,11.063,11.529,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29508_safety_0.smt2",0,1.82498449131514,2.109,2.446,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29585_safety_0.smt2",0,6.27747087183608,7.469,7.955,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29667_safety_0.smt2",0,0.45872000905387,0.484,0.772,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29769_safety_0.smt2",0,0.369671596346238,0.406,0.735,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29903_safety_0.smt2",0,4.08260204081633,4.781,5.052,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29995_safety_0.smt2",0,0.476907531545741,0.578,1.628,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30140_safety_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30283_safety_0.smt2",0,0.584654471544716,0.688,0.871,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30341_safety_0.smt2",0,1.07524671052632,1.25,1.547,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30378_safety_0.smt2",0,9.35765406468531,10.234,10.719,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30450_safety_0.smt2",0,9.1375,11.422,11.903,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30487_safety_0.smt2",0,11.1312662057044,12.313,12.855,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30570_safety_0.smt2",0,11.8761300043048,13.188,13.767,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30669_safety_0.smt2",0,10.1619170984456,13.125,13.637,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30759_safety_0.smt2",0,1.6438066776587,1.906,2.229,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30852_safety_0.smt2",0,0.48666253101737,0.563,1.385,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30909_safety_0.smt2",0,3.98134289843105,4.609,5.095,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31057_safety_0.smt2",0,0.558999572466866,0.625,0.756,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31189_safety_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31283_safety_0.smt2",0,16.1499505928854,15.625,16.419,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31375_safety_0.smt2",,890.971039182283,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31417_safety_0.smt2",0,11.988182106599,13.547,14.064,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31483_safety_0.smt2",0,16.7107826948481,18.141,18.937,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31535_safety_0.smt2",0,2.01792359894921,2.203,2.54,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31596_safety_0.smt2",0,14.3692929292929,17,17.797,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p31649_safety_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31717_safety_0.smt2",0,2.11722390493942,2.172,2.511,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31769_safety_0.smt2",0,1.25069748903946,1.5,1.728,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31824_safety_0.smt2",0,3.80709736123749,4,4.211,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31869_safety_0.smt2",0,0.670961624274877,0.719,0.984,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31932_safety_0.smt2",,968.518518518519,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31964_safety_0.smt2",0,0.465010460251046,0.531,0.742,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p32037_safety_0.smt2",0,0.403206082518077,0.453,0.779,0,1,0,
