,"smt.arith.nl.incremental_linearization=false","-file:{0} smt.arith.nl.incremental_linearization=false",,,,,,
,"RV 11691","T_norm 11691","T_cpu 11691","T_wc 11691","# SAT 11691","# UNSAT 11691","# UNKNOWN 11691",
"QF_NIA_small\From_T2__ex36.t2__p32131_safety_0.smt2",0,11.4485846185065,13.484,14.045,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22547_terminationG_0.smt2",0,768.8365803485,759.281,790.84,0,1,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22611_safety_0.smt2",0,1.21947362778731,1.359,1.628,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22718_safety_0.smt2",0,2.16690940136601,2.578,2.892,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22848_safety_0.smt2",0,0.515832641196013,0.594,0.913,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23071_safety_0.smt2",0,5.11017520215633,5.438,6.397,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23187_safety_0.smt2",0,27.2647522049559,31.031,32.305,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23260_safety_0.smt2",0,3.4734595959596,4.109,4.443,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23302_safety_0.smt2",0,1.43484224965706,1.5,1.635,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23504_safety_0.smt2",0,9.44725433526012,10.938,11.482,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23573_safety_0.smt2",0,1.52482450181159,1.609,1.786,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23612_safety_0.smt2",0,2.2027350249584,2.531,2.676,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23679_safety_0.smt2",0,1.80847440132122,2.094,2.489,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23746_safety_0.smt2",0,2.5176153195091,2.844,3.205,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23881_safety_0.smt2",0,31.6416115614334,35.453,37.028,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24107_safety_0.smt2",0,0.718710359408034,0.813,1.082,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24259_safety_0.smt2",0,3.77936654366544,4.406,4.792,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24469_safety_0.smt2",0,29.1210803264605,32.406,33.685,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24595_safety_0.smt2",0,19.4892590968873,21.25,22.182,1,0,0,
"QF_NIA_small\From_T2__ex40.t2__p32196_terminationG_0.smt2",0,460.097276165168,537.953,559.458,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__p32277_terminationG_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_T2__firewire.t2__p32294_terminationG_0.smt2",,979.859484777518,1000,1000,0,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationQ_1_0.smt2",,836.465413834466,1000,1000,0,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_18_0.smt2",,983.544898918665,1000,1000,0,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_27_0.smt2",0,123.976914414414,138.141,143.752,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_9_0.smt2",0,715.873667850799,770.625,802.015,0,1,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32378_terminationG_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32394_terminationG_0.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32410_terminationG_0.smt2",0,301.875276304156,326.406,339.457,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__terminationS_2_0.smt2",,933.095450490633,1000,1000,0,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__p32424_terminationG_0.smt2",0,19.6232968620975,22.719,23.675,1,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__p32442_edge_closing_0.smt2",0,2.72511108760051,3.078,3.421,1,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__terminationQ_0_0.smt2",0,234.855687281468,256.859,267.345,0,1,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_12_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_21_0.smt2",,859.4905505341,1000,1000,0,0,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_30_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32585_terminationG_0.smt2",0,8.61454750644884,9.578,10.098,1,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32601_terminationG_0.smt2",,839.486356340289,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32621_safety_0.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32640_edge_closing_0.smt2",,919.56043956044,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32660_terminationG_0.smt2",,938.958707360862,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32684_safety_0.smt2",0,37.3457023274806,43.719,45.527,0,1,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__terminationQ_1_0.smt2",,1190.66590779738,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.t2__p32736_edge_closing_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2__p806_terminationG_0.smt2",,907.592190889371,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2__p831_terminationG_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2__terminationQ_0_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2__terminationS_3_0.smt2",0,142.841039540816,160.594,167.1,0,1,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__p703_terminationG_0.smt2",0,28.3425946302817,30.781,32.052,1,0,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__p728_terminationG_0.smt2",,885.315277190013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__p754_terminationG_0.smt2",,930.19119608715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__term_unfeasibility_0_0.smt2",0,127.090293390288,135.109,140.479,0,1,0,
"QF_NIA_small\From_T2__fun10.t2__p405_terminationG_0.smt2",0,0.966850688816856,1.141,1.461,1,0,0,
"QF_NIA_small\From_T2__fun10b.t2__p340_terminationG_0.smt2",,945.750452079566,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun11.t2__p467_terminationG_0.smt2",0,30.5719384517766,34.547,35.923,0,1,0,
"QF_NIA_small\From_T2__fun11.t2_fixed__p437_terminationG_0.smt2",0,0.263483878615458,0.266,0.547,0,1,0,
"QF_NIA_small\From_T2__fun1b.t2__p596_terminationG_0.smt2",,885.315277190013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p616_terminationG_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p639_terminationG_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p666_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p685_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2__terminationS_15_0.smt2",0,362.701453606159,427.891,445.287,0,1,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p494_terminationG_0.smt2",0,110.714828796257,124.422,129.501,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p519_terminationG_0.smt2",,823.622047244094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p544_terminationG_0.smt2",,971.667440780307,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p577_terminationG_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun4.t2__p994_terminationG_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun4-alt.t2__p884_terminationG_0.smt2",,886.065226598899,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun5.t2__p1026_terminationG_0.smt2",,941.494149414941,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun5.t2_fixed__p1011_edge_closing_0.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun6.t2__p1084_terminationG_0.smt2",0,99.723223009282,97.578,101.431,1,0,0,
"QF_NIA_small\From_T2__fun6.t2__p1105_edge_closing_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun6.t2_fixed__p1064_edge_closing_0.smt2",0,7.54654891304348,8.297,8.705,1,0,0,
"QF_NIA_small\From_T2__fun7.t2__p1142_terminationG_0.smt2",0,637.890111019737,741.563,771.525,1,0,0,
"QF_NIA_small\From_T2__fun7.t2__terminationQ_0_0.smt2",0,1.60096358603066,1.797,1.99,0,1,0,
"QF_NIA_small\From_T2__fun9.t2__p1196_terminationG_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1232_edge_closing_0.smt2",,851.098454027665,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1248_edge_closing_0.smt2",0,17.9455571370476,21.094,21.921,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1258_edge_closing_0.smt2",0,146.879961659901,155.656,162.77,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1270_edge_closing_0.smt2",0,168.719321646341,185.172,192.643,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1280_edge_closing_0.smt2",0,1.95348956201392,2.281,3.222,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1292_edge_closing_0.smt2",0,111.922978027116,114.438,119.006,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1302_edge_closing_0.smt2",0,10.3424778315195,12.266,12.712,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1314_edge_closing_0.smt2",0,22.6329731430969,25.781,26.792,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1324_edge_closing_0.smt2",0,137.531866862663,156.531,162.757,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1334_edge_closing_0.smt2",0,8.74735915492958,9.203,9.639,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1346_edge_closing_0.smt2",0,9.35924145299145,10.469,10.865,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1356_edge_closing_0.smt2",0,107.989113570542,124.766,129.882,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1366_edge_closing_0.smt2",0,384.257726648352,401.156,417.416,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1376_edge_closing_0.smt2",0,3.49532438715131,3.953,4.093,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1386_edge_closing_0.smt2",0,236.287116040956,264.75,275.414,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1397_edge_closing_0.smt2",,949.183303085299,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1407_edge_closing_0.smt2",0,2.87045693277311,3.266,3.664,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1420_edge_closing_0.smt2",0,72.4456498037506,79.406,82.631,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1430_edge_closing_0.smt2",,842.19001610306,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1442_edge_closing_0.smt2",0,406.10478102993,441.047,459.027,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1452_edge_closing_0.smt2",0,302.62253112924,336.906,350.329,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1462_edge_closing_0.smt2",0,3.65549027552674,4.313,4.617,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1472_edge_closing_0.smt2",0,58.9937749003984,70.781,73.64,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1483_edge_closing_0.smt2",0,8.62700702458608,8.219,8.615,1,0,0,
"QF_NIA_small\From_T2__hand7.t2__p1503_terminationG_0.smt2",,1172.64573991031,1000,1000,0,0,0,
"QF_NIA_small\From_T2__heidy1.t2__p1531_terminationG_0.smt2",,850.752338348922,1000,1000,0,0,0,
"QF_NIA_small\From_T2__heidy6.t2__terminationQ_1_0.smt2",0,42.0402817919075,48.672,50.656,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__p1650_edge_closing_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_14_0.smt2",0,9.42854039965248,10.375,10.851,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_24_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_33_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_42_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_5_0.smt2",0,39.7232390300231,41.109,42.789,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__p1619_terminationG_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_18_0.smt2",,941.070625281152,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_28_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_43_0.smt2",,841.851106639839,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_53_0.smt2",,879.361076082388,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__p1697_terminationG_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__p1718_edge_closing_0.smt2",,924.845269672856,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_18_0.smt2",,847.306601863102,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_27_0.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_36_0.smt2",,869.131699210636,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_46_0.smt2",0,18.0473781779661,20.359,21.179,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_7_0.smt2",0,6.20666630622837,6.859,7.157,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__p1682_edge_closing_0.smt2",,978.484565014032,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_21_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_32_0.smt2",0,47.5120102125886,54.484,56.708,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_44_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_54_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_64_0.smt2",0,1.85611725184222,2.047,2.286,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__p1776_terminationG_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_18_0.smt2",,822.327044025157,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_28_0.smt2",,846.963562753036,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_38_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_48_0.smt2",0,7.77439715581204,9.016,9.777,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_58_0.smt2",0,8.18910797132011,9.281,9.673,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_68_0.smt2",0,8.61761363636364,9.516,9.883,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__p1737_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__term_unfeasibility_1_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_27_0.smt2",,841.851106639839,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_38_0.smt2",0,50.3781200475436,60.781,63.388,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_48_0.smt2",0,3.13461123110151,3.469,3.746,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_57_0.smt2",,936.436884512086,1000,1000,0,0,0,
"QF_NIA_small\From_T2__insertsort.t2_fixed__p1846_terminationG_0.smt2",0,24.2304269427641,24.891,25.879,0,1,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2024_terminationG_0.smt2",0,2.76872629582806,3.141,3.537,1,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2040_terminationG_0.smt2",0,41.3344840116279,47.578,49.419,1,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2099_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2132_terminationG_0.smt2",,975.291375291375,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2157_terminationG_0.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2182_terminationG_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2214_terminationG_0.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2230_terminationG_0.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2254_terminationG_0.smt2",,847.649918962723,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2276_terminationG_0.smt2",,941.070625281152,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2_fixed__p1996_terminationG_0.smt2",,890.971039182283,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2_fixed__terminationS_1_0.smt2",0,88.4395443925234,108.563,114.129,0,1,0,
"QF_NIA_small\From_T2__java_DivMinus2.c.t2__p2415_terminationG_0.smt2",0,98.0765894396552,108.766,113.311,1,0,0,
"QF_NIA_small\From_T2__java_Recursions.c.t2__p2534_terminationG_0.smt2",0,0.451900921658986,0.469,0.716,1,0,0,
"QF_NIA_small\From_T2__loop3.t2__term_unfeasibility_39_0.smt2",0,0.0743235561618918,0.078,0.186,0,1,0,
"QF_NIA_small\From_T2__matmult.t2__p2669_terminationG_0.smt2",0,0.828776321443919,0.922,1.18,1,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2711_terminationG_0.smt2",0,39.8047080772607,43.344,45.143,1,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2764_terminationG_0.smt2",0,69.6439409794893,79.531,82.752,1,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2790_terminationG_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2810_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2826_terminationG_0.smt2",,850.060950832995,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2842_terminationG_0.smt2",,813.691170750681,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2861_terminationG_0.smt2",,928.539724811363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2877_terminationG_0.smt2",,859.137577002053,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2893_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2911_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2932_edge_closing_0.smt2",0,1.22220564836913,1.469,1.801,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p2968_terminationG_0.smt2",0,25.6308933002481,29.625,30.801,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3001_terminationG_0.smt2",0,4.78353658536585,5.344,5.542,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3031_terminationG_0.smt2",0,5.18718513853904,5.906,6.294,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3059_terminationG_0.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3075_terminationG_0.smt2",,846.620801295022,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3099_terminationG_0.smt2",0,4.65747176368375,5.125,5.328,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3121_terminationG_0.smt2",,822.327044025157,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3143_terminationG_0.smt2",,822.327044025157,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3167_terminationG_0.smt2",0,13.7293475776965,14.359,14.863,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3189_terminationG_0.smt2",,961.397058823529,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3205_terminationG_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3229_terminationG_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3256_terminationG_0.smt2",,923.620309050773,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3279_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3304_terminationG_0.smt2",0,8.10118403979238,8.953,9.336,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3327_terminationG_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3343_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3367_terminationG_0.smt2",0,4.80421469740634,5.578,5.755,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3388_edge_closing_0.smt2",0,85.8206274382315,94.641,98.469,1,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__p6187_terminationG_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__p6203_terminationG_0.smt2",,824.271079590228,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__p6221_edge_closing_0.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__terminationQ_3_0.smt2",0,828.173814466783,905.766,942.725,1,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__terminationS_6_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-1.t2__p3816_terminationG_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-12.t2__p3470_edge_closing_0.smt2",0,0.715120326173429,0.859,1.176,0,1,0,
"QF_NIA_small\From_T2__n-13.t2__p3488_terminationG_0.smt2",0,0.12702396373057,0.141,0.457,0,1,0,
"QF_NIA_small\From_T2__n-15.t2__p3596_terminationG_0.smt2",0,0.212901650021711,0.234,0.292,0,1,0,
"QF_NIA_small\From_T2__n-15a.t2__p3581_terminationG_0.smt2",0,2.84297712283594,3.297,3.628,1,0,0,
"QF_NIA_small\From_T2__n-16a.t2__p3627_terminationG_0.smt2",,966.281755196305,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-18.t2__p3712_terminationG_0.smt2",0,1.38078797725426,1.625,2,0,1,0,
"QF_NIA_small\From_T2__n-1c.t2__p3754_edge_closing_0.smt2",0,43.3901113754325,47.953,49.931,1,0,0,
"QF_NIA_small\From_T2__n-1d.t2_fixed__p3770_edge_closing_0.smt2",,817.826426896012,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3885_terminationG_0.smt2",,843.548387096774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3904_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3920_terminationG_0.smt2",,920.774647887324,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3936_terminationG_0.smt2",,928.539724811363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3954_terminationG_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3970_terminationG_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p3986_terminationG_0.smt2",,1010.62801932367,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2__p4004_terminationG_0.smt2",,845.594179466451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-21.t2_fixed__p3838_terminationG_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-3.t2__p4196_terminationG_0.smt2",0,0.299760316798666,0.344,0.657,0,1,0,
"QF_NIA_small\From_T2__n-3.t2__p4212_terminationG_0.smt2",,798.168637924456,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-33.t2__p4083_terminationG_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-37.t2__p4149_terminationG_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-3a.t2_fixed__p4168_edge_closing_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n-4.t2__p4556_edge_closing_0.smt2",0,570.08026125568,659.734,686.285,1,0,0,
