,"smt.arith.nl.divisions_check=false","-file:{0} smt.arith.nl.divisions_check=false",,,,,,
,"RV 11682","T_norm 11682","T_cpu 11682","T_wc 11682","# SAT 11682","# UNSAT 11682","# UNKNOWN 11682",
"QF_NIA_small\aproveSMT3417012265546351137.smt2",0,0.24139335360556,0.266,0.454,1,0,0,
"QF_NIA_small\aproveSMT342988194676879281.smt2",0,4.06575550067355,4.328,4.593,1,0,0,
"QF_NIA_small\aproveSMT3496695621216907819.smt2",0,5.54411593866171,5.703,5.989,0,1,0,
"QF_NIA_small\aproveSMT3571876635740058861.smt2",0,14.1936819980218,13.719,14.294,0,1,0,
"QF_NIA_small\aproveSMT3611058756933534688.smt2",0,0.0279978586723769,0.031,0.135,1,0,0,
"QF_NIA_small\aproveSMT3612851711724526218.smt2",0,0.9524484014569,1.125,1.312,1,0,0,
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.058816914080072,0.063,0.219,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.0715575744308231,0.078,0.167,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",0,170.247395833333,199.219,207.311,0,1,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,5.3073252688172,4.719,4.942,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0631032818532819,0.078,0.183,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,7.1145029991431,7.938,8.316,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0291332442067736,0.031,0.13,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.114242027086064,0.125,0.233,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.73840556951424,1.984,2.165,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0579565602836879,0.063,0.158,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.131863514119229,0.141,0.26,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.451333682008368,0.516,0.7,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.116170590848512,0.125,0.23,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.172569291684998,0.188,0.276,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,12.7405106073211,14.641,15.3,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.50660083160083,4.031,4.25,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.57123786407767,0.703,0.897,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0568231203824424,0.063,0.158,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.47022122929381,0.516,0.672,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0569220722681759,0.063,0.167,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0413242730720607,0.047,0.153,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.385566841415465,0.422,0.612,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.0975330349531117,0.109,0.231,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0672859201317415,0.078,0.218,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.174333333333333,0.188,0.259,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.0530641233766234,0.063,0.157,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0278309919114517,0.031,0.137,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,19.0123883021933,22.375,23.305,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,6.36899301004806,6.969,7.293,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.575991189427313,0.563,0.723,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0587376460017969,0.063,0.185,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.396500485201359,0.391,0.552,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.100180604203152,0.109,0.208,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.556619838229034,0.625,0.81,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.0977413498504913,0.109,0.207,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0406055900621118,0.047,0.205,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.180210983884648,0.203,0.49,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0412373843566022,0.047,0.153,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.59352856510186,0.641,0.801,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.02615,0.031,0.161,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.218013561582926,0.234,0.428,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.238788555194805,0.281,0.451,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.313071397474967,0.344,0.529,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0437974542206342,0.047,0.188,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.316286285233487,0.359,0.554,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.36600358801182,1.547,1.756,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0578028293545535,0.063,0.181,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.25537109375,0.266,0.43,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.262784725323805,0.281,0.456,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,4.34181790985241,5.203,5.449,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0581111111111111,0.063,0.158,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.744589977220957,0.781,0.95,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.612542589437819,0.688,0.877,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.179298523206751,0.203,0.422,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.371750609260764,0.438,0.676,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.0951403326403326,0.109,0.218,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0467632331902718,0.047,0.169,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,502.474935807656,514.484,535.33,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0823017205203525,0.094,0.238,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",0,3.98628048780488,4.766,5.068,0,1,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,23.0312150317046,29.516,30.722,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,1.85182403433476,2.063,2.245,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,9.45886683738796,10.594,10.999,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.901159147869674,1.031,1.217,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,16.0079195205479,17.875,18.592,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,751.554610453649,728.563,758.241,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,5.32760048586572,5.766,6.057,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.134738252267106,0.156,0.262,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.58916596814753,1.813,1.973,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,5.97483489561142,6.703,7.013,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.0691067653276956,0.078,0.144,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.673230718667835,0.734,0.938,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0418891499359248,0.047,0.134,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,1.09906546677215,1.328,1.551,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.817931073703367,0.859,1.062,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,0.911007695507488,1.047,1.274,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.378985507246377,0.438,0.621,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,3.44078947368421,3.875,4.076,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,5.04821139035266,5.953,6.288,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.877245045417011,1.016,1.218,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.106257618854124,0.125,0.236,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0268811677631579,0.031,0.146,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.142119565217391,0.141,0.225,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,39.4560550935551,45.359,47.16,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.21064814814815,1.375,1.614,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0425618489583333,0.047,0.141,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,15.0663242518982,16.125,16.787,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0550758213984836,0.063,0.18,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.040859375,0.047,0.161,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,5.33895833333333,6.125,6.385,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,22.6389552069122,23.797,24.84,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0411508602601762,0.047,0.154,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0694592010199745,0.078,0.199,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.34608166515014,3.516,3.814,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,4.58823200715244,4.906,5.13,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.78262527233116,6.344,6.653,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.889077773055674,1,1.251,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0547529313232831,0.063,0.189,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.05552016985138,0.063,0.149,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.11586859688196,3.344,3.522,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0564063848144953,0.063,0.159,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0420147814910026,0.047,0.102,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.454178586023702,0.531,0.736,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.087100304529882,0.109,0.238,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.325248756218905,0.375,0.551,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,1.00021249468763,1.125,1.341,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,12.9419142085584,14.891,15.515,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.087283044058745,0.094,0.144,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.0440532345013477,0.047,0.144,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.49631311939594,1.516,1.68,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.241708351457155,0.266,0.453,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.16194363560732,2.484,2.671,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0427846858638743,0.047,0.132,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,7.58790395994538,7.969,8.333,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,1.98556301652892,2.297,2.581,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,3.00889121338912,3.094,3.284,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.145277777777778,0.156,0.24,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,3.71214511041009,3.938,4.201,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.41805926916221,2.594,2.796,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.829281183932347,0.938,1.128,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.260112732095491,0.281,0.465,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.36671789617486,2.484,2.685,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,823.297914207005,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.57464700996678,1.813,1.992,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.101649266992448,0.109,0.326,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,8.22756068994889,9.234,9.632,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.157564636283961,0.172,0.267,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0432565063961182,0.047,0.213,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.483951988155668,0.547,0.731,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.135128152128979,0.156,0.282,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.0939295977011494,0.109,0.221,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.27009500426985,1.422,1.62,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.22222826086957,1.344,1.509,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.083528534923339,0.094,0.224,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.0284239130434783,0.031,0.157,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.122516866566717,0.156,0.261,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0544338051623647,0.063,0.147,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.43285454933789,0.484,0.646,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,5.38822058122916,5.406,5.838,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,6.9490617433414,6.859,7.14,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,7.43787425149701,8.313,8.705,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,2.8084398575021,3.203,3.375,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.224271012006861,0.25,0.423,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,7.95947332421341,8.344,8.716,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,17.9911125052279,20.563,21.405,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0683838912133891,0.078,0.175,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.162624378109453,0.203,0.471,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,4.64648760330579,5.375,5.636,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.02483036967712,1.047,1.249,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.920034177724166,1.094,1.274,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.26492449268523,1.281,1.494,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.44376550868486,1.391,1.579,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,824.59597950335,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,9.18079126007637,10.344,10.722,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.27140840652447,1.453,1.642,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.229486616937253,0.25,0.49,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.40515432098765,2.328,2.482,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,8.45557260795936,9.547,9.958,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.494848612279226,0.563,0.772,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,135.800429184549,151.25,157.327,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.235904375281912,0.25,0.44,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,104.81114574816,122.547,127.579,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,2.90814056939502,3.125,3.342,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,1.67593268028345,1.922,2.113,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,1.37388160632543,1.578,1.796,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,892.872385830132,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,9.0098323838738,9.828,10.249,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,70.32185409699,80.406,83.67,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,1217.69499417928,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,943.61750112765,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,7.5057929669306,7.703,8.11,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,1086.18899273105,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,0.896871042634023,1.016,1.151,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,106.722456271331,119.578,124.33,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,7.3762014208107,8.438,8.817,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,7.99502347897101,9.359,9.793,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,34.468461860855,39.313,40.875,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.25332475332475,3.625,3.834,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,947.034857401539,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",0,378.26971954426,412.625,429.324,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,2.28639690931273,2.688,2.946,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,9.52201086956522,9.422,9.831,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,20.4502198492462,23.344,24.325,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,193.492354157597,212.453,221.22,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.50045405982906,2.797,2.997,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,816.86841077704,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,181.090305313243,218.313,226.776,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,47.4009849119866,54.063,56.245,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,19.0690723585378,18.203,18.902,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,15.6114896073903,16.156,16.804,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,1.10781317031317,1.234,1.471,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,4.69502135093168,5.781,6.046,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,68.4480715146645,81.438,84.779,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,3.0001638986014,3.281,3.505,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.117769215372298,0.141,0.25,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.135576524263791,0.156,0.5,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,45.8629910333049,51.344,53.472,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,38.0222132034632,41.984,43.741,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.50482886309047,1.797,2.037,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,1.98967391304348,2.297,2.604,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,3.98509995064166,3.859,4.06,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.69685613682093,2.016,2.222,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,2.19897727272727,2.313,2.569,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.5602576136838,38.453,40.026,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,61.1623252512014,66.922,69.609,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.53252011007621,2.859,3.07,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,5.24614197530864,5.891,6.184,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",0,764.937324508624,911.563,947.817,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,927.716186252772,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,859.4905505341,1000,1000,0,0,0,
