,"smt.arith.nl.divisions_check=false","-file:{0} smt.arith.nl.divisions_check=false",,,,,,
,"RV 11682","T_norm 11682","T_cpu 11682","T_wc 11682","# SAT 11682","# UNSAT 11682","# UNKNOWN 11682",
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__terminationS_12_0.smt2",0,28.7958035338662,32.719,34.05,0,1,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__terminationS_6_0.smt2",0,44.5179131799163,50.859,52.953,0,1,0,
"QF_NIA_small\From_AProVE_2014__narrowing_rec.jar-obl-8__p11055_terminationG_0.smt2",0,10.4369490695396,10.188,10.722,1,0,0,
"QF_NIA_small\From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0.smt2",0,21.8290772532189,24.313,25.303,1,0,0,
"QF_NIA_small\From_AProVE_2014__NestedLoop.jar-obl-10__p11151_terminationG_0.smt2",0,0.812026315789474,0.922,1.159,1,0,0,
"QF_NIA_small\From_AProVE_2014__NO_05.jar-obl-9__p11209_safety_0.smt2",,993.35232668566,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_05.jar-obl-9__p11244_edge_closing_0.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_10.jar-obl-8__p11278_terminationG_0.smt2",,861.259777686291,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_10.jar-obl-8__p11301_terminationG_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_11.jar-obl-8__p11329_terminationG_0.smt2",0,307.466796875,357.438,371.536,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_11.jar-obl-8__p11345_terminationG_0.smt2",,850.060950832995,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_12.jar-obl-8__p11367_terminationG_0.smt2",0,68.4620768909319,78.313,81.225,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_12.jar-obl-8__p11383_terminationG_0.smt2",,1046.52326163082,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__p11407_edge_closing_0.smt2",0,0.306987545937117,0.359,0.644,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__p11445_edge_closing_0.smt2",0,10.37828125,11.906,12.417,1,0,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__terminationQ_1_0.smt2",,885.315277190013,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_23.jar-obl-8__p11498_terminationG_0.smt2",0,441.068255864466,485.344,505.217,0,1,0,
"QF_NIA_small\From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__terminationS_0_0.smt2",0,186.011227696675,219.266,228.167,0,1,0,
"QF_NIA_small\From_AProVE_2014__Norm.jar-obl-9__p11588_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__PastaB11.jar-obl-8__terminationS_0_0.smt2",0,0.875558035714286,1.078,1.343,0,1,0,
"QF_NIA_small\From_AProVE_2014__Power.jar-obl-10__p11792_terminationG_0.smt2",,834.130781499203,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Queen.jar-obl-10__p11807_terminationG_0.smt2",0,35.3025,40.5,42.147,0,1,0,
"QF_NIA_small\From_AProVE_2014__RandomHard.jar-obl-10__p11832_safety_0.smt2",0,2.35754977876106,2.547,2.731,1,0,0,
"QF_NIA_small\From_AProVE_2014__RandomHard.jar-obl-10__p11849_terminationG_0.smt2",0,33.7196043511744,41.859,43.523,0,1,0,
"QF_NIA_small\From_AProVE_2014__Round3.jar-obl-8__p11893_terminationG_0.smt2",,853.529171766626,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__RSA.jar-obl-17__p11920_terminationG_0.smt2",0,261.772994505495,284.672,296.29,1,0,0,
"QF_NIA_small\From_AProVE_2014__Samefringe.jar-obl-10__p11956_terminationG_0.smt2",0,3.07357780912083,3.125,3.322,1,0,0,
"QF_NIA_small\From_AProVE_2014__SharingPair.jar-obl-8__p12030_edge_closing_0.smt2",0,51.2310990077653,56.766,59.108,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12086_terminationG_0.smt2",0,245.23729338843,283.688,295.121,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12110_terminationG_0.smt2",0,242.86251649802,263.875,274.397,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12138_terminationG_0.smt2",0,425.858480545617,455.172,473.435,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12162_terminationG_0.smt2",0,41.5739718614719,45.906,47.795,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12188_terminationG_0.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12217_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12246_terminationG_0.smt2",0,62.3825832238283,68.078,70.794,0,1,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationQ_3_0.smt2",0,2.1893023255814,2.25,2.465,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationS_4_0.smt2",0,4.29461500974659,5.266,5.528,0,1,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12326_terminationG_0.smt2",,854.924397221087,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12350_terminationG_0.smt2",,925.663716814159,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric2_rec.jar-obl-8__p12293_terminationG_0.smt2",0,13.3095536086775,15.25,15.898,0,1,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__p12391_terminationG_0.smt2",0,3.09579257447755,3.328,3.568,1,0,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.741960907944515,0.844,1.036,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12467_terminationG_0.smt2",0,3.85358876560333,3.984,4.217,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12483_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__terminationS_12_0.smt2",0,3.61427465723131,3.906,4.17,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12559_terminationG_0.smt2",0,62.0636141304348,68.234,70.912,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12576_terminationG_0.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_11_0.smt2",0,5.18680200093067,5.328,5.622,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_9_0.smt2",0,3.69922976238421,4.391,4.614,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test1.jar-obl-8__p12793_terminationG_0.smt2",0,8.66432258744206,9.828,10.234,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12672_terminationG_0.smt2",0,30.1690409309791,35.938,37.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12688_terminationG_0.smt2",,1035.64356435644,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12705_edge_closing_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12728_edge_closing_0.smt2",0,3.03089916839917,3.484,3.665,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12748_edge_closing_0.smt2",0,2.05225113589426,2.375,2.577,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12774_edge_closing_0.smt2",0,715.420793685121,790.656,822.32,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test2.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.456604354971241,0.531,0.738,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_1_0.smt2",0,25.6499645892351,25.969,27.02,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_10_0.smt2",0,31.6375211327134,35.781,37.239,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_29_0.smt2",0,32.8990169238426,31.594,32.874,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_38_0.smt2",0,43.9685395622896,49.938,51.99,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_6_0.smt2",0,29.2815124045802,36.672,38.149,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__p12864_terminationG_0.smt2",0,39.7981803143093,46,47.948,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__term_unfeasibility_4_0.smt2",0,38.2641076115486,41.813,43.538,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_16_0.smt2",0,57.6076732673267,61.188,63.669,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_25_0.smt2",0,32.4843819351975,34.984,36.531,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_34_0.smt2",0,24.2984323089701,27.969,29.101,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_43_0.smt2",0,21.3495794161306,20.625,21.446,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12888_terminationG_0.smt2",0,0.686113861386139,0.828,1.038,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12919_safety_0.smt2",0,0.276882352941176,0.281,0.502,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12938_edge_closing_0.smt2",0,85.8173823790502,92.422,96.186,1,0,0,
"QF_NIA_small\From_AProVE_2014__TestJulia7.jar-obl-8__p12986_terminationG_0.smt2",0,3.93611979166667,4.516,4.79,0,1,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13025_terminationG_0.smt2",,933.51182507809,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13043_edge_closing_0.smt2",0,1.01739662072032,1.094,1.332,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__p13155_edge_closing_0.smt2",0,418.021217811159,465.578,484.42,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__terminationS_3_0.smt2",0,10.7492115222876,12.219,12.726,0,1,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__p13122_edge_closing_0.smt2",0,72.1917026351658,75.953,78.984,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__terminationS_4_0.smt2",0,4.00428974804518,4.406,4.606,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternatingIncr.jar-obl-8__p13182_terminationG_0.smt2",0,0.325410652065703,0.313,0.502,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2",0,14.6255973066898,16.094,16.853,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13246_terminationG_0.smt2",0,26.1440649114843,27.531,28.711,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13266_edge_closing_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13409_terminationG_0.smt2",0,26.7402530779754,28.031,29.245,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13363_terminationG_0.smt2",,868.770764119601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complxStruc.jar-obl-8__terminationQ_0_0.smt2",0,4.79398245984785,5.422,5.737,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-convLower.jar-obl-8__p13465_terminationG_0.smt2",0,0.606322135201979,0.703,0.884,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13488_terminationG_0.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13504_terminationG_0.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-even.jar-obl-9__p13541_terminationG_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex02.jar-obl-8__p13595_terminationG_0.smt2",0,2.65072094535993,2.922,3.01,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex04.jar-obl-8__p13648_terminationG_0.smt2",0,72.2644151138716,83.422,86.791,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex06.jar-obl-8__p13693_terminationG_0.smt2",0,2.552088061734,2.688,2.891,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex08.jar-obl-8__p13746_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex09half.jar-obl-8__p13773_terminationG_0.smt2",,907.592190889371,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,184.249325539568,195.875,203.791,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,966.281755196305,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,2.95884277134277,3.297,3.496,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,872.03001250521,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,875.313807531381,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.84997919267582,2.125,2.401,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,148.370295426953,175.25,182.334,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.699048331907613,0.781,0.985,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.73884598884599,1.938,2.124,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,6.73852317020355,7.438,7.937,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,19.0789365210223,22.125,23.02,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,248.064758355917,262.531,273.151,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.57597680735478,5.234,5.548,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,454.830853783231,531.578,553.082,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,13.1832755147717,14.078,14.691,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,10.8455589345638,12.359,12.868,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,840.498192044998,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,1041.31408661025,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,7.29341689250226,7.719,8.133,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,45.7795766216804,50.266,52.311,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,0.905428403755869,0.922,1.271,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,8.30478021978022,9.031,9.458,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,8.16466240070609,8.844,9.937,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,0.978323063380282,1.063,1.238,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.628874519025224,0.703,0.911,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.64613309352518,1.531,1.702,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,3.17054721030043,3.531,3.766,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.198013746505126,0.203,0.406,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.0203571428571,12.906,13.489,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.41384615384615,2.625,2.834,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.08171875,0.094,0.191,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,859.4905505341,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,959.193030719853,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,36.5972897295013,41.391,43.024,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,764.340518816222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,798.168637924456,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,849.715678310317,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,1.29088175215615,1.359,1.555,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,215.627493990384,214.391,223.09,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,1068.43718079673,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,63.7822377085162,69.453,72.211,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,1005.76923076923,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,4.91997422680412,5.703,5.993,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,75.3903143906655,83.391,86.707,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,2.81982296137339,3.141,3.37,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,40.25166776028,43.984,45.8,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,9.0139497288277,10.328,10.761,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,33.2752033390411,37.156,38.716,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.36918845994188,5.031,5.265,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,9.24823981802426,10.203,10.62,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,1034.10776075136,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,8.55432187201528,8.563,9.042,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.492493542832544,0.547,0.78,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,1239.336492891,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,16.7544681542461,18.484,19.23,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,46.8293130280125,50.344,52.393,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,8.62266694317711,9.938,10.387,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,8.00857949609036,8.813,9.209,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.384720470786045,0.438,0.585,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,11.194953870387,11.891,12.373,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,10.4880414213625,11.922,12.409,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,8.99220418624519,10.063,10.489,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.121684504420661,0.125,0.256,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,4.4179976097349,4.859,5.107,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.8846640969163,9.641,10.072,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,9.2857101881597,9.672,10.143,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.112279948475741,0.125,0.232,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,1058.7044534413,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.15886960203218,2.438,2.661,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,2.56372549019608,2.438,2.65,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,782.934131736527,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,19.4005968024529,21.172,22.017,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,4.81818436379928,5.141,5.378,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,34.5876038024476,37.828,39.351,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,1035.64356435644,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,971.667440780307,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",0,19.8270613857374,23.391,24.331,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,819.107282693814,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,1046.52326163082,1000,1000,0,0,0,
