,"smt.arith.nl.branching=false","-file:{0} smt.arith.nl.branching=false",,,,,,
,"RV 11681","T_norm 11681","T_cpu 11681","T_wc 11681","# SAT 11681","# UNSAT 11681","# UNKNOWN 11681",
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.87203579418345,2,2.205,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,168.720853206147,152.188,158.292,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.772404474610357,0.734,0.907,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.23804107230693,1.203,1.396,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,5.00490876636255,6.031,6.325,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,20.5745789007092,22.188,23.121,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,213.093617247239,239.781,249.516,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.88785046728971,4.75,4.979,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,538.00481411398,577.609,600.7,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,6.59069846292948,6.969,7.303,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",0,35.1237351924976,34.016,35.446,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,12.7295459591474,13.703,14.243,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,1047.57135703555,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,935.181046043809,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,6.47888154789996,6.563,6.929,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,45.7024728714524,52.344,54.503,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,0.895763221153846,0.891,1.108,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,6.4123803827751,6.406,6.754,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,4.65540614111498,5.109,5.296,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,879.361076082388,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,0.74102644836272,0.844,0.995,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.569514789303079,0.672,0.853,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.48842285587975,1.609,1.814,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,3.29174912049252,3.578,3.826,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.188442350332594,0.203,0.407,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.0214337175793,12.797,13.448,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.42591709075488,2.734,3.008,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0959381551362683,0.109,0.17,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",0,783.843501868286,802.203,834.799,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,790.030211480363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,874.581939799331,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,37.0973028422738,44.297,46.107,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,962.724344224574,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,1090.71949947862,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,3.13500879894413,3.406,3.608,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,937.275985663082,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,138.3121557336,132.031,137.303,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",0,829.463155021834,907.969,946.328,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,5.07114485981308,5.188,5.476,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,118.01805140785,132.234,137.541,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,2.74396642182582,2.5,2.906,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,49.547990063234,52.438,54.59,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,9.03082156211051,10.391,10.798,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,852.13849287169,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,39.3638684640523,46.063,48.005,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.59625723738627,5.313,5.54,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,10.0723110465116,10.766,11.258,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.98615056818182,9.406,9.858,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.717280564263323,0.766,0.959,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,951.774340309372,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,22.4442816840278,24.719,25.734,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,55.7666894449117,63.391,65.887,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,9.46695435588508,9.766,10.119,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,7.89664760914761,9.078,9.461,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.544287696577243,0.563,0.794,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,10.4630549065421,10.703,11.169,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,13.0291687531297,12.438,12.926,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,9.01676956885726,10.297,10.749,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0794671799027553,0.094,0.221,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,4.92612346799818,5.188,5.405,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.78494593998235,9.516,9.884,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.98639853137516,8.578,8.946,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.113547546678246,0.125,0.278,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",0,274.355881417056,309.109,321.54,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,3.11309523809524,3.688,3.961,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,8.66149789029536,9.813,10.34,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,16.3712879106992,18.578,19.367,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,985.862393967955,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,5.93813667232597,6.688,7.034,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,34.7739361702128,38.281,39.849,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,843.548387096774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,888.700084961767,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,1084.49974079834,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,1082.81573498965,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",0,26.9199920418372,28.297,29.487,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,815.276695245518,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",0,24.0057214696223,27.953,29.091,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,945.750452079566,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.76611328125,0.844,1.007,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,25.5581842105263,29.016,30.278,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,32.8211608359836,34.531,35.927,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,28.0376270110076,31.656,32.964,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",0,92.5625259659327,106.5,110.871,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,36.6292279411765,41.672,43.363,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",0,64.7610129695886,69.219,72.099,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,7.94658521303258,9.094,9.511,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",0,27.9113097849934,30.406,31.664,0,1,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",0,149.151958095656,162.484,169.127,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,890.971039182283,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,234.332328174784,246.094,255.987,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,789.136175028291,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,842.86865431104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",0,375.758119335347,416.172,433.066,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",0,320.137148404702,364.516,379.216,0,1,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.82306654676259,0.984,1.235,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.142491281604185,0.156,0.29,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,886.065226598899,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,851.444851444851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.20174632352941,1.406,1.613,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,836.131095123901,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,5.93359217426381,7.031,7.368,0,1,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,827.85912148793,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.15152121697358,1.375,1.631,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.71888694127958,1.875,2.103,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,92.7663962977707,111.391,115.913,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",0,1.17980360934183,1.328,1.505,0,1,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.472021660649819,0.5,0.697,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,2.80343722369584,3.031,3.265,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.35785374296841,1.5,1.737,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18393_terminationG_0.smt2",,874.947720618988,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cover.t2__p18610_edge_closing_0.smt2",,817.826426896012,1000,1000,0,0,0,
"QF_NIA_small\From_T2__curious.t2__p18703_terminationG_0.smt2",0,3.0047411869701,3.219,3.447,0,1,0,
"QF_NIA_small\From_T2__curious4.t2__p18665_edge_closing_0.smt2",,876.413908671973,1000,1000,0,0,0,
"QF_NIA_small\From_T2__d.t2__p19043_terminationG_0.smt2",0,3.03422085201794,3.234,3.447,0,1,0,
"QF_NIA_small\From_T2__db2.t2__p18746_edge_closing_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_20_0.smt2",0,6.8872301736274,7.016,7.328,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_33_0.smt2",0,54.1683165272995,52.641,54.731,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_6_0.smt2",0,9.91936557231588,10.688,11.139,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__p18729_edge_closing_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_18_0.smt2",0,17.2466017833841,18.953,19.742,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_28_0.smt2",0,25.5254710780018,27.844,28.929,0,1,0,
"QF_NIA_small\From_T2__db3.t2__p18773_terminationG_0.smt2",,1029.52755905512,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationQ_0_0.smt2",0,279.202399144254,327.516,340.727,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_26_0.smt2",0,9.66485368956745,9.078,9.504,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_40_0.smt2",0,7.42969125420472,7.391,7.731,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__p18755_terminationG_0.smt2",,980.318650421743,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_0_0.smt2",0,24.986868573983,26.719,27.79,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_21_0.smt2",0,13.1996066046099,14.234,14.888,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_3_0.smt2",0,4.80819917929293,3.641,3.913,0,1,0,
"QF_NIA_small\From_T2__dead.neg-st88b-succeed.t2__p18802_terminationG_0.smt2",,1029.02115100836,1000,1000,0,0,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2__p18873_terminationG_0.smt2",0,558.38809255079,591.219,614.966,0,1,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2_fixed__p18843_safety_0.smt2",0,2.75758744855967,3.203,3.452,0,1,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18920_terminationG_0.smt2",0,2.29502333603896,2.703,2.936,1,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18946_edge_closing_0.smt2",0,485.215755662021,532.531,553.923,1,0,0,
"QF_NIA_small\From_T2__dummy.t2__p19098_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__p19133_terminationG_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__terminationS_1_0.smt2",0,16.5375494071146,20,20.851,0,1,0,
"QF_NIA_small\From_T2__e-acqrel-succeed.t2__p19620_safety_0.smt2",0,0.427197512647555,0.484,0.692,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19669_safety_0.smt2",,1046,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19793_safety_0.smt2",0,0.802498903989478,0.875,1.086,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p19844_safety_0.smt2",0,2.06124217352415,2.203,2.422,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19879_safety_0.smt2",0,227.18444753385,224.578,233.51,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19908_safety_0.smt2",0,0.782492095754291,0.828,1.045,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19956_safety_0.smt2",0,0.314991239597022,0.344,0.526,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19978_safety_0.smt2",,994.296577946768,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20050_safety_0.smt2",0,0.664980786618445,0.703,1.05,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20154_safety_0.smt2",0,0.327301915542011,0.359,0.581,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20182_safety_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20225_safety_0.smt2",0,1.03268977621764,1.125,1.337,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20262_safety_0.smt2",0,0.676293103448276,0.797,1.024,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20296_safety_0.smt2",0,3.35328663793103,3.719,3.872,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20322_safety_0.smt2",0,0.852982292637465,0.875,1.054,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20360_safety_0.smt2",0,0.31335141271443,0.297,0.468,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20405_safety_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20458_safety_0.smt2",0,0.524124951114587,0.641,0.87,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20506_safety_0.smt2",0,1.50534539473684,1.641,1.843,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20573_safety_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20628_safety_0.smt2",0,10.2807459677419,11.578,12.151,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20672_safety_0.smt2",0,0.477283938437253,0.578,0.806,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20696_safety_0.smt2",0,1.12423724112426,1.453,1.696,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20738_safety_0.smt2",0,23.4989118895966,26.453,27.595,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20765_safety_0.smt2",0,1.39748435870699,1.281,1.455,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20799_safety_0.smt2",0,1.1048891571554,1.203,1.413,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20828_safety_0.smt2",0,151.316254516712,160.141,166.542,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20879_safety_0.smt2",0,162.34440471394,192.609,200.345,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20924_safety_0.smt2",0,1.9950117370892,2.234,2.459,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21066_safety_0.smt2",0,0.443174815119145,0.516,0.679,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21132_safety_0.smt2",0,270.266423181115,333.828,347.042,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p21367_safety_0.smt2",0,0.374125688851208,0.422,0.596,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21455_safety_0.smt2",0,0.638654529307282,0.688,1.032,0,1,0,
"QF_NIA_small\From_T2__edn.t2__terminationS_2_0.smt2",0,0.329777037933818,0.391,0.575,0,1,0,
"QF_NIA_small\From_T2__efegp.t2__p21964_edge_closing_0.smt2",0,49.0531291834003,52.547,54.681,1,0,0,
"QF_NIA_small\From_T2__efegp.t2_fixed__p21941_edge_closing_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_T2__eric.t2__p22069_terminationG_0.smt2",0,4.32217823026647,4.109,4.365,0,1,0,
"QF_NIA_small\From_T2__eric1.t2__p22014_edge_closing_0.smt2",0,0.439913692217673,0.359,0.527,0,1,0,
"QF_NIA_small\From_T2__eric2.t2__terminationQ_0_0.smt2",0,7.43464104193138,8.391,8.715,1,0,0,
"QF_NIA_small\From_T2__ex1.t2__p22351_terminationG_0.smt2",0,1.56039094650206,1.813,2.029,0,1,0,
"QF_NIA_small\From_T2__ex1.t2__p22367_terminationG_0.smt2",,846.620801295022,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex10.t2__p22103_terminationG_0.smt2",0,0.599648389726865,0.703,0.886,0,1,0,
"QF_NIA_small\From_T2__ex16.t2__p22228_terminationG_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2__p22253_terminationG_0.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22165_terminationG_0.smt2",,1224.10766530135,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22190_terminationG_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex17.t2__p22290_terminationG_0.smt2",0,15.4196284329564,18.25,19.071,0,1,0,
"QF_NIA_small\From_T2__ex19.t2__p22325_terminationG_0.smt2",,1064.631043257,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex2.t2__p22462_terminationG_0.smt2",0,1.63012250650477,1.797,2.023,0,1,0,
"QF_NIA_small\From_T2__ex2.t2_fixed__p22449_terminationG_0.smt2",,839.149618933012,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p24638_terminationG_0.smt2",,904.844290657439,1000,1000,0,0,0,
