,"z3legacy","{0} smt.arith.solver=2",,,,,,
,"RV 11746","T_norm 11746","T_cpu 11746","T_wc 11746","# SAT 11746","# UNSAT 11746","# UNKNOWN 11746",
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p24999_terminationG_0.smt2",,934.763181411975,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25000_terminationG_0.smt2",,985.398021667452,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25001_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25004_terminationG_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25005_terminationG_0.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25006_terminationG_0.smt2",,879.73086627418,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25011_terminationG_0.smt2",0,10.0365981543624,11.438,12.072,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25012_terminationG_0.smt2",,831.148192292412,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25013_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25019_safety_0.smt2",0,0.295750753985351,0.328,0.955,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25020_safety_0.smt2",0,10.7825915047447,11.406,11.961,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25025_safety_0.smt2",0,2.26486423220974,2.313,2.619,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25028_terminationG_0.smt2",,735.325131810193,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25029_terminationG_0.smt2",,919.964819700967,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25030_terminationG_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25035_terminationG_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25036_terminationG_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25037_terminationG_0.smt2",,948.322756119674,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25041_edge_closing_0.smt2",,904.453091223519,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25042_edge_closing_0.smt2",,823.297914207005,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25043_edge_closing_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25045_edge_closing_0.smt2",0,587.525974025974,627.125,650.967,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25046_edge_closing_0.smt2",,947.89306751246,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25047_edge_closing_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25050_edge_closing_0.smt2",0,543.262426900585,577.281,600.173,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25051_edge_closing_0.smt2",,1032.06709422792,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25052_edge_closing_0.smt2",,945.323090826932,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25053_edge_closing_0.smt2",0,771.910066694456,885.188,920.852,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25054_edge_closing_0.smt2",,919.56043956044,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25055_edge_closing_0.smt2",,875.680200920887,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25056_edge_closing_0.smt2",0,320.285246447602,344.781,358.505,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25057_edge_closing_0.smt2",0,703.533241874208,796.688,827.593,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__p25058_edge_closing_0.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,6.53442497648166,6.641,7.004,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__term_unfeasibility_2_0.smt2",0,165.935995565878,187.828,195.177,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__terminationQ_0_0.smt2",0,406.628362341772,429.953,446.558,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.fixed.t2__terminationQ_1_0.smt2",0,295.370961274061,308.078,320.345,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25067_terminationG_0.smt2",,920.369555653322,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25068_terminationG_0.smt2",,1019.49317738791,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25072_terminationG_0.smt2",,880.471380471381,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25073_terminationG_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25074_terminationG_0.smt2",,929.364726788094,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25077_terminationG_0.smt2",,772.525849335303,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25078_terminationG_0.smt2",,970.315398886828,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25079_terminationG_0.smt2",,899.011602922217,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25082_terminationG_0.smt2",,923.212709620477,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25083_terminationG_0.smt2",,916.338151554972,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25084_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25093_edge_closing_0.smt2",,1048.09619238477,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25094_edge_closing_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25095_edge_closing_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25097_edge_closing_0.smt2",0,680.114681736393,722.703,751.871,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25098_edge_closing_0.smt2",,880.471380471381,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25099_edge_closing_0.smt2",,925.663716814159,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25100_edge_closing_0.smt2",0,598.418423186056,705.688,733.597,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25101_edge_closing_0.smt2",0,728.546142478598,854.266,888.929,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25102_edge_closing_0.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25105_edge_closing_0.smt2",0,311.086481925087,341.422,354.101,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25106_edge_closing_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25107_edge_closing_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25108_edge_closing_0.smt2",0,60.8362440707201,67.438,70.158,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25109_edge_closing_0.smt2",,956.561499771376,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25110_edge_closing_0.smt2",,925.663716814159,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__term_unfeasibility_1_0.smt2",0,8.78652897657213,10.219,10.649,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__term_unfeasibility_2_0.smt2",0,158.48008631993,173.328,180.169,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationQ_0_0.smt2",0,290.836718417695,326.844,339.781,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationQ_1_0.smt2",0,82.1280258764608,94.063,97.811,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationQ_2_0.smt2",0,311.049388454012,379.891,394.41,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationQ_3_0.smt2",0,401.583843240093,494.109,512.752,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_0_0.smt2",0,13.9740667976424,17,17.862,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_1_0.smt2",0,9.9336038961039,10.969,11.555,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_11_0.smt2",0,8.38895137103685,9.359,9.858,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_19_0.smt2",0,188.855037625417,161.953,168.094,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_2_0.smt2",0,72.4904715127702,88.188,92.326,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__terminationS_3_0.smt2",0,8.98294124531835,9.172,9.689,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25215_terminationG_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25216_terminationG_0.smt2",,923.212709620477,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25217_terminationG_0.smt2",,837.469975980785,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25222_terminationG_0.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25223_terminationG_0.smt2",,959.193030719853,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25224_terminationG_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25229_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25230_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25231_terminationG_0.smt2",,941.918054930212,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25238_terminationG_0.smt2",,967.175219602404,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25239_terminationG_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25240_terminationG_0.smt2",,953.509571558797,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25247_terminationG_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25248_terminationG_0.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25249_terminationG_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25256_terminationG_0.smt2",,892.110874200426,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25257_terminationG_0.smt2",,972.118959107807,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25258_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25267_edge_closing_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25268_edge_closing_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25269_edge_closing_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25271_edge_closing_0.smt2",0,7.12640752275995,7.109,7.452,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25272_edge_closing_0.smt2",,1010.62801932367,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__p25273_edge_closing_0.smt2",,874.216464688675,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__term_unfeasibility_1_0.smt2",0,5.391896958012,6.016,6.316,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__term_unfeasibility_2_0.smt2",0,125.674095852301,118.766,123.476,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__terminationQ_0_0.smt2",0,10.4413784333672,9.813,10.233,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__terminationQ_1_0.smt2",0,119.734578252033,140.797,146.073,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__terminationQ_2_0.smt2",0,150.096253873395,162.078,168.488,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__terminationQ_3_0.smt2",0,303.68936136745,346.078,359.834,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__terminationQ_4_0.smt2",0,187.816518431204,209.453,217.586,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2__terminationS_14_0.smt2",0,151.088594446696,178.172,185.884,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25119_terminationG_0.smt2",,879.361076082388,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25120_terminationG_0.smt2",,1051.7848164907,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25121_terminationG_0.smt2",,761.835396941005,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25126_terminationG_0.smt2",,1130.81081081081,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25127_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25128_terminationG_0.smt2",,990.999526290857,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25131_terminationG_0.smt2",,911.546840958606,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25132_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25133_terminationG_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25140_terminationG_0.smt2",0,765.030617513425,885.344,919.884,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25141_terminationG_0.smt2",,853.877551020408,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25142_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25145_terminationG_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25146_terminationG_0.smt2",,849.025974025974,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25147_terminationG_0.smt2",,846.963562753036,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25152_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25153_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25154_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25159_terminationG_0.smt2",,828.18685669042,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25160_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25161_terminationG_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25165_terminationG_0.smt2",,973.023255813953,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25166_terminationG_0.smt2",,915.936952714536,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25167_terminationG_0.smt2",,874.947720618988,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25174_terminationG_0.smt2",,926.483613817538,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25175_terminationG_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25176_terminationG_0.smt2",,853.877551020408,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25185_edge_closing_0.smt2",,985.398021667452,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25186_edge_closing_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25187_edge_closing_0.smt2",,909.169926119079,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25189_edge_closing_0.smt2",0,341.35412817552,353.266,367.479,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25190_edge_closing_0.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25191_edge_closing_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25196_edge_closing_0.smt2",0,671.129973764757,733.688,761.635,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25197_edge_closing_0.smt2",,998.568019093079,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25198_edge_closing_0.smt2",,852.833265389319,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25199_edge_closing_0.smt2",0,451.151812446535,504.203,524.067,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25200_edge_closing_0.smt2",,936.017897091723,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25201_edge_closing_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25202_edge_closing_0.smt2",0,587.206213163065,714.359,741.407,0,0,1,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25203_edge_closing_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__p25204_edge_closing_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__term_unfeasibility_1_0.smt2",0,12.4153506972929,14.469,14.977,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__term_unfeasibility_2_0.smt2",0,135.578349673203,148.734,154.708,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_0_0.smt2",0,215.531414185639,235.313,244.689,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_1_0.smt2",0,314.342518544274,324.109,336.55,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_2_0.smt2",0,637.805561508787,711.281,739.859,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_3_0.smt2",0,81.297910510764,92.063,95.951,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_4_0.smt2",0,82.3386853448275,91.313,94.998,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_5_0.smt2",0,35.6501977340744,39.859,41.665,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationQ_6_0.smt2",0,123.192990752417,140.094,145.367,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationS_10_0.smt2",0,347.516029094827,385.391,400.552,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationS_6_0.smt2",0,48.9009632418069,52.781,54.8,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.t2_fixed__terminationS_8_0.smt2",0,75.2614806017419,90.875,94.506,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__traverse_seg.t2_fixed__term_unfeasibility_1_0.smt2",0,1.32606490872211,1.563,1.802,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__traverse2.t2_fixed__term_unfeasibility_2_0.smt2",0,0.747142857142857,0.813,0.992,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__p25362_terminationG_0.smt2",0,3.42478256472492,4.047,4.275,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__p25363_terminationG_0.smt2",0,491.280620115179,570.891,592.166,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__term_unfeasibility_1_0.smt2",0,0.646565934065934,0.703,0.876,1,0,0,
