,"yices2","{0}",,,,,,
,"RV 11750","T_norm 11750","T_cpu 11750","T_wc 11750","# SAT 11750","# UNSAT 11750","# UNKNOWN 11750",
"QF_LIA/convert/convert-jpg2gif-query-2126.smt2",0,0.01,0,0.055,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2127.smt2",0,0.0138389077053345,0.016,0.064,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2130.smt2",0,0.0286858271171567,0.031,0.077,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2132.smt2",0,0.01,0,0.249,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2133.smt2",0,0.0145407028469751,0.016,0.267,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2134.smt2",0,0.0139392324093817,0.016,0.049,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2136.smt2",0,0.013792194092827,0.016,0.08,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2138.smt2",0,0.01,0,0.59,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2139.smt2",0,0.01,0,0.784,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2140.smt2",0,0.0141626949740035,0.016,0.991,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-2141.smt2",0,0.01,0,0.948,0,1,0,
"QF_LIA/convert/convert-jpg2gif-query-901.smt2",0,0.0146252796420582,0.016,0.182,1,0,0,
"QF_LIA/convert/convert-tiff2jpg-query-1831.smt2",0,0.013833051206094,0.016,0.132,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_01_001.smt2",0,0.014521323856064,0.016,0.072,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_001.smt2",0,0.01,0,0.053,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_003.smt2",0,0.01,0,0.046,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_005.smt2",0,0.01,0,0.814,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_008.smt2",0,0.0158831389698736,0.016,0.186,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_009.smt2",0,0.01,0,0.569,0,1,0,
"QF_LIA/cut_lemmas/10-vars/cut_lemma_02_010.smt2",0,0.01,0,0.687,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_001.smt2",0,0.0134020090200902,0.016,0.084,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_002.smt2",0,0.0266076516076516,0.031,0.688,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_003.smt2",0,0.0141504329004329,0.016,0.612,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_004.smt2",0,0.0141626949740035,0.016,0.099,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_005.smt2",0,0.108236754966887,0.125,1.079,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_006.smt2",0,0.133011190233978,0.125,0.174,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_007.smt2",0,0.0271040630182421,0.031,0.109,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_008.smt2",0,0.013440583881579,0.016,0.577,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_009.smt2",0,0.0143429135585783,0.016,0.109,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_010.smt2",0,0.0911240541616886,0.109,0.758,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_011.smt2",0,0.0285480349344978,0.031,0.58,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_012.smt2",0,0.0147640018066847,0.016,0.054,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_013.smt2",0,0.214608124743537,0.25,1.188,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_01_014.smt2",0,0.079415694849368,0.078,0.225,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_001.smt2",0,0.01,0,0.799,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_002.smt2",0,0.0149326176336227,0.016,0.933,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_003.smt2",0,0.01,0,0.051,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_004.smt2",0,0.01,0,0.915,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_005.smt2",0,0.01,0,0.079,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_006.smt2",0,0.01,0,0.158,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_008.smt2",0,0.0136425292153589,0.016,0.2,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_02_009.smt2",0,0.0130229083665339,0.016,0.964,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_001.smt2",0,0.0147640018066847,0.016,0.664,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_002.smt2",0,0.0273764656616415,0.031,0.778,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_003.smt2",0,0.0157302694898941,0.016,0.158,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_004.smt2",0,0.01,0,0.05,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_005.smt2",0,0.040354938271605,0.047,0.176,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_006.smt2",0,0.0133910282671036,0.016,0.225,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_007.smt2",0,0.0143429135585783,0.016,0.061,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_008.smt2",0,0.01,0,0.123,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_010.smt2",0,0.0127188715953307,0.016,0.071,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_011.smt2",0,0.0142740174672489,0.016,0.973,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_012.smt2",0,0.013440583881579,0.016,0.579,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_013.smt2",0,0.01,0,0.768,0,1,0,
"QF_LIA/cut_lemmas/15-vars/cut_lemma_03_014.smt2",0,0.0285480349344978,0.031,0.06,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_001.smt2",0,1.42181383210091,1.563,1.706,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_002.smt2",0,0.943816169393644,0.938,1.594,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_003.smt2",0,2.3204503487895,2.703,3.704,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_004.smt2",0,0.0295280036133695,0.031,0.073,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_005.smt2",0,0.30406976744186,0.344,1.709,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_006.smt2",0,33.4323140584695,37.172,39.271,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_007.smt2",0,0.193112445844821,0.234,0.286,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_008.smt2",0,0.01,0,0.055,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_009.smt2",0,0.128973038141166,0.141,1.046,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_010.smt2",0,0.0804120541205412,0.094,0.137,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_011.smt2",0,0.481114718614719,0.531,1.699,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_012.smt2",0,426.041711779991,470.234,489.386,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_013.smt2",0,0.217735220649459,0.25,0.431,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_014.smt2",0,0.0446550546448087,0.047,1.163,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_015.smt2",0,0.01,0,0.158,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_01_016.smt2",0,0.0132017366720517,0.016,0.048,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_001.smt2",0,50.7143462059621,53.672,56.482,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_002.smt2",0,0.113203463203463,0.125,1.033,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_003.smt2",0,0.297416594454073,0.328,0.359,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_004.smt2",0,0.964316702819957,1.063,1.127,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_005.smt2",0,0.162355132450331,0.188,0.27,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_006.smt2",0,0.0437193490860455,0.047,0.116,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_007.smt2",0,0.631803153611393,0.594,0.664,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_008.smt2",0,0.043028740675735,0.047,0.105,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_009.smt2",0,0.0694887329931973,0.078,0.209,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_010.smt2",0,11.4816308243728,13.781,14.338,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_012.smt2",0,5.02445414847162,5.5,5.717,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_013.smt2",0,0.24212962962963,0.281,0.407,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_014.smt2",0,569.04892163505,602.234,625.162,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_015.smt2",0,0.661348471803702,0.734,0.937,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_02_016.smt2",0,0.118165386353367,0.125,0.674,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_001.smt2",0,5.16668570123344,5.406,6.326,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_002.smt2",0,40.958184057322,43.719,46.059,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_003.smt2",0,0.713700873362447,0.703,2.092,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_004.smt2",0,1.95343625498008,2.344,3.34,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_005.smt2",0,1.93723914858097,2.219,2.384,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_006.smt2",0,0.01,0,0.043,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_007.smt2",0,1.05613893376414,1.25,1.295,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_008.smt2",0,0.0136882328308208,0.016,0.797,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_009.smt2",0,172.046553497942,199.844,207.919,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_010.smt2",0,0.125842155919152,0.125,0.255,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_011.smt2",0,5.93222552232691,6.922,7.331,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_012.smt2",0,1.37030567685589,1.5,2.22,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_013.smt2",0,54.4074835526316,63.25,66.185,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_014.smt2",0,3.70787922597865,3.984,5.006,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_015.smt2",0,4.65510700389105,5.719,6.129,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_016.smt2",0,16.7527370067372,16.641,17.967,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_017.smt2",0,2.01498287671233,2.391,2.604,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_018.smt2",0,0.625598086124402,0.688,0.845,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_019.smt2",0,0.275585480093677,0.281,0.345,0,1,0,
"QF_LIA/cut_lemmas/20-vars/cut_lemma_03_020.smt2",0,2.32198731501057,2.625,3.56,0,1,0,
"QF_LIA/dillig/10-15.smt2",0,0.01,0,0.198,1,0,0,
"QF_LIA/dillig/10-21.smt2",0,0.01,0,0.656,1,0,0,
"QF_LIA/dillig/10-28.smt2",0,0.0143681318681319,0.016,0.047,1,0,0,
"QF_LIA/dillig/10-29.smt2",0,0.0138155114116653,0.016,0.052,1,0,0,
"QF_LIA/dillig/10-3.smt2",0,0.01,0,0.796,1,0,0,
"QF_LIA/dillig/10-30.smt2",0,0.01,0,0.143,1,0,0,
"QF_LIA/dillig/10-31.smt2",0,0.01,0,0.357,1,0,0,
"QF_LIA/dillig/10-34.smt2",0,0.01,0,1.35,1,0,0,
"QF_LIA/dillig/10-35.smt2",0,0.0135632780082988,0.016,0.049,1,0,0,
"QF_LIA/dillig/10-36.smt2",0,0.0267491816693944,0.031,0.882,1,0,0,
"QF_LIA/dillig/10-37.smt2",0,0.01,0,0.731,1,0,0,
"QF_LIA/dillig/10-4.smt2",0,0.0284362766420183,0.031,0.157,1,0,0,
"QF_LIA/dillig/10-40.smt2",0,0.01,0,1.25,1,0,0,
"QF_LIA/dillig/10-41.smt2",0,0.0150981524249423,0.016,0.293,1,0,0,
"QF_LIA/dillig/10-45.smt2",0,0.0138155114116653,0.016,0.374,1,0,0,
"QF_LIA/dillig/10-9.smt2",0,0.0306206088992974,0.031,0.044,1,0,0,
"QF_LIA/dillig/15-1.smt2",0,0.01,0,1.489,1,0,0,
"QF_LIA/dillig/15-10.smt2",0,0.01,0,0.048,1,0,0,
"QF_LIA/dillig/15-11.smt2",0,0.0661958282705548,0.078,1.119,1,0,0,
"QF_LIA/dillig/15-12.smt2",0,0.01,0,0.131,1,0,0,
"QF_LIA/dillig/15-13.smt2",0,0.0141688339835284,0.016,0.068,1,0,0,
"QF_LIA/dillig/15-14.smt2",0,0.01,0,0.175,1,0,0,
"QF_LIA/dillig/15-15.smt2",0,0.0293688230008985,0.031,1.146,1,0,0,
"QF_LIA/dillig/15-17.smt2",0,0.0968723539373413,0.109,0.174,1,0,0,
"QF_LIA/dillig/15-18.smt2",0,0.115350683722982,0.125,0.903,1,0,0,
"QF_LIA/dillig/15-19.smt2",0,0.119460941068981,0.125,0.382,1,0,0,
"QF_LIA/dillig/15-2.smt2",0,0.01,0,0.135,1,0,0,
"QF_LIA/dillig/15-20.smt2",0,0.0152888213283443,0.016,0.118,1,0,0,
"QF_LIA/dillig/15-21.smt2",0,0.205323492462311,0.234,1.171,1,0,0,
"QF_LIA/dillig/15-3.smt2",0,0.01,0,0.491,1,0,0,
"QF_LIA/dillig/15-4.smt2",0,0.01,0,0.069,1,0,0,
"QF_LIA/dillig/15-5.smt2",0,0.01,0,0.05,1,0,0,
"QF_LIA/dillig/15-6.smt2",0,0.0868963225520602,0.094,0.204,1,0,0,
"QF_LIA/dillig/15-7.smt2",0,0.0166263987792472,0.016,0.062,1,0,0,
"QF_LIA/dillig/15-8.smt2",0,0.0135689082606891,0.016,0.61,1,0,0,
"QF_LIA/dillig/15-9.smt2",0,0.114192139737991,0.125,1.089,1,0,0,
"QF_LIA/dillig/20-1.smt2",0,3.94053047153025,4.234,5.159,1,0,0,
"QF_LIA/dillig/20-10.smt2",0,3.26744822779769,3.922,5.133,1,0,0,
"QF_LIA/dillig/20-11.smt2",0,0.01,0,1.288,1,0,0,
"QF_LIA/dillig/20-12.smt2",0,5.36619791666667,6.156,7.407,1,0,0,
"QF_LIA/dillig/20-13.smt2",0,1.90514570904084,1.984,2.153,1,0,0,
"QF_LIA/dillig/20-14.smt2",0,56.2506999170469,64.828,67.352,0,1,0,
"QF_LIA/dillig/20-15.smt2",0,0.0141688339835284,0.016,0.084,1,0,0,
"QF_LIA/dillig/20-16.smt2",0,0.253391472868217,0.281,0.424,1,0,0,
"QF_LIA/dillig/20-17.smt2",0,0.0295413465883416,0.031,0.8,1,0,0,
"QF_LIA/dillig/20-19.smt2",0,3.94104609929078,4.25,4.495,1,0,0,
"QF_LIA/dillig/20-2.smt2",0,0.013490507635163,0.016,0.045,1,0,0,
"QF_LIA/dillig/20-20.smt2",0,0.906805374945817,1,1.239,1,0,0,
"QF_LIA/dillig/20-21.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_LIA/dillig/20-22.smt2",0,4.93781210986267,5.672,6.528,1,0,0,
"QF_LIA/dillig/20-24.smt2",0,15.0450919273035,17.016,18.386,1,0,0,
"QF_LIA/dillig/20-26.smt2",0,33.196951347936,37.672,39.646,1,0,0,
"QF_LIA/dillig/20-28.smt2",0,5.55302941176471,5.641,5.907,1,0,0,
"QF_LIA/dillig/20-3.smt2",0,0.01,0,1.49,1,0,0,
"QF_LIA/dillig/20-30.smt2",0,0.297700364298725,0.313,1.264,1,0,0,
"QF_LIA/dillig/20-4.smt2",0,0.0130229083665339,0.016,1.14,1,0,0,
"QF_LIA/dillig/20-5.smt2",0,0.109140233722872,0.125,0.242,1,0,0,
"QF_LIA/dillig/20-6.smt2",0,0.0132017366720517,0.016,0.537,1,0,0,
"QF_LIA/dillig/20-7.smt2",0,0.0135520315091211,0.016,0.333,1,0,0,
"QF_LIA/dillig/20-8.smt2",0,1.36667564655172,1.516,1.735,1,0,0,
"QF_LIA/dillig/20-9.smt2",0,0.01,0,0.101,1,0,0,
"QF_LIA/dillig/25-1.smt2",0,0.01,0,0.056,1,0,0,
"QF_LIA/dillig/25-10.smt2",0,0.01,0,0.815,1,0,0,
"QF_LIA/dillig/25-11.smt2",0,4.73316147433085,5.156,5.364,1,0,0,
"QF_LIA/dillig/25-12.smt2",0,6.50490140525839,6.859,7.155,1,0,0,
"QF_LIA/dillig/25-13.smt2",0,278.384097252039,309.922,321.71,1,0,0,
"QF_LIA/dillig/25-14.smt2",0,40.7575900800712,43.797,46.238,1,0,0,
"QF_LIA/dillig/25-15.smt2",0,0.0140651893287435,0.016,0.146,1,0,0,
"QF_LIA/dillig/25-16.smt2",0,13.8768916766229,16.656,18.063,1,0,0,
"QF_LIA/dillig/25-17.smt2",0,18.6454947916667,21.391,23.17,1,0,0,
"QF_LIA/dillig/25-18.smt2",0,4.77036484625975,4.969,5.275,1,0,0,
"QF_LIA/dillig/25-19.smt2",0,121.988253741197,132.484,138.15,1,0,0,
"QF_LIA/dillig/25-2.smt2",0,0.0150772601476015,0.016,0.766,1,0,0,
"QF_LIA/dillig/25-20.smt2",0,863.917751244907,912.234,948.972,1,0,0,
"QF_LIA/dillig/25-21.smt2",0,8.74659280066584,10.047,10.468,1,0,0,
"QF_LIA/dillig/25-22.smt2",0,0.566481264637003,0.578,0.62,0,1,0,
"QF_LIA/dillig/25-23.smt2",0,11.3194866342649,13.359,14.627,1,0,0,
"QF_LIA/dillig/25-24.smt2",0,98.6153541226215,111.484,116.65,1,0,0,
"QF_LIA/dillig/25-25.smt2",0,218.27889516844,235.391,244.912,1,0,0,
"QF_LIA/dillig/25-26.smt2",0,30.3975598035028,34.016,35.999,1,0,0,
"QF_LIA/dillig/25-27.smt2",0,104.780577013109,106.984,111.881,1,0,0,
"QF_LIA/dillig/25-28.smt2",,998.091603053435,1000,1000,0,0,0,
"QF_LIA/dillig/25-29.smt2",0,11.6219099312124,12.922,14.219,1,0,0,
"QF_LIA/dillig/25-3.smt2",0,0.01,0,1.007,1,0,0,
"QF_LIA/dillig/25-30.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_LIA/dillig/25-31.smt2",0,2.74431318681319,2.984,3.208,0,1,0,
"QF_LIA/dillig/25-33.smt2",0,0.481114718614719,0.531,1.423,1,0,0,
"QF_LIA/dillig/25-35.smt2",0,665.74005319149,747.844,778.198,1,0,0,
"QF_LIA/dillig/25-4.smt2",0,0.01,0,1.006,1,0,0,
"QF_LIA/dillig/25-5.smt2",0,0.0145926339285714,0.016,0.113,1,0,0,
"QF_LIA/dillig/25-6.smt2",0,0.01,0,0.078,1,0,0,
"QF_LIA/dillig/25-7.smt2",0,0.0133965163934426,0.016,0.608,1,0,0,
"QF_LIA/dillig/25-8.smt2",0,0.0292767577250336,0.031,0.751,1,0,0,
"QF_LIA/dillig/25-9.smt2",0,0.01,0,0.783,1,0,0,
"QF_LIA/dillig/30-1.smt2",0,0.01,0,0.104,1,0,0,
"QF_LIA/dillig/30-10.smt2",0,0.01,0,1.133,1,0,0,
"QF_LIA/dillig/30-11.smt2",0,0.0153462441314554,0.016,0.72,1,0,0,
"QF_LIA/dillig/30-12.smt2",0,0.01,0,0.781,1,0,0,
"QF_LIA/dillig/30-13.smt2",0,0.01,0,0.15,1,0,0,
"QF_LIA/dillig/30-14.smt2",0,0.0145926339285714,0.016,0.08,1,0,0,
"QF_LIA/dillig/30-15.smt2",0,0.014349209833187,0.016,0.797,1,0,0,
"QF_LIA/dillig/30-16.smt2",0,0.0141811279826464,0.016,0.056,1,0,0,
"QF_LIA/dillig/30-17.smt2",0,0.0148175430643699,0.016,0.873,1,0,0,
"QF_LIA/dillig/30-18.smt2",,950.045413260672,1000,1000,0,0,0,
"QF_LIA/dillig/30-19.smt2",0,0.0129558065794689,0.016,0.595,1,0,0,
"QF_LIA/dillig/30-2.smt2",0,0.01,0,0.124,1,0,0,
"QF_LIA/dillig/30-20.smt2",0,0.0134461127108186,0.016,0.596,1,0,0,
"QF_LIA/dillig/30-21.smt2",0,9.97084373699543,11.453,12.643,1,0,0,
"QF_LIA/dillig/30-22.smt2",0,0.0150772601476015,0.016,0.822,1,0,0,
"QF_LIA/dillig/30-23.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_LIA/dillig/30-24.smt2",0,11.2186045281422,12.672,13.195,1,0,0,
"QF_LIA/dillig/30-25.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_LIA/dillig/30-26.smt2",0,26.3527131782946,32.5,34.39,1,0,0,
"QF_LIA/dillig/30-27.smt2",0,107.086213560071,115.891,121.113,1,0,0,
"QF_LIA/dillig/30-28.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_LIA/dillig/30-29.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_LIA/dillig/30-3.smt2",0,0.01,0,0.481,1,0,0,
"QF_LIA/dillig/30-30.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_LIA/dillig/30-31.smt2",0,223.966721491228,244.094,254.638,1,0,0,
"QF_LIA/dillig/30-33.smt2",0,14.4088476070529,16.406,17.069,1,0,0,
"QF_LIA/dillig/30-34.smt2",0,152.046191032724,171.016,177.988,1,0,0,
"QF_LIA/dillig/30-35.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_LIA/dillig/30-4.smt2",0,0.0291462327240303,0.031,0.062,1,0,0,
"QF_LIA/dillig/30-5.smt2",0,0.0138038429054054,0.016,0.131,1,0,0,
"QF_LIA/dillig/30-6.smt2",0,0.0160311427170181,0.016,0.098,1,0,0,
"QF_LIA/dillig/30-7.smt2",0,0.014521323856064,0.016,0.057,1,0,0,
"QF_LIA/dillig/30-8.smt2",0,0.01,0,0.81,1,0,0,
"QF_LIA/dillig/30-9.smt2",0,0.01,0,0.056,1,0,0,
"QF_LIA/dillig/35-1.smt2",0,0.01,0,0.798,1,0,0,
"QF_LIA/dillig/35-10.smt2",0,0.0127188715953307,0.016,0.688,1,0,0,
"QF_LIA/dillig/35-11.smt2",0,0.0287742077464789,0.031,0.593,1,0,0,
"QF_LIA/dillig/35-12.smt2",0,0.01,0,0.054,1,0,0,
"QF_LIA/dillig/35-13.smt2",0,0.0131433453960595,0.016,0.073,1,0,0,
"QF_LIA/dillig/35-14.smt2",0,0.012704041974349,0.016,0.06,1,0,0,
"QF_LIA/dillig/35-15.smt2",0,0.0178327877795963,0.016,0.051,1,0,0,
"QF_LIA/dillig/35-16.smt2",0,0.0274454240134341,0.031,0.104,1,0,0,
"QF_LIA/dillig/35-17.smt2",0,0.0268370279146141,0.031,0.579,1,0,0,
"QF_LIA/dillig/35-18.smt2",0,0.0140773040482343,0.016,0.136,1,0,0,
"QF_LIA/dillig/35-19.smt2",0,0.0141626949740035,0.016,0.842,1,0,0,
"QF_LIA/dillig/35-2.smt2",0,0.01,0,0.49,1,0,0,
"QF_LIA/dillig/35-20.smt2",0,0.0135745431893688,0.016,0.106,1,0,0,
"QF_LIA/dillig/35-21.smt2",0,0.0401237725040917,0.047,0.111,1,0,0,
"QF_LIA/dillig/35-22.smt2",0,0.0306924882629108,0.031,0.762,1,0,0,
"QF_LIA/dillig/35-23.smt2",,929.364726788094,1000,1000,0,0,0,
"QF_LIA/dillig/35-24.smt2",0,0.0270928305014505,0.031,0.109,1,0,0,
"QF_LIA/dillig/35-25.smt2",0,0.0158523278370514,0.016,0.673,1,0,0,
"QF_LIA/dillig/35-26.smt2",,830.488289003573,1000,1000,0,0,0,
"QF_LIA/dillig/35-27.smt2",,932.67944716897,1000,1000,0,0,0,
"QF_LIA/dillig/35-28.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_LIA/dillig/35-29.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_LIA/dillig/35-3.smt2",0,0.014521323856064,0.016,0.063,1,0,0,
"QF_LIA/dillig/35-30.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_LIA/dillig/35-31.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_LIA/dillig/35-32.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_LIA/dillig/35-33.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_LIA/dillig/35-34.smt2",,813.058686358337,1000,1000,0,0,0,
"QF_LIA/dillig/35-35.smt2",0,300.993480492813,350.344,364.62,1,0,0,
"QF_LIA/dillig/35-4.smt2",0,0.0131433453960595,0.016,0.142,1,0,0,
"QF_LIA/dillig/35-5.smt2",0,0.013722712006717,0.016,0.065,1,0,0,
"QF_LIA/dillig/35-6.smt2",0,0.01,0,0.065,1,0,0,
"QF_LIA/dillig/35-7.smt2",0,0.0135351966873706,0.016,0.191,1,0,0,
"QF_LIA/dillig/35-8.smt2",0,0.0140773040482343,0.016,0.107,1,0,0,
"QF_LIA/dillig/35-9.smt2",0,0.01,0,0.747,1,0,0,
"QF_LIA/dillig/40-1.smt2",0,0.0141015962036238,0.016,0.523,1,0,0,
"QF_LIA/dillig/40-10.smt2",0,0.0157682103232031,0.016,0.148,1,0,0,
"QF_LIA/dillig/40-11.smt2",0,0.0254179626749611,0.031,0.595,1,0,0,
"QF_LIA/dillig/40-12.smt2",0,0.0267491816693944,0.031,0.048,1,0,0,
"QF_LIA/dillig/40-13.smt2",0,0.0135351966873706,0.016,0.673,1,0,0,
"QF_LIA/dillig/40-14.smt2",0,0.0144188354653727,0.016,0.81,1,0,0,
"QF_LIA/dillig/40-15.smt2",0,0.0133038258038258,0.016,0.133,1,0,0,
"QF_LIA/dillig/40-16.smt2",0,0.0136882328308208,0.016,0.812,1,0,0,
"QF_LIA/dillig/40-17.smt2",0,0.0157302694898941,0.016,0.152,1,0,0,
"QF_LIA/dillig/40-18.smt2",0,0.0136141191170346,0.016,0.672,1,0,0,
"QF_LIA/dillig/40-19.smt2",0,0.0135351966873706,0.016,0.18,1,0,0,
"QF_LIA/dillig/40-2.smt2",0,0.01,0,1.032,1,0,0,
