,"smt.arith.nl.propagate_monomial_bounds=false","-file:{0} smt.arith.nl.propagate_monomial_bounds=false",,,,,,
,"RV 11694","T_norm 11694","T_cpu 11694","T_wc 11694","# SAT 11694","# UNSAT 11694","# UNKNOWN 11694",
"QF_NIA_small\aproveSMT342988194676879281.smt2",0,4.12865955667085,4.719,5.064,1,0,0,
"QF_NIA_small\aproveSMT3496695621216907819.smt2",0,10.1073190789474,11.016,11.471,0,1,0,
"QF_NIA_small\aproveSMT3571876635740058861.smt2",0,10.7337818003914,13.109,13.686,0,1,0,
"QF_NIA_small\aproveSMT3611058756933534688.smt2",0,0.0263821630347054,0.031,0.139,1,0,0,
"QF_NIA_small\aproveSMT3612851711724526218.smt2",0,0.933108256477821,1.016,1.293,1,0,0,
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.043895478961504,0.047,0.145,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.041341694772344,0.047,0.14,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",0,294.83378185413,320.766,333.934,0,1,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,5.13318755085435,6.031,6.441,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0558283518360376,0.063,0.177,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,12.4748725031874,14.031,14.576,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0265752032520325,0.031,0.125,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.115046194456665,0.125,0.202,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.70830588493632,1.859,2.025,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0559477963200684,0.063,0.128,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.120322085889571,0.141,0.246,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.47948973176865,0.547,0.809,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.136710581346717,0.156,0.262,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.182103064066852,0.188,0.287,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,12.6672557172557,14.563,15.172,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.47476365546218,3.953,4.321,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.593092783505155,0.688,1.069,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0544564764681383,0.063,0.124,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.516543209876543,0.5,0.711,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0815488565488566,0.094,0.225,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0337855297157622,0.031,0.14,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.401601579640193,0.438,0.706,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.122834029227557,0.141,0.273,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0710597826086956,0.078,0.169,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.168927648578811,0.156,0.467,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.043028740675735,0.047,0.265,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0543659043659044,0.063,0.188,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,21.3203223435531,24.266,25.259,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,6.12535326086956,6.734,7.043,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.598202614379085,0.656,0.853,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0568973020017406,0.063,0.211,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.390169098143236,0.422,0.664,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.0892752633632462,0.109,0.227,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.540862324989393,0.609,0.958,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.0933547531619747,0.109,0.253,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0420688545688546,0.047,0.157,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.138682647433178,0.156,0.251,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0382608271556769,0.047,0.166,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.578028293545535,0.625,0.894,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0533455732354141,0.063,0.232,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.191304135778385,0.234,0.562,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.253282393456737,0.281,0.432,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.24962876537972,0.281,0.436,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0283745659722222,0.031,0.134,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.344986807387863,0.375,0.643,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.2427608311229,1.344,1.619,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0416578164825828,0.047,0.158,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.297835990888383,0.313,0.585,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.303464854111406,0.328,0.713,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,4.65440126478988,5.453,5.726,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0437974542206342,0.047,0.158,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.71420210690597,0.875,1.184,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.648673425366695,0.719,1.067,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.171437937062937,0.188,0.497,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.366958117443869,0.406,0.682,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.0970778532032245,0.109,0.274,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0417287234042553,0.047,0.15,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,507.664079344545,562.75,585.46,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0770568128241395,0.078,0.41,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",0,7.68950737847222,8.469,8.846,0,1,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,22.9786056711546,26.922,28.158,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,1.89710334029227,2.172,2.382,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,10.223011994669,11,11.471,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.89611450864614,1.016,1.209,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,16.030917694598,18.016,18.709,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,732.645377128955,719.688,748.973,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,5.43191355434327,6.188,6.538,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.126914365832614,0.141,0.506,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.70708413926499,1.688,1.994,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,7.13025624178713,7.781,8.073,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.067230563554093,0.078,0.237,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.606929708222812,0.656,0.906,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0433521220159151,0.047,0.276,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,1.09336989574283,1.203,1.383,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.750652400835073,0.859,1.065,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,1.04719679633867,1.094,1.394,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.330577467637541,0.391,1.623,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,2.42076577563541,2.641,2.965,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,4.43378309572301,5.203,5.542,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.744464361029101,0.844,0.996,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.118486633439058,0.125,0.206,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0452109266943292,0.047,0.153,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.116741071428571,0.125,0.393,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,37.9191921915444,42.016,43.82,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.18813398140321,1.344,1.602,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0388366336633663,0.047,0.133,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,14.8941782261454,16.938,17.745,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0549139017219656,0.063,0.131,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0258910891089109,0.031,0.153,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,6.08249758337363,6.016,6.449,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,26.6327609323432,30.859,32.123,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0690483734685256,0.078,0.202,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0664110117838277,0.078,0.19,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.04449064449065,3.5,3.849,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,5.0808770452358,5.047,5.453,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,840.160642570281,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.7445853960396,6.656,6.969,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.734388766519824,0.797,0.986,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0391310853950519,0.047,0.156,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0420508147512864,0.047,0.153,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.15917501088376,3.469,3.803,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0511808455114823,0.047,0.25,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,834.796488427773,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0410475094181666,0.047,0.184,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.436960974557999,0.484,0.578,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.0949429460580913,0.109,0.159,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.341888358344702,0.359,0.652,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,1.25949116047144,1.328,1.667,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,12.3832728215768,14.266,14.873,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.0743235561618918,0.078,0.184,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.0594588449295134,0.063,0.144,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.46401669381107,1.719,2.052,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.247435258964143,0.297,0.707,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.61771265560166,3.016,3.249,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0446550546448087,0.047,0.174,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,24.2895798407376,27.703,28.877,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,1.93703703703704,2.375,2.71,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,2.94723360655738,3.094,3.434,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.180775515334339,0.172,0.397,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,3.45787456822107,3.828,4.24,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.57358597285068,2.719,3.152,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.926073483842408,1,1.32,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.271942595673877,0.313,0.585,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.28372264309764,2.594,2.773,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,1051.7848164907,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.5791737922189,1.766,2.232,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.108777038269551,0.125,0.377,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,8.20737402258906,9.031,9.659,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.132204246713853,0.125,0.21,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0533673469387755,0.063,0.412,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.529690831556503,0.594,0.901,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.161022167487685,0.172,0.336,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.0815827787021631,0.094,0.379,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.18815630048465,1.406,1.79,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.23425829875519,1.422,1.762,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.0868193891102257,0.094,0.21,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.041924967935015,0.047,0.164,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.132204246713853,0.125,0.233,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0433329650905877,0.047,0.15,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.422808876003568,0.453,0.768,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,4.7598049074819,5.656,5.993,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,6.41016489597167,6.922,7.239,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,1.15695628997868,1.297,1.629,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,2.76333223828296,3.016,3.358,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.273602904972919,0.266,0.625,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,10.2700591216216,8.719,9.085,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,19.439056122449,22.766,23.797,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0815827787021631,0.094,0.281,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.132204246713853,0.125,0.242,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,4.27182760927743,4.578,4.876,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,0.969171159029649,1.031,1.373,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.931229355904212,1.078,1.433,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,354.446949602122,383.25,398.897,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.1737900078064,1.438,1.66,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.40325126262626,1.594,1.956,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,889.077773055674,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,12.4688233568075,15.234,15.836,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.74962829226848,1.969,2.097,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.268260155929421,0.313,0.444,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.32797444490993,2.656,2.976,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,6.68953488372093,7.563,7.838,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.551290621143562,0.641,0.778,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,146.229184299619,165.172,171.769,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.226626223491028,0.266,0.486,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,905.235828645608,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,110.943815949675,130.672,135.895,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,3.82498969921714,4.438,4.6,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,4.99196505608283,5.531,5.719,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,1.53823529411765,1.75,1.888,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,840.836012861736,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,13.5048311861395,14.531,15.017,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,73.7904810298103,78.094,81.32,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,1001.91570881226,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,998.091603053435,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",0,97.0235330073349,113.813,118.634,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,1034.61918892186,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,18.8025442477876,19.297,20.186,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,937.696100403407,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,0.971832232184993,0.984,1.123,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,43.5833333333334,48.125,50.039,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,4.89325955734406,5.813,6.045,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,8.66735162254483,9.703,10.163,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,38.2939991043439,40.875,43.244,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.60915934755332,4.125,4.313,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,803.688052247407,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",0,508.451007593458,624.141,649.434,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,2.45613509192646,2.938,3.082,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,7.80804781262099,9.641,10.235,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,25.0325722664432,28.563,29.938,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,199.030555555556,226.906,235.94,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.42537942664418,2.75,2.849,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,308.196428571429,378.469,393.759,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,64.8128071253071,75.656,78.648,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,16.1300611556305,18.281,18.974,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,857.025809094633,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,14.963680028463,15.078,15.662,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,1.10212787828947,1.281,1.426,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,5.18491379310345,6.109,6.869,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,72.1806453410611,77.391,80.512,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,2.75814041540459,3.047,3.245,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.153988222698073,0.172,1.209,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.189728441127695,0.219,0.431,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,839.486356340289,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,1017.01507049101,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,45.5872236594544,46.328,48.192,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,36.0767569124424,37.422,38.949,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.29011736601579,1.484,1.619,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,1.91944867333623,2.109,2.203,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,4.29357773471146,4.766,4.929,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.64482942430704,1.844,2.164,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,2.07607862461673,2.266,2.422,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.5645122652357,41.859,43.637,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,1147.55896873286,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,52.511139354067,62.953,65.498,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.4230792832597,2.359,2.471,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,5.19517826460481,5.781,6.082,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",0,599.512005928854,725.031,754.332,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,774.814814814815,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,956.561499771376,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29767_edge_closing_0.smt2",0,1.62988319591676,1.984,2.19,1,0,0,
