,"smt.arith.nl.propagate_monomial_bounds=false","-file:{0} smt.arith.nl.propagate_monomial_bounds=false",,,,,,
,"RV 11694","T_norm 11694","T_cpu 11694","T_wc 11694","# SAT 11694","# UNSAT 11694","# UNKNOWN 11694",
"QF_NIA_small\From_AProVE_2014__MainGet.jar-obl-10__p10683_edge_closing_0.smt2",0,1.41403296934061,1.609,1.751,1,0,0,
"QF_NIA_small\From_AProVE_2014__MainMove.jar-obl-11__p10751_edge_closing_0.smt2",0,1.11048661071143,1.328,1.467,1,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10783_safety_0.smt2",0,132.389237144071,148.906,154.824,1,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10797_safety_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10817_safety_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10831_terminationG_0.smt2",,852.13849287169,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__p10847_edge_closing_0.smt2",0,50.679961622807,55.234,57.451,1,0,0,
"QF_NIA_small\From_AProVE_2014__Matrix.jar-obl-16__term_unfeasibility_4_0.smt2",0,1.74406002501042,2,2.158,0,1,0,
"QF_NIA_small\From_AProVE_2014__MirrorBinTreeRec.jar-obl-9__p10900_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__MirrorBinTreeRec.jar-obl-9__terminationS_8_0.smt2",0,14.450308448348,16.516,17.213,0,1,0,
"QF_NIA_small\From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10912_terminationG_0.smt2",0,16.3159071550256,18.313,19.203,1,0,0,
"QF_NIA_small\From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10930_terminationG_0.smt2",,1051.7848164907,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__mirrorInterv_rec.jar-obl-8__p10946_edge_closing_0.smt2",0,39.7476716199246,45.391,47.367,1,0,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__p11042_safety_0.smt2",0,219.915643841516,244.094,253.908,0,1,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__terminationS_12_0.smt2",0,47.436903279369,54.625,56.943,0,1,0,
"QF_NIA_small\From_AProVE_2014__MysteriousProgram.jar-obl-12__terminationS_6_0.smt2",0,49.0181435445068,58.438,60.94,0,1,0,
"QF_NIA_small\From_AProVE_2014__narrowing_rec.jar-obl-8__p11055_terminationG_0.smt2",0,10.3494209519762,11.641,12.123,1,0,0,
"QF_NIA_small\From_AProVE_2014__narrowing_rec.jar-obl-8__p11071_edge_closing_0.smt2",0,22.0148847631242,24.656,25.637,1,0,0,
"QF_NIA_small\From_AProVE_2014__NestedLoop.jar-obl-10__p11151_terminationG_0.smt2",0,0.740916666666667,0.797,1.078,1,0,0,
"QF_NIA_small\From_AProVE_2014__NO_05.jar-obl-9__p11209_safety_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_05.jar-obl-9__p11244_edge_closing_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_10.jar-obl-8__p11278_terminationG_0.smt2",,992.409867172676,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_10.jar-obl-8__p11301_terminationG_0.smt2",,944.896115627823,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_11.jar-obl-8__p11329_terminationG_0.smt2",0,268.804469273743,322,334.91,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_11.jar-obl-8__p11345_terminationG_0.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_12.jar-obl-8__p11367_terminationG_0.smt2",0,80.2846630877452,103.656,107.8,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_12.jar-obl-8__p11383_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__p11407_edge_closing_0.smt2",0,0.319713419405321,0.391,0.722,0,1,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__p11445_edge_closing_0.smt2",0,11.0190571987821,12.109,12.598,1,0,0,
"QF_NIA_small\From_AProVE_2014__NO_13.jar-obl-8__terminationQ_1_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__NO_23.jar-obl-8__p11498_terminationG_0.smt2",0,449.91635114669,497.016,517.268,0,1,0,
"QF_NIA_small\From_AProVE_2014__NonPeriodicNonterm2.jar-obl-8__terminationS_0_0.smt2",0,227.139574988874,243.969,253.756,0,1,0,
"QF_NIA_small\From_AProVE_2014__Norm.jar-obl-9__p11588_terminationG_0.smt2",,809.91095625242,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__PastaB11.jar-obl-8__terminationS_0_0.smt2",0,0.903491130363036,1.047,1.233,0,1,0,
"QF_NIA_small\From_AProVE_2014__Power.jar-obl-10__p11792_terminationG_0.smt2",0,735.926985981309,865.734,900.881,1,0,0,
"QF_NIA_small\From_AProVE_2014__Queen.jar-obl-10__p11807_terminationG_0.smt2",0,50.7119657215404,57.281,59.533,0,1,0,
"QF_NIA_small\From_AProVE_2014__RandomHard.jar-obl-10__p11832_safety_0.smt2",0,1.72461656441718,2.016,2.121,1,0,0,
"QF_NIA_small\From_AProVE_2014__RandomHard.jar-obl-10__p11849_terminationG_0.smt2",0,49.4492118606702,53.609,55.819,0,1,0,
"QF_NIA_small\From_AProVE_2014__Round3.jar-obl-8__p11893_terminationG_0.smt2",,921.5859030837,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__RSA.jar-obl-17__p11920_terminationG_0.smt2",0,40.7703269069573,46.5,49.398,1,0,0,
"QF_NIA_small\From_AProVE_2014__Samefringe.jar-obl-10__p11956_terminationG_0.smt2",0,3.38993612224449,3.234,3.419,1,0,0,
"QF_NIA_small\From_AProVE_2014__SharingPair.jar-obl-8__p12030_edge_closing_0.smt2",0,51.5857755183413,61.844,64.422,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12086_terminationG_0.smt2",0,316.761983610238,337.203,350.657,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12110_terminationG_0.smt2",0,263.031761828935,276.359,287.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12138_terminationG_0.smt2",0,731.097987959442,827.203,860.272,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12162_terminationG_0.smt2",0,41.4788276231263,46.297,48.9,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12188_terminationG_0.smt2",,926.483613817538,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12217_terminationG_0.smt2",,810.224632068164,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12246_terminationG_0.smt2",0,51.895618556701,57.75,60.038,0,1,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationQ_3_0.smt2",0,2.15306886227545,2.406,2.546,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationS_4_0.smt2",0,22.7548342541436,25.594,26.62,0,1,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12326_terminationG_0.smt2",,861.969509682736,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12350_terminationG_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric2_rec.jar-obl-8__p12293_terminationG_0.smt2",0,13.9701763485477,16.094,16.931,0,1,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__p12391_terminationG_0.smt2",0,2.96188775510204,3.469,3.805,1,0,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.776425178147269,0.781,0.987,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12467_terminationG_0.smt2",0,60.2511669561442,66.328,68.924,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12483_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__terminationS_12_0.smt2",0,5.47858921611087,6.047,6.315,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12559_terminationG_0.smt2",0,64.9571656833825,63.156,65.705,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12576_terminationG_0.smt2",,835.463258785943,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_11_0.smt2",0,5.42761387163561,6.266,6.603,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_9_0.smt2",0,7.84219420600858,8.734,9.133,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test1.jar-obl-8__p12793_terminationG_0.smt2",0,9.51747200331812,10.969,11.389,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12672_terminationG_0.smt2",0,29.7925155925156,34.25,35.637,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12688_terminationG_0.smt2",,831.47853736089,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12705_edge_closing_0.smt2",0,203.341542262405,231.141,241.35,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12728_edge_closing_0.smt2",0,2.86888926784902,3.016,3.122,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12748_edge_closing_0.smt2",0,2.05725524475524,2.25,2.57,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12774_edge_closing_0.smt2",0,715.160771276596,803.359,836.089,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test2.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.423230470435909,0.469,0.588,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_1_0.smt2",0,70.8657013525305,77.641,81.888,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_10_0.smt2",0,83.4661949685535,95.156,98.915,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_29_0.smt2",0,53.8421386520503,63.391,65.994,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_38_0.smt2",0,56.6733039931301,63.094,65.775,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_6_0.smt2",0,63.1625567478333,73.156,77.273,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__p12864_terminationG_0.smt2",0,39.5277894736842,44.875,46.69,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__term_unfeasibility_4_0.smt2",0,46.8823620904189,54.031,56.163,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_16_0.smt2",0,58.8814311213776,67.016,69.648,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_25_0.smt2",0,30.2698268490808,33.844,35.175,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_34_0.smt2",0,62.5094893809309,66.125,68.799,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_43_0.smt2",0,24.3460540838852,26.359,27.502,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12888_terminationG_0.smt2",0,0.715997988377291,0.766,0.949,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12919_safety_0.smt2",0,0.225333907798363,0.25,0.475,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12938_edge_closing_0.smt2",0,86.6748740140228,94.547,98.361,1,0,0,
"QF_NIA_small\From_AProVE_2014__TestJulia7.jar-obl-8__p12986_terminationG_0.smt2",0,6.09403719912473,6.656,7.622,0,1,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13025_terminationG_0.smt2",,919.964819700968,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13043_edge_closing_0.smt2",0,1.13084385226741,1.156,1.272,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__p13155_edge_closing_0.smt2",0,416.843571156047,522.25,544.048,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__terminationS_3_0.smt2",0,12.1403555001916,15.141,15.734,0,1,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__p13122_edge_closing_0.smt2",0,60.2198285277414,65.891,69.375,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__terminationS_4_0.smt2",0,3.37251984126984,3.25,4.433,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternatingIncr.jar-obl-8__p13182_terminationG_0.smt2",0,0.292848762798635,0.328,0.453,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2",0,49.3177431135225,56.484,58.708,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13246_terminationG_0.smt2",0,47.295987654321,54.938,57.122,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13266_edge_closing_0.smt2",,814.324639937719,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13409_terminationG_0.smt2",0,26.959054521852,29.781,30.959,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13363_terminationG_0.smt2",,999.522216913521,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complxStruc.jar-obl-8__terminationQ_0_0.smt2",0,6.25870322019147,6.875,7.124,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-convLower.jar-obl-8__p13465_terminationG_0.smt2",0,0.554238921001927,0.688,0.963,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13488_terminationG_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13504_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-even.jar-obl-9__p13541_terminationG_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex02.jar-obl-8__p13595_terminationG_0.smt2",0,2.48882248782647,2.688,2.848,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex04.jar-obl-8__p13648_terminationG_0.smt2",0,72.0760809920983,78.484,81.895,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex06.jar-obl-8__p13693_terminationG_0.smt2",0,3.39806923400673,3.859,4.197,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex08.jar-obl-8__p13746_terminationG_0.smt2",,917.543859649123,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex09half.jar-obl-8__p13773_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,187.698827796468,213.359,222.065,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,828.18685669042,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,3.10393907563025,3.531,3.689,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,1001.91570881226,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.71480385329619,1.766,2.026,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,155.347704901567,184.828,192.239,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.717016129032258,0.797,1.038,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.61776403004861,1.75,2.177,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,5.43365510471204,5.953,7.261,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,18.5341494845361,20.625,21.447,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,218.44918720782,245.703,255.523,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.4705147906262,5.563,6.083,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,555.780854753162,651.156,676.857,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,27.7431722689076,31.563,32.809,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",0,11.6002006241641,12.438,12.922,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,11.1894048144876,12.109,12.654,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,980.318650421743,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,816.549570647931,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,7.64923752310536,9.891,10.284,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,44.5137943481848,51.578,53.645,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,1.00224485326325,1.094,1.268,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,8.61924041970803,9.031,9.403,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,8.4882944023569,9.641,9.989,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,1.3192264573991,1.547,2.973,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,843.888664784187,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.547462214052288,0.641,1.481,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.48076312447079,1.672,1.774,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,4.32848173515982,4.531,4.913,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.169438444924406,0.188,0.238,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.5730068772287,10.859,11.312,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.45759995654063,2.703,3.565,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,830.15873015873,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0674803881090009,0.078,0.217,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",,925.254312251216,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,998.091603053435,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,805.855161787365,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,37.8774744897959,44.359,46.126,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,960.955443270556,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,1153.25248070562,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,953.075170842825,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,1.74043261231281,2,3.336,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,939.380332285586,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,915.536105032823,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,209.545988049509,234.688,244.093,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,886.440677966102,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,51.5198620615911,57.578,59.883,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,931.84855233853,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,9.38460372017792,11.094,11.733,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,85.0599599753695,99.047,102.951,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,3.01519916142558,3.438,3.916,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,954.81515289822,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,122.796235542705,131.953,138.288,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,13.8997573886193,15.063,15.672,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,801.839785358375,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,101.96088052338,113.609,118.069,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,8.18572563559322,9.234,9.621,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,9.0525894434629,9.797,10.228,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,768.834987137082,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,8.46077967171718,9.609,10.1,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.772362869198312,0.875,1.102,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,909.169926119079,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,44.0461979609176,49.563,51.559,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,73.7612550022232,79.297,82.412,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,8.69115802675585,9.938,10.392,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,7.74349739895958,9.25,9.629,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.462014134275618,0.5,0.728,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,11.2528515138946,12.969,13.467,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,11.1128818061089,12,12.501,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,9.22824794638997,10.203,10.595,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0817869057547957,0.094,0.163,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,4.20896889857369,5.078,5.333,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.57444736842105,9.734,10.197,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.51731523534269,8.703,9.136,1,0,0,
