,"yices","{0}",,,,,,
,"RV 11625","T_norm 11625","T_cpu 11625","T_wc 11625","# SAT 11625","# UNSAT 11625","# UNKNOWN 11625",
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15169_terminationG_0.smt2",0,248.666013824885,257.938,268.2,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15170_terminationG_0.smt2",,537.328767123287,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15173_terminationG_0.smt2",0,16.7833883907504,17,17.699,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15174_terminationG_0.smt2",0,186.360657051282,208.453,216.879,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15175_terminationG_0.smt2",,532.089868588385,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15178_terminationG_0.smt2",0,1.01794982698962,1.125,1.221,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15179_terminationG_0.smt2",,518.892104175279,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",,520.182345627849,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15183_terminationG_0.smt2",0,1.08380305039788,1.172,1.219,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15184_terminationG_0.smt2",0,48.5251853467074,53.188,55.322,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15185_terminationG_0.smt2",,543.141497187365,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15188_terminationG_0.smt2",0,1.5898322851153,1.813,1.903,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15189_terminationG_0.smt2",0,0.492069892473118,0.547,0.643,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15190_terminationG_0.smt2",0,61.1657724181896,68.797,71.553,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15194_terminationG_0.smt2",,496.518987341772,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15195_terminationG_0.smt2",0,85.0555104031209,93.797,97.565,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15593_safety_0.smt2",0,2.163548693086,2.453,2.515,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15597_safety_0.smt2",,542.906574394463,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15601_safety_0.smt2",,531.864406779661,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15602_safety_0.smt2",,521.912681912682,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15621_safety_0.smt2",0,1.06915067597034,1.172,1.276,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15622_safety_0.smt2",,544.791666666667,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15624_safety_0.smt2",0,1.06935234305924,1.156,1.232,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15626_safety_0.smt2",,531.189166314008,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15635_safety_0.smt2",0,0.789553140096619,0.938,0.965,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15636_safety_0.smt2",,553.439153439154,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15639_safety_0.smt2",0,22.6905729166667,26.031,27.077,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15640_safety_0.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15648_safety_0.smt2",,510.036570499797,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15649_safety_0.smt2",0,4.111004601227,4.484,4.663,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15677_safety_0.smt2",,535.494880546075,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15686_safety_0.smt2",0,7.66760318757662,8.969,9.324,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15707_safety_0.smt2",0,1.18314401232191,1.469,1.576,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15733_safety_0.smt2",0,0.503932291666667,0.578,0.72,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15760_safety_0.smt2",0,0.577297136038186,0.578,0.629,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15856_safety_0.smt2",0,2.55413549459684,2.938,3.1,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15882_safety_0.smt2",0,0.511427134555208,0.547,0.615,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,2.69094755536983,3.078,3.167,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15885_safety_0.smt2",0,19.7393049568965,21.891,22.757,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15983_safety_0.smt2",0,1.10723490427099,1.078,1.142,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15985_safety_0.smt2",0,0.533558848797251,0.594,0.823,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15986_safety_0.smt2",,565.915238954012,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p15987_safety_0.smt2",0,162.604365790522,195.172,202.824,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16000_safety_0.smt2",0,0.51350024545901,0.5,0.571,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16030_safety_0.smt2",0,3.23704021827001,3.828,3.941,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16031_safety_0.smt2",,540.801378716071,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16034_safety_0.smt2",0,8.98728213507626,9.859,10.305,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16042_safety_0.smt2",,539.175257731959,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16056_safety_0.smt2",0,2.37677601337234,2.719,2.853,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16065_safety_0.smt2",,521.695760598504,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16071_safety_0.smt2",,616.200294550812,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16073_safety_0.smt2",,524.968632371393,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16076_safety_0.smt2",,518.463444857497,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16079_safety_0.smt2",0,147.306006493506,168.078,174.84,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16080_safety_0.smt2",,497.700237906424,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16082_safety_0.smt2",,516.968698517298,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16092_safety_0.smt2",0,29.096627625202,34.438,35.796,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16093_safety_0.smt2",,573.41251713111,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16094_safety_0.smt2",,540.568475452196,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16095_safety_0.smt2",,509.622411693057,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16126_safety_0.smt2",0,11.0883890086207,12.297,12.733,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16127_safety_0.smt2",,547.643979057592,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16136_safety_0.smt2",0,78.45,78.563,81.639,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16137_safety_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16146_safety_0.smt2",,648.682170542634,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16147_safety_0.smt2",,507.356507679871,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16155_safety_0.smt2",,528.950695322377,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,1.20174632352941,1.328,1.403,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16216_safety_0.smt2",,515.059499384489,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16222_safety_0.smt2",0,8.00450801424755,8.594,8.942,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16223_safety_0.smt2",0,10.6168295148248,11.297,11.795,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16226_safety_0.smt2",0,1.37030567685589,1.5,2.139,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16340_safety_0.smt2",0,16.4274210750853,18.406,19.13,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16455_safety_0.smt2",0,1.50701244390045,1.766,1.854,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16456_safety_0.smt2",0,8.53694158075602,9.5,9.852,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16480_safety_0.smt2",,515.69433032046,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16484_safety_0.smt2",,509.415584415584,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,1.33389712199313,1.484,1.581,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16486_safety_0.smt2",0,0.792845744680851,0.891,0.942,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16487_safety_0.smt2",,604.624277456646,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16488_safety_0.smt2",0,0.640658287175117,0.719,0.803,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16489_safety_0.smt2",0,0.63130364806867,0.703,0.789,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16490_safety_0.smt2",0,2.23081834899877,2.609,2.757,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16509_safety_0.smt2",0,8.86581115335868,10.031,10.426,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16510_safety_0.smt2",,643.692307692306,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16518_safety_0.smt2",0,1.19286826880285,1.281,1.41,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16519_safety_0.smt2",0,9.53619836488812,10.594,11.008,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,40.8344932579383,44.875,47.47,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16529_safety_0.smt2",,506.537530266344,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16542_safety_0.smt2",0,32.9561256487889,36.422,37.904,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16543_safety_0.smt2",,520.182345627849,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16564_safety_0.smt2",,577.900552486188,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16565_safety_0.smt2",,548.122270742358,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16567_safety_0.smt2",0,0.465509568313306,0.5,0.644,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16573_safety_0.smt2",0,2.28613705473501,2.516,2.604,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16574_safety_0.smt2",0,13.1346383579496,14.453,15.058,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16579_safety_0.smt2",0,10.6921728971963,11.484,11.999,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,222.372783119658,248.734,258.427,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16587_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16600_safety_0.smt2",0,23.4248337028825,25.25,26.284,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16601_safety_0.smt2",,563.881401617251,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16608_safety_0.smt2",0,0.539585143353606,0.594,1.302,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16609_safety_0.smt2",0,3.63635214401295,4.297,4.5,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16610_safety_0.smt2",0,12.9264204545454,14.953,15.596,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16611_safety_0.smt2",,589.019239793524,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16618_safety_0.smt2",0,254.601743102163,326.406,339.137,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16619_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,0.447378587196468,0.484,0.528,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16627_safety_0.smt2",0,25.9137351018839,32.219,33.485,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16634_safety_0.smt2",0,2.58776041666667,2.969,3.185,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16635_safety_0.smt2",,568.735840507476,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16638_safety_0.smt2",,530.964467005076,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16647_safety_0.smt2",,538.943752683555,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16648_safety_0.smt2",,523,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16651_safety_0.smt2",,546.689895470383,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16652_safety_0.smt2",0,1.60049073665637,1.734,1.918,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16653_safety_0.smt2",,530.964467005076,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16656_safety_0.smt2",,521.695760598504,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16669_safety_0.smt2",0,11.1434659090909,12.891,13.462,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16670_safety_0.smt2",,538.250428816466,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16686_safety_0.smt2",,542.906574394463,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16687_safety_0.smt2",,538.481338481338,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16732_safety_0.smt2",,568.993653671804,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16765_safety_0.smt2",0,27.9448305821025,30.75,31.904,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16766_safety_0.smt2",,513.164349959117,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16824_safety_0.smt2",0,0.44989247311828,0.5,0.584,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16829_safety_0.smt2",,545.976511526751,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16834_safety_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16842_safety_0.smt2",0,0.434640203363316,0.531,0.595,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16857_safety_0.smt2",0,7.85547396528705,8.438,8.827,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16858_safety_0.smt2",,553.683281870313,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16883_safety_0.smt2",,472.590361445783,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16884_safety_0.smt2",,507.766990291262,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16887_safety_0.smt2",0,0.674678812131424,0.766,1.458,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16888_safety_0.smt2",0,0.525046334431631,0.609,0.727,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16890_safety_0.smt2",0,21.1899426508071,23.844,25.33,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16900_safety_0.smt2",0,1.57274057217165,1.734,1.8,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16901_safety_0.smt2",,512.117503059976,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16902_safety_0.smt2",0,157.588005106572,169.641,177.573,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16903_safety_0.smt2",,539.870967741935,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16925_safety_0.smt2",0,31.1331952449568,30.984,32.042,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16926_safety_0.smt2",,542.437337942956,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16927_safety_0.smt2",,543.611953226505,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16928_safety_0.smt2",,559.358288770054,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16941_safety_0.smt2",0,1.07314773735581,1.156,1.226,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16942_safety_0.smt2",0,25.4082929143821,28.797,29.923,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16944_safety_0.smt2",0,0.254928509532062,0.281,0.334,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16947_safety_0.smt2",,531.189166314008,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16952_safety_0.smt2",0,0.635943579766537,0.781,0.945,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16953_safety_0.smt2",0,293.237442080876,332.766,345.914,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16962_safety_0.smt2",0,58.4752273688664,66.078,68.77,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16974_safety_0.smt2",0,0.469070315703157,0.547,0.62,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16991_safety_0.smt2",,524.310776942356,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p16992_safety_0.smt2",,544.319167389419,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17005_safety_0.smt2",0,11.7318997524752,13.594,14.1,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17006_safety_0.smt2",,542.437337942956,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17037_safety_0.smt2",0,0.686033950617284,0.797,0.883,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,0.256260888501742,0.281,0.339,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17077_safety_0.smt2",0,2.83376679670568,3.125,4.504,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17084_safety_0.smt2",0,0.875301799824407,0.953,1.559,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17085_safety_0.smt2",,537.328767123287,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17087_safety_0.smt2",,543.847487001733,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17094_safety_0.smt2",0,4.6058390264731,5.156,5.367,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17095_safety_0.smt2",,516.330728095434,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17120_safety_0.smt2",0,0.580988150655946,0.656,0.712,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17121_safety_0.smt2",,514.637146371464,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17132_safety_0.smt2",0,4.85693938012762,5.094,5.308,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,0.474148351648352,0.516,0.684,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17134_safety_0.smt2",0,12.9937888198758,14,14.841,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17135_safety_0.smt2",,538.250428816466,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17148_safety_0.smt2",0,110.635687633262,124.016,128.773,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17149_safety_0.smt2",,549.081364829396,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17150_safety_0.smt2",0,472.324223602484,545.25,567.381,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17151_safety_0.smt2",,547.16652136007,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17158_safety_0.smt2",0,28.8025102459016,33.594,34.872,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17159_safety_0.smt2",,559.109131403118,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17166_safety_0.smt2",0,33.3372718052738,39.281,40.594,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17167_safety_0.smt2",,516.968698517298,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17169_safety_0.smt2",,532.76740237691,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17170_safety_0.smt2",,528.505263157895,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17171_safety_0.smt2",0,3.79949683401176,4.016,4.307,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17172_safety_0.smt2",,544.08322496749,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17174_safety_0.smt2",,525.408120552532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17175_safety_0.smt2",,547.883020515059,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17177_safety_0.smt2",,537.558886509636,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17178_safety_0.smt2",,499.681528662421,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17180_safety_0.smt2",,529.396878954028,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17181_safety_0.smt2",,539.40696175333,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17182_safety_0.smt2",0,1.63368276154172,1.844,1.89,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17183_safety_0.smt2",,532.993630573249,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17184_safety_0.smt2",,545.976511526751,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2_fixed__p17556_safety_0.smt2",0,0.873168892718656,0.969,1.017,0,1,0,
