,"yices","{0}",,,,,,
,"RV 11625","T_norm 11625","T_cpu 11625","T_wc 11625","# SAT 11625","# UNSAT 11625","# UNKNOWN 11625",
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8494_safety_0.smt2",0,3.54284678858162,3.797,3.945,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8495_safety_0.smt2",0,6.01088283157038,7.063,7.3,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8496_safety_0.smt2",,535.266524520256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8500_safety_0.smt2",0,0.481305216659655,0.547,0.635,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8504_safety_0.smt2",0,7.81749141262344,8.703,9.055,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8507_safety_0.smt2",0,5.69059051900286,6.656,6.892,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8510_safety_0.smt2",0,2.4540593627237,2.688,2.791,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8513_safety_0.smt2",0,3.22117983367983,3.703,3.854,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8515_safety_0.smt2",0,80.9199476338246,99.719,103.722,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8516_safety_0.smt2",,528.060580563736,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8517_safety_0.smt2",0,3.12846030042918,3.484,3.601,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8518_safety_0.smt2",0,5.19918998527248,5.063,5.248,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8519_safety_0.smt2",0,28.9326580587712,31.063,32.254,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8523_safety_0.smt2",0,0.434866962305987,0.469,1.451,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8528_safety_0.smt2",0,0.905192307692305,0.844,0.887,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8529_safety_0.smt2",0,2.3941727703576,2.656,2.753,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8530_safety_0.smt2",0,4.54412536749265,5.172,5.363,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8531_safety_0.smt2",0,6.75222595963593,8.156,8.501,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8532_safety_0.smt2",0,0.577297136038186,0.578,0.655,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8533_safety_0.smt2",0,12.1675437682368,13.953,14.42,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8535_safety_0.smt2",0,9.64173960612692,10.531,10.95,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8536_safety_0.smt2",0,4.24118330638642,5.016,5.15,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8537_safety_0.smt2",0,0.814379295532646,0.906,0.937,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8540_safety_0.smt2",0,0.418378406275805,0.484,0.515,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8541_safety_0.smt2",0,0.453633029341792,0.547,0.686,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8542_safety_0.smt2",0,62.6682166876839,71.266,74.033,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8543_safety_0.smt2",0,95.0044178794179,109.219,113.471,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8544_safety_0.smt2",0,3.46515557939914,3.859,3.992,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8545_safety_0.smt2",0,3.91203118415508,4.438,4.557,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8546_safety_0.smt2",0,6.07807725883893,6.656,6.919,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8547_safety_0.smt2",0,5.30522756547875,5.906,6.14,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8548_safety_0.smt2",0,35.8724358974358,33.438,34.779,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8549_safety_0.smt2",0,13.79977827051,14.875,16.269,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8550_safety_0.smt2",0,1.38925214548427,1.625,1.709,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8551_safety_0.smt2",0,1.43117513424205,1.656,1.904,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8552_safety_0.smt2",0,10.3587147887324,11.953,12.549,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8560_safety_0.smt2",0,0.613782751091703,0.672,0.765,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8561_safety_0.smt2",0,4.33767772511848,4.813,4.945,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8562_safety_0.smt2",0,1.20115090834022,1.391,1.443,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8563_safety_0.smt2",0,5.41201606260296,6.281,6.46,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8564_safety_0.smt2",0,5.68985428231562,6.859,7.139,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8565_safety_0.smt2",0,0.735330008488964,0.828,0.964,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8566_safety_0.smt2",0,328.653625749786,366.672,381.287,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8567_safety_0.smt2",0,106.694618272841,122.25,127.129,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8569_safety_0.smt2",0,18.7439781409168,21.109,21.897,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8570_safety_0.smt2",0,0.627098321342926,0.75,0.817,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8573_safety_0.smt2",0,0.535410541789164,0.609,0.696,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8574_safety_0.smt2",0,0.486378555798687,0.531,0.623,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8575_safety_0.smt2",0,1.48384984722828,1.625,2.414,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8576_safety_0.smt2",0,0.640075656430796,0.688,0.864,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8577_safety_0.smt2",0,7.04556676685272,7.844,8.08,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8578_safety_0.smt2",0,2.68703541757761,2.938,3.018,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8579_safety_0.smt2",0,7.34950135992747,7.75,8.021,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8580_safety_0.smt2",0,6.44662250217203,7.094,7.317,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8581_safety_0.smt2",0,11.9901131465517,13.297,14.984,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8582_safety_0.smt2",0,25.4295847039474,29.563,30.817,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8583_safety_0.smt2",0,6.1744475948377,7.547,7.808,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8584_safety_0.smt2",0,75.3022118247554,84.625,88.46,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8589_terminationG_0.smt2",0,2.92810421286031,3.156,4.511,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8590_terminationG_0.smt2",0,71.8090949033392,78.125,80.972,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8591_terminationG_0.smt2",0,10.4503316659417,11.484,11.985,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8615_safety_0.smt2",0,0.501481868898187,0.516,0.758,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8616_safety_0.smt2",0,111.259720564837,133.703,138.919,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8617_safety_0.smt2",0,0.463558549432739,0.547,0.61,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8618_safety_0.smt2",0,0.457846986417657,0.516,0.579,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8619_safety_0.smt2",0,7.72156098055105,9.109,9.452,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8622_safety_0.smt2",0,0.507176105508146,0.625,0.744,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8623_safety_0.smt2",0,0.78815038071066,0.891,0.961,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8624_safety_0.smt2",0,6.83274193548387,7.594,8.085,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8626_safety_0.smt2",0,42.1985339190846,49.359,51.311,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8629_safety_0.smt2",0,0.61798572003218,0.734,0.82,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8630_safety_0.smt2",0,242.348529110291,282.547,293.525,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8631_safety_0.smt2",0,0.761536738351254,0.813,0.934,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8633_safety_0.smt2",0,0.467799642218247,0.5,1.896,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8635_safety_0.smt2",0,0.465924276169265,0.5,0.566,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8637_safety_0.smt2",0,0.459245867768595,0.531,0.908,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8638_safety_0.smt2",0,9.42656875834446,10.125,10.597,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8641_safety_0.smt2",0,18.22328125,20.906,21.597,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8642_safety_0.smt2",0,5.19640706543557,6.188,6.693,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8644_safety_0.smt2",0,2.45439995659722,2.703,2.867,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8645_safety_0.smt2",0,1.00063775510204,1.125,1.208,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8646_safety_0.smt2",0,30.1801333021516,30.844,31.981,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8647_safety_0.smt2",0,15.9513858577041,17.469,18.123,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8648_safety_0.smt2",0,17.9274164677804,17.953,18.65,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8649_safety_0.smt2",0,40.4224779172478,41.563,43.582,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8650_safety_0.smt2",0,0.41325958401305,0.484,0.621,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8651_safety_0.smt2",0,0.450314019448947,0.531,1.272,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8652_safety_0.smt2",0,5.50076444538169,6.234,6.48,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8653_safety_0.smt2",0,0.534886363636364,0.563,0.631,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8654_safety_0.smt2",0,0.466376416281998,0.531,0.581,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8655_safety_0.smt2",0,329.03049844841,405.469,420.54,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8656_safety_0.smt2",0,8.9998352165725,11.422,11.98,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8658_safety_0.smt2",0,0.56884019524618,0.641,0.695,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8659_safety_0.smt2",0,0.51160638747885,0.578,0.638,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8660_safety_0.smt2",0,0.433904867256637,0.516,0.582,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8661_safety_0.smt2",0,2.11971712880143,2.266,3.803,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8662_safety_0.smt2",0,0.511852979556329,0.563,0.754,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8666_safety_0.smt2",0,0.205029121863799,0.219,0.352,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8667_safety_0.smt2",,529.396878954028,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8668_safety_0.smt2",0,111.615510752688,124.047,130.673,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8670_safety_0.smt2",0,2.68863958670989,3.172,3.307,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8671_safety_0.smt2",0,12.18391596824,13.203,13.754,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8672_safety_0.smt2",0,8.53029057017544,9.297,9.706,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8676_safety_0.smt2",0,1.94790816326531,2.281,2.4,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8677_safety_0.smt2",0,3.50849731663685,3.75,4.9,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8678_safety_0.smt2",0,3.39833636731392,4.016,4.209,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8679_safety_0.smt2",0,1.3807650862069,1.531,1.91,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8680_safety_0.smt2",0,1.49835892300846,1.609,1.756,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8681_safety_0.smt2",0,10.9975395698052,12.953,13.461,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8682_safety_0.smt2",0,2.68170918367347,3.141,3.276,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8683_safety_0.smt2",0,3.14571206829647,3.875,4.08,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8684_safety_0.smt2",0,5.18871647923875,5.734,5.998,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8685_safety_0.smt2",0,0.507219827586207,0.563,0.683,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8686_safety_0.smt2",0,0.579135764318088,0.672,0.793,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8687_safety_0.smt2",0,2.7372341603899,2.953,3.117,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8691_safety_0.smt2",0,1.37674624687239,1.578,1.676,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8692_safety_0.smt2",0,0.517983736447039,0.594,0.678,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8694_safety_0.smt2",,545.739130434782,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8695_safety_0.smt2",0,1.01663066954644,1.125,1.198,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8697_safety_0.smt2",0,39.6145553315412,42.266,44.021,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8698_safety_0.smt2",0,0.149817708333333,0.172,1.368,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8699_safety_0.smt2",0,5.03102031993082,5.563,5.803,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8700_safety_0.smt2",0,1.1178667078698,1.297,1.384,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8701_safety_0.smt2",0,1.84840029761905,2.078,2.191,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8702_safety_0.smt2",0,0.625,0.781,0.837,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8703_safety_0.smt2",0,156.335397727273,164.406,170.981,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8704_safety_0.smt2",0,0.433305716652859,0.5,0.555,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8705_safety_0.smt2",,518.677685950413,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8706_safety_0.smt2",,507.766990291262,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8708_safety_0.smt2",0,0.357038606403013,0.453,1.905,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8709_safety_0.smt2",,541.03448275862,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8710_safety_0.smt2",0,0.431932011935209,0.484,0.546,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8711_safety_0.smt2",0,13.095953525641,13.672,14.138,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8712_safety_0.smt2",0,0.438283953287197,0.484,0.582,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8713_safety_0.smt2",,539.175257731959,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8714_safety_0.smt2",0,0.748375048506014,0.922,2.081,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8715_safety_0.smt2",0,25.7651154171961,29.078,30.187,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8717_safety_0.smt2",0,1.15554573574901,1.25,1.35,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8718_safety_0.smt2",0,443.428070353802,521.219,541.544,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8720_safety_0.smt2",0,35.7455821205821,41.094,42.703,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8721_safety_0.smt2",0,1.96979034976823,2.234,2.296,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8724_safety_0.smt2",0,285.038292068821,324.688,337.567,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8725_safety_0.smt2",0,41.5779364224138,46.109,48.997,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8726_safety_0.smt2",0,3.87124687239366,4.438,4.635,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8728_safety_0.smt2",0,9.5670731707317,10.5,10.876,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8729_safety_0.smt2",0,0.605591089545655,0.656,0.742,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8730_safety_0.smt2",0,0.737902257444765,0.734,0.781,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8731_safety_0.smt2",0,21.8853654791155,25.547,26.677,1,0,0,
