,"smt.arith.nl.bounded_nra=false","-file:{0} smt.arith.nl.bounded_nra=false",,,,,,
,"RV 11680","T_norm 11680","T_cpu 11680","T_wc 11680","# SAT 11680","# UNSAT 11680","# UNKNOWN 11680",
"QF_NIA_small\From_T2__ex36.t2__p30450_safety_0.smt2",0,9.39582399103139,10.016,10.425,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30487_safety_0.smt2",0,9.97588035420099,11.578,12.129,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30570_safety_0.smt2",0,11.0390817584224,12.844,13.542,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30669_safety_0.smt2",0,9.36956874189364,10.359,10.799,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30759_safety_0.smt2",0,1.84906511009871,2.328,2.597,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30852_safety_0.smt2",0,0.531744238590149,0.563,0.75,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30909_safety_0.smt2",0,3.93877834593153,4.234,4.468,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31057_safety_0.smt2",0,0.529995946493717,0.625,0.811,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31189_safety_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31283_safety_0.smt2",0,15.4555787334189,17.266,17.996,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31375_safety_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31417_safety_0.smt2",0,10.9585045193098,12.75,13.264,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31483_safety_0.smt2",0,18.3145919303072,19.094,19.94,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31535_safety_0.smt2",0,1.97569299708212,2.266,2.485,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31596_safety_0.smt2",0,1.59824085884354,1.797,1.96,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p31649_safety_0.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31717_safety_0.smt2",0,1.81671434409481,2.125,2.348,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31769_safety_0.smt2",0,1.54968302094818,1.344,1.517,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31824_safety_0.smt2",0,3.41243131868132,3.859,4.102,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31869_safety_0.smt2",0,0.710046547711404,0.875,1.072,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31932_safety_0.smt2",0,1.54917061611374,1.875,2.102,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p31964_safety_0.smt2",0,0.331712473572939,0.375,0.539,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p32037_safety_0.smt2",0,0.432469680264607,0.375,0.53,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p32131_safety_0.smt2",0,12.6389702568725,13.406,13.99,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22547_terminationG_0.smt2",0,605.364237756714,732.688,762.253,0,1,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22611_safety_0.smt2",0,1.17641388174807,1.313,1.532,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22718_safety_0.smt2",0,2.16314338235294,2.391,2.562,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22848_safety_0.smt2",0,0.545311010486178,0.547,0.726,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23071_safety_0.smt2",0,5.26171444321939,4.563,4.823,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23187_safety_0.smt2",0,27.0146903959562,30.656,31.913,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23260_safety_0.smt2",0,3.99215028150715,4.406,4.674,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23302_safety_0.smt2",0,1.39901917075346,1.5,1.653,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23504_safety_0.smt2",0,10.1116241658723,10.141,10.549,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23573_safety_0.smt2",0,1.3895495951417,1.641,1.815,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23612_safety_0.smt2",0,2.19074376787904,2.563,2.787,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23679_safety_0.smt2",0,1.89909771126761,2.063,2.269,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23746_safety_0.smt2",0,2.9191703417861,2.531,2.736,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23881_safety_0.smt2",0,31.3197643702452,35.422,36.945,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24107_safety_0.smt2",0,0.777924337674001,0.828,1.018,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24259_safety_0.smt2",0,3.92137960582691,4.375,4.621,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24469_safety_0.smt2",0,25.0884392334845,23.781,24.804,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24595_safety_0.smt2",0,20.8944609345078,26.078,27.189,1,0,0,
"QF_NIA_small\From_T2__ex40.t2__p32196_terminationG_0.smt2",0,429.811324879755,469.875,488.975,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__p32277_terminationG_0.smt2",0,22.4471959604641,24.969,25.989,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__p32294_terminationG_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationQ_1_0.smt2",0,13.864748166731,17.172,17.973,1,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_18_0.smt2",0,48.376976581265,57.766,60.176,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_27_0.smt2",0,12.6002913491708,13.438,13.984,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_9_0.smt2",0,25.4172754034017,27.859,29.01,0,1,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32378_terminationG_0.smt2",0,19.8369176542705,23.203,24.246,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32394_terminationG_0.smt2",0,105.897390463918,117.844,122.574,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32410_terminationG_0.smt2",0,250.775650726392,297.047,308.978,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__terminationS_2_0.smt2",0,23.1081298200514,25.781,26.828,0,1,0,
"QF_NIA_small\From_T2__florian_sumit.t2__p32424_terminationG_0.smt2",0,20.130630142919,22.219,23.146,1,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__p32442_edge_closing_0.smt2",0,2.8251944684529,3.125,3.482,1,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__terminationQ_0_0.smt2",0,1.84571659482759,2.047,2.284,0,1,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_12_0.smt2",0,24.1017703862661,26.844,27.823,0,1,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_21_0.smt2",0,526.108647959184,616.141,640.989,1,0,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_30_0.smt2",0,171.759900736799,200.578,208.711,0,1,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32585_terminationG_0.smt2",0,8.25933573755235,8.484,8.857,1,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32601_terminationG_0.smt2",0,738.033645072993,773.313,804.611,1,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32621_safety_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32640_edge_closing_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32660_terminationG_0.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32684_safety_0.smt2",0,3.91338663386634,4.563,4.85,0,1,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__terminationQ_1_0.smt2",0,6.33692752334371,6.813,7.139,0,1,0,
"QF_NIA_small\From_T2__fourn.t2__p32736_edge_closing_0.smt2",,857.025809094633,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2__p806_terminationG_0.smt2",0,647.850236355823,720.625,749.714,1,0,0,
"QF_NIA_small\From_T2__fun1.t2__p831_terminationG_0.smt2",0,40.7689114391144,42.25,44.025,1,0,0,
"QF_NIA_small\From_T2__fun1.t2__terminationQ_0_0.smt2",0,37.8508072809543,43.984,45.743,0,1,0,
"QF_NIA_small\From_T2__fun1.t2__terminationS_3_0.smt2",0,24.668500212585,27.734,28.916,0,1,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__p703_terminationG_0.smt2",0,12.3781802356722,11.047,11.494,1,0,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__p728_terminationG_0.smt2",0,169.831608102059,181.359,188.578,1,0,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__p754_terminationG_0.smt2",0,266.35991005635,293.734,305.588,1,0,0,
"QF_NIA_small\From_T2__fun1.t2_fixed__term_unfeasibility_0_0.smt2",0,113.931535269709,131.25,136.556,0,1,0,
"QF_NIA_small\From_T2__fun10.t2__p405_terminationG_0.smt2",0,0.995629558129558,1.109,1.327,1,0,0,
"QF_NIA_small\From_T2__fun10b.t2__p340_terminationG_0.smt2",,938.537460744729,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun11.t2__p467_terminationG_0.smt2",0,33.983605664488,37.281,38.827,0,1,0,
"QF_NIA_small\From_T2__fun11.t2_fixed__p437_terminationG_0.smt2",0,0.199314024390244,0.219,0.382,0,1,0,
"QF_NIA_small\From_T2__fun1b.t2__p596_terminationG_0.smt2",0,6.55931244041945,6.578,6.96,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p616_terminationG_0.smt2",0,120.780246034974,141.969,147.664,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p639_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p666_terminationG_0.smt2",0,51.7124236474695,56.656,58.919,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2__p685_terminationG_0.smt2",0,729.746059650824,719.281,748.095,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2__terminationS_15_0.smt2",0,19.4442326024786,19.5,20.33,0,1,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p494_terminationG_0.smt2",0,1.77374031007752,1.859,2.058,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p519_terminationG_0.smt2",0,137.883344030809,154.031,160.242,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p544_terminationG_0.smt2",0,43.4189182300163,50.891,52.984,1,0,0,
"QF_NIA_small\From_T2__fun1b.t2_fixed__p577_terminationG_0.smt2",0,327.863842138901,367.828,382.704,0,1,0,
"QF_NIA_small\From_T2__fun4.t2__p994_terminationG_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun4-alt.t2__p884_terminationG_0.smt2",0,4.54632482394366,4.938,5.195,0,1,0,
"QF_NIA_small\From_T2__fun5.t2__p1026_terminationG_0.smt2",0,95.3520936981758,109.938,114.441,0,1,0,
"QF_NIA_small\From_T2__fun5.t2_fixed__p1011_edge_closing_0.smt2",0,3.84795426579163,4.484,4.774,0,1,0,
"QF_NIA_small\From_T2__fun6.t2__p1084_terminationG_0.smt2",0,76.2938981795089,86.141,89.605,1,0,0,
"QF_NIA_small\From_T2__fun6.t2__p1105_edge_closing_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun6.t2_fixed__p1064_edge_closing_0.smt2",0,7.01195368885325,8.359,8.739,1,0,0,
"QF_NIA_small\From_T2__fun7.t2__p1142_terminationG_0.smt2",0,617.393915510719,702.094,730.518,1,0,0,
"QF_NIA_small\From_T2__fun7.t2__terminationQ_0_0.smt2",0,1.65061051324503,1.906,2.14,0,1,0,
"QF_NIA_small\From_T2__fun9.t2__p1196_terminationG_0.smt2",0,221.732361660079,268.156,278.904,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1232_edge_closing_0.smt2",,846.620801295022,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1248_edge_closing_0.smt2",0,18.61426690968,21.969,22.933,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1258_edge_closing_0.smt2",0,146.927683107536,165.891,172.604,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1270_edge_closing_0.smt2",0,156.98859107214,188.281,195.865,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1280_edge_closing_0.smt2",0,1.90688353330575,2.203,2.284,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1292_edge_closing_0.smt2",0,97.5258573513316,127.781,132.897,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1302_edge_closing_0.smt2",0,10.5082934336525,11.016,11.484,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1314_edge_closing_0.smt2",0,22.6724821348817,24.266,25.35,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1324_edge_closing_0.smt2",0,134.848746081505,143.938,149.751,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1334_edge_closing_0.smt2",0,8.54685027689873,10.328,10.837,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1346_edge_closing_0.smt2",0,9.47008256688963,10.828,11.362,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1356_edge_closing_0.smt2",0,107.09529159699,122.453,127.401,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1366_edge_closing_0.smt2",0,425.780830753356,394.438,410.354,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1376_edge_closing_0.smt2",0,3.35488904299584,3.469,3.718,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1386_edge_closing_0.smt2",0,238.141734825656,264.438,275.283,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1397_edge_closing_0.smt2",,868.770764119601,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1407_edge_closing_0.smt2",0,3.28947107765452,3.969,4.312,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1420_edge_closing_0.smt2",0,83.1339427138332,75.266,78.313,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1430_edge_closing_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1442_edge_closing_0.smt2",0,385.390443173002,474.922,494.069,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1452_edge_closing_0.smt2",0,255.405257107023,292.031,303.839,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1462_edge_closing_0.smt2",0,3.85152802294793,4.172,4.396,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1472_edge_closing_0.smt2",0,61.8818000483562,61.172,63.643,1,0,0,
"QF_NIA_small\From_T2__fun9.t2__p1483_edge_closing_0.smt2",0,7.60363203642384,8.781,9.17,1,0,0,
"QF_NIA_small\From_T2__hand7.t2__p1503_terminationG_0.smt2",,924.436588599205,1000,1000,0,0,0,
"QF_NIA_small\From_T2__heidy1.t2__p1531_terminationG_0.smt2",,1063.0081300813,1000,1000,0,0,0,
"QF_NIA_small\From_T2__heidy6.t2__terminationQ_1_0.smt2",0,47.5970495072736,48.484,50.496,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__p1650_edge_closing_0.smt2",,798.473282442748,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_14_0.smt2",0,7.55355316973415,8.828,9.203,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_24_0.smt2",0,32.8595394736841,32.828,34.191,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_33_0.smt2",0,45.4146064301552,48.953,50.975,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_42_0.smt2",0,63.0694125626044,72.234,75.195,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2__terminationS_5_0.smt2",0,9.49470499243566,9,9.382,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__p1619_terminationG_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_18_0.smt2",0,37.2313748913988,40.969,42.675,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_28_0.smt2",0,32.2333034513671,34.375,35.776,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_43_0.smt2",0,39.5725169864109,47.328,49.326,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_53_0.smt2",0,135.653837767117,148.688,154.71,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__p1697_terminationG_0.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__p1718_edge_closing_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_18_0.smt2",0,51.5310421862012,59.266,61.676,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_27_0.smt2",0,26.1638800424629,29.453,30.671,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_36_0.smt2",0,15.0532815631263,17.953,18.669,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_46_0.smt2",0,28.3672435035842,30.266,31.498,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2__terminationS_7_0.smt2",0,7.44778481012658,7.875,8.172,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__p1682_edge_closing_0.smt2",,846.963562753036,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_21_0.smt2",0,58.6168248945147,59.766,62.193,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_32_0.smt2",0,3.09108484312859,3.344,3.585,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_44_0.smt2",0,32.3877456331878,35.453,36.893,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_54_0.smt2",0,31.9777755018435,37.313,38.839,0,1,0,
"QF_NIA_small\From_T2__hqr.c.i.hqr.pl.t2.nor.t2.rlgfixed.t2_fixed__terminationS_64_0.smt2",0,18.8848277385159,20.438,21.379,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__p1776_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_18_0.smt2",0,25.3817350332594,27.359,28.427,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_28_0.smt2",0,42.6811305732484,48.047,50,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_38_0.smt2",0,53.4095495200698,58.516,60.889,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_48_0.smt2",0,9.30325124829777,9.797,10.285,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_58_0.smt2",0,8.02661223646135,9.281,9.7,0,1,0,
"QF_NIA_small\From_T2__hqr.t2__terminationS_68_0.smt2",0,10.048329540753,11.609,12.053,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__p1737_terminationG_0.smt2",,1075.57840616967,1000,1000,0,0,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__term_unfeasibility_1_0.smt2",0,100.887863714163,112.703,117.231,1,0,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_27_0.smt2",0,24.6601707116413,28.656,29.805,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_38_0.smt2",0,17.3647881170817,19,19.83,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_48_0.smt2",0,30.8509696016772,35.172,36.624,0,1,0,
"QF_NIA_small\From_T2__hqr.t2_fixed__terminationS_57_0.smt2",0,65.479911737735,68.266,71.059,0,1,0,
"QF_NIA_small\From_T2__insertsort.t2_fixed__p1846_terminationG_0.smt2",0,20.7156504937741,23.063,23.991,0,1,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2024_terminationG_0.smt2",0,2.58211054721977,2.797,2.99,1,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2040_terminationG_0.smt2",0,38.9392849415837,43.016,44.763,1,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2099_terminationG_0.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2132_terminationG_0.smt2",,1033.08641975309,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2157_terminationG_0.smt2",0,816.787019433883,924.156,961.566,1,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2182_terminationG_0.smt2",,855.973813420622,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2214_terminationG_0.smt2",0,231.871596409843,274.766,285.842,0,1,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2230_terminationG_0.smt2",0,19.2194057707829,22.766,23.734,1,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2254_terminationG_0.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2__p2276_terminationG_0.smt2",0,182.332240884883,212.75,221.265,0,1,0,
"QF_NIA_small\From_T2__janne_complex.t2_fixed__p1996_terminationG_0.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_NIA_small\From_T2__janne_complex.t2_fixed__terminationS_1_0.smt2",0,94.7113218272013,109.516,114.035,0,1,0,
"QF_NIA_small\From_T2__java_DivMinus2.c.t2__p2415_terminationG_0.smt2",0,96.7753678061445,106.906,111.225,1,0,0,
"QF_NIA_small\From_T2__java_Recursions.c.t2__p2534_terminationG_0.smt2",0,0.459693621295829,0.438,0.646,1,0,0,
"QF_NIA_small\From_T2__loop3.t2__term_unfeasibility_39_0.smt2",0,0.0416755206119847,0.047,0.194,0,1,0,
"QF_NIA_small\From_T2__matmult.t2__p2669_terminationG_0.smt2",0,0.853613237280504,0.906,1.068,1,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2711_terminationG_0.smt2",0,39.5469443212068,42.609,44.361,1,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2764_terminationG_0.smt2",0,75.7124596029548,78.391,81.508,1,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2790_terminationG_0.smt2",,836.8,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2810_terminationG_0.smt2",0,230.24266407236,261.609,272.232,0,1,0,
"QF_NIA_small\From_T2__mc91.t2__p2826_terminationG_0.smt2",,900.947459086994,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2842_terminationG_0.smt2",,853.877551020408,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2861_terminationG_0.smt2",0,679.403305390492,765.141,796.094,0,1,0,
"QF_NIA_small\From_T2__mc91.t2__p2877_terminationG_0.smt2",,874.216464688675,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2893_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91.t2__p2911_terminationG_0.smt2",0,2.28564658803707,2.594,2.819,0,1,0,
"QF_NIA_small\From_T2__mc91.t2__p2932_edge_closing_0.smt2",0,1.16128381106177,1.375,1.564,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p2968_terminationG_0.smt2",0,23.2607677902622,26.719,27.806,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3001_terminationG_0.smt2",0,5.01235137351374,5.844,6.107,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3031_terminationG_0.smt2",0,5.51989574731627,6.391,6.695,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3059_terminationG_0.smt2",0,668.297330641543,712.063,740.342,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3075_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3099_terminationG_0.smt2",0,5.04658111285266,6.156,6.415,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3121_terminationG_0.smt2",0,40.859375,48.438,50.435,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3143_terminationG_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3167_terminationG_0.smt2",0,13.9214224872232,15.625,16.327,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3189_terminationG_0.smt2",0,209.741441164412,244.531,254.316,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3205_terminationG_0.smt2",,858.784893267652,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3229_terminationG_0.smt2",0,5.90347521551724,6.547,6.908,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3256_terminationG_0.smt2",0,52.9684560327199,61.906,64.425,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3279_terminationG_0.smt2",0,656.377705388693,710.344,738.339,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3304_terminationG_0.smt2",0,7.97971889696452,8.922,9.452,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3327_terminationG_0.smt2",0,20.9013657957245,21.031,21.864,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3343_terminationG_0.smt2",,1023.48336594912,1000,1000,0,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3367_terminationG_0.smt2",0,4.97978933167289,5.734,5.981,1,0,0,
"QF_NIA_small\From_T2__mc91test.t2__p3388_edge_closing_0.smt2",0,104.13151465798,91.688,95.368,1,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__p6187_terminationG_0.smt2",,837.134853941577,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__p6203_terminationG_0.smt2",,838.813151563753,1000,1000,0,0,0,
"QF_NIA_small\From_T2__n_firewire_instrumented-PP.t2__p6221_edge_closing_0.smt2",,872.393661384487,1000,1000,0,0,0,
