,"smt.arith.nl.bounded_nra=false","-file:{0} smt.arith.nl.bounded_nra=false",,,,,,
,"RV 11680","T_norm 11680","T_cpu 11680","T_wc 11680","# SAT 11680","# UNSAT 11680","# UNKNOWN 11680",
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.70303321283326,2.859,3.08,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0978667664670659,0.109,0.196,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",0,806.711446867062,910.828,947.913,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,923.212709620477,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,37.4093400687876,41.594,43.304,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,842.86865431104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,877.148846960168,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,0.984400783828383,1.141,1.348,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,170.089475863701,171.797,178.785,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,52.4159575743049,52.266,54.343,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",0,120.78157715066,126.844,131.908,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,5.36597550494199,5.969,6.223,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,86.9549466824644,87.703,91.265,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,7.1065536437247,8.391,8.767,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,37.9438518439108,42.297,43.999,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,9.80625,10.734,11.162,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,886.816447647308,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,18.6408772554606,18.766,19.497,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.03756412786109,4.891,5.248,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,9.37548449612403,10.984,11.472,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,8.17966515729266,8.203,8.649,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.615664695575997,0.672,0.887,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,23.031883640553,23.891,24.882,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,46.410797034291,47.875,49.747,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,8.72238626421697,9.531,10.087,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,7.72117652394775,10.172,10.71,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.476754785779399,0.5,0.748,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,10.7174502212389,11.578,12.016,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,11.3365425989673,12.594,13.134,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,9.13661024305556,10.063,10.506,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0973256061250531,0.109,0.226,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,73.1224083369707,80.078,83.36,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.12563156831043,9.609,10.039,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.96252808988764,8.469,8.955,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.125774903805045,0.141,0.264,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.00486945710733,2.313,2.5,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,2.1227451188455,2.391,2.675,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,909.169926119079,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,1044.43334997504,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,18.1061869666408,22.313,23.228,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,5.48971653878943,6.156,6.44,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,43.6951103925067,46.828,48.736,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,973.929236499069,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,950.045413260672,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",0,7.44778481012658,8.719,9.092,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,869.85446985447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,884.940778341794,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",0,29.0256630086877,30.344,31.612,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,849.370686155095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.7365065546907,0.859,1.174,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,25.6969334608843,28.891,30.086,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,20.717241202946,24.203,25.249,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,4.5425910422771,5.188,5.514,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",0,60.2885564770932,72.969,75.938,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,40.8032237746221,42.578,44.292,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",0,46.4660874439463,44.578,46.387,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,8.70455406771096,8.234,8.606,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",0,34.7530380026514,37.594,39.112,0,1,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",0,310.744399453092,353.078,367.16,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,863.036303630363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,212.363146142151,267.078,277.667,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,1007.70712909441,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,889.455782312925,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",0,387.832362776753,401.922,418.196,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",0,327.017243255004,359.219,373.842,0,1,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.904062229904927,1,1.185,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.208580218778487,0.219,0.451,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,992.409867172675,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,992.409867172676,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,925.663716814159,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.28665296462382,1.234,1.411,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,29.6056580096028,32.422,33.795,0,1,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,748.74731567645,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.19621196546053,1.391,1.554,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.70262685226762,1.813,2.04,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,92.7079241537819,106.047,110.322,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,886.065226598899,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",0,0.920968250630782,1.047,1.254,0,1,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.527217741935484,0.625,0.828,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,2.72154561558902,2.938,3.203,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.39477714406422,1.578,1.782,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18393_terminationG_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cover.t2__p18610_edge_closing_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__curious.t2__p18703_terminationG_0.smt2",0,1.90231551920882,2.391,2.636,0,1,0,
"QF_NIA_small\From_T2__curious4.t2__p18665_edge_closing_0.smt2",,928.952042628774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__d.t2__p19043_terminationG_0.smt2",0,9.40678383705651,10.266,10.661,0,1,0,
"QF_NIA_small\From_T2__db2.t2__p18746_edge_closing_0.smt2",,890.591741166454,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_20_0.smt2",0,3.73287559704733,4.109,4.327,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_33_0.smt2",0,27.4865921494542,31.297,32.617,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_6_0.smt2",0,10.5378593429158,12.266,12.823,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__p18729_edge_closing_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_18_0.smt2",0,27.9049604001668,32,33.32,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_28_0.smt2",0,29.0414234760052,32.109,33.45,0,1,0,
"QF_NIA_small\From_T2__db3.t2__p18773_terminationG_0.smt2",,938.537460744729,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationQ_0_0.smt2",0,193.029789025357,232.891,242.109,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_26_0.smt2",0,6.22487304274228,7.031,7.345,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_40_0.smt2",0,5.62123817712812,6.25,6.529,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__p18755_terminationG_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_0_0.smt2",0,23.6688166311301,26.531,27.65,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_21_0.smt2",0,11.0529161205767,12.094,12.583,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_3_0.smt2",0,6.58796097770154,7.344,7.819,0,1,0,
"QF_NIA_small\From_T2__dead.neg-st88b-succeed.t2__p18802_terminationG_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2__p18873_terminationG_0.smt2",0,559.415467858994,515.828,536.728,0,1,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2_fixed__p18843_safety_0.smt2",0,1.23132219989954,1.172,1.377,0,1,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18920_terminationG_0.smt2",0,2.2820841889117,2.656,2.9,1,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18946_edge_closing_0.smt2",0,27.0216666666667,34.875,36.225,1,0,0,
"QF_NIA_small\From_T2__dummy.t2__p19098_terminationG_0.smt2",,891.350660417554,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__p19133_terminationG_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__terminationS_1_0.smt2",0,13.0237149050372,15.078,15.652,0,1,0,
"QF_NIA_small\From_T2__e-acqrel-succeed.t2__p19620_safety_0.smt2",0,0.25896786971831,0.281,0.477,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19669_safety_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19793_safety_0.smt2",0,0.743188945511564,0.906,1.096,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p19844_safety_0.smt2",0,1.8559716103769,1.813,2.047,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19879_safety_0.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19908_safety_0.smt2",0,0.541321656050956,0.609,0.797,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19956_safety_0.smt2",0,0.267820565342073,0.313,0.498,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19978_safety_0.smt2",,857.025809094633,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20050_safety_0.smt2",0,0.714990489776509,0.719,0.947,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20154_safety_0.smt2",0,0.288689281413087,0.344,0.547,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20182_safety_0.smt2",,930.19119608715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20225_safety_0.smt2",0,0.471521001272804,0.531,0.714,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20262_safety_0.smt2",0,0.739947378872121,0.891,1.08,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20296_safety_0.smt2",0,2.97529613466334,3.422,3.659,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20322_safety_0.smt2",0,0.766778887923545,0.844,1.023,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20360_safety_0.smt2",0,0.220068447037702,0.234,0.442,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20405_safety_0.smt2",,846.963562753036,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20458_safety_0.smt2",0,0.323082294800172,0.359,0.595,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20506_safety_0.smt2",0,1.64519867549669,1.781,1.99,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20573_safety_0.smt2",,869.49293433084,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20628_safety_0.smt2",0,9.97150814053128,11.125,11.659,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20672_safety_0.smt2",0,0.483627067014795,0.531,0.747,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20696_safety_0.smt2",0,1.32778982199909,1.391,1.601,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20738_safety_0.smt2",0,22.9253106571188,26.016,27.105,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20765_safety_0.smt2",0,0.61924898511502,0.656,0.838,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20799_safety_0.smt2",0,1.17125720757825,1.359,1.621,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20828_safety_0.smt2",,817.506838608832,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20879_safety_0.smt2",,934.345690040197,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20924_safety_0.smt2",0,2.01590338053906,2.109,2.3,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21066_safety_0.smt2",0,0.427287581699347,0.469,0.655,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21132_safety_0.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p21367_safety_0.smt2",0,0.367675072568941,0.484,0.745,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21455_safety_0.smt2",0,0.568973020017406,0.625,0.821,0,1,0,
"QF_NIA_small\From_T2__edn.t2__terminationS_2_0.smt2",0,0.378410970231533,0.328,0.481,0,1,0,
"QF_NIA_small\From_T2__efegp.t2__p21964_edge_closing_0.smt2",0,50.0765719533276,55.391,57.612,1,0,0,
"QF_NIA_small\From_T2__efegp.t2_fixed__p21941_edge_closing_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_T2__eric.t2__p22069_terminationG_0.smt2",0,1.72181069958848,2,2.178,0,1,0,
"QF_NIA_small\From_T2__eric1.t2__p22014_edge_closing_0.smt2",0,0.344986807387863,0.313,0.466,0,1,0,
"QF_NIA_small\From_T2__eric2.t2__terminationQ_0_0.smt2",0,7.07168183742591,7.984,8.262,1,0,0,
"QF_NIA_small\From_T2__ex1.t2__p22351_terminationG_0.smt2",0,1.19018205461638,1.313,1.507,0,1,0,
"QF_NIA_small\From_T2__ex1.t2__p22367_terminationG_0.smt2",,811.167119038387,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex10.t2__p22103_terminationG_0.smt2",0,0.766330988917306,0.859,1.047,0,1,0,
"QF_NIA_small\From_T2__ex16.t2__p22228_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2__p22253_terminationG_0.smt2",,824.59597950335,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22165_terminationG_0.smt2",,926.894107221976,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22190_terminationG_0.smt2",,845.594179466451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex17.t2__p22290_terminationG_0.smt2",0,14.7201986754967,17,17.759,0,1,0,
"QF_NIA_small\From_T2__ex19.t2__p22325_terminationG_0.smt2",,863.392488650433,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex2.t2__p22462_terminationG_0.smt2",0,1.11419404517454,1.297,1.498,0,1,0,
"QF_NIA_small\From_T2__ex2.t2_fixed__p22449_terminationG_0.smt2",,972.57089725709,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p24638_terminationG_0.smt2",,1192.7023945268,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25279_safety_0.smt2",0,0.410007569204152,0.453,0.661,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25402_safety_0.smt2",0,0.62107600165221,0.719,0.939,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25532_safety_0.smt2",0,2.79344706632653,3.141,3.303,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25650_safety_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25811_safety_0.smt2",0,0.722725950349108,0.891,1.135,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26154_safety_0.smt2",0,0.957036082474227,1.109,1.365,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26310_safety_0.smt2",0,4.80328919265271,5.375,5.63,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26688_safety_0.smt2",0,4.6873225272125,4.734,5.006,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26896_safety_0.smt2",0,14.5889473684211,16.563,17.282,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27260_safety_0.smt2",0,0.500866472090478,0.656,0.882,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27736_safety_0.smt2",0,0.407574812967581,0.469,0.672,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27854_safety_0.smt2",0,0.482039657233958,0.578,0.792,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27937_safety_0.smt2",0,0.646956952003956,0.625,0.822,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p28143_safety_0.smt2",0,0.409830306960657,0.453,0.664,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28282_safety_0.smt2",0,0.462277600364964,0.484,0.647,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28396_safety_0.smt2",0,0.799569859038143,0.922,1.098,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28445_safety_0.smt2",0,0.326875,0.391,0.597,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28528_safety_0.smt2",0,0.542638339920948,0.656,0.841,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28593_safety_0.smt2",0,15.958867746005,18.141,18.846,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28669_safety_0.smt2",0,4.01762313601446,4.25,4.476,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28710_safety_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28763_safety_0.smt2",0,0.497482094897046,0.531,0.745,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28843_safety_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28953_safety_0.smt2",0,0.470836970755129,0.516,0.73,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29075_safety_0.smt2",0,0.524799311926606,0.656,0.88,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29189_safety_0.smt2",0,1.13110490582567,1.234,1.528,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29291_safety_0.smt2",0,17.5931838267786,19.031,19.842,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29339_safety_0.smt2",0,0.478286998327759,0.547,0.857,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29417_safety_0.smt2",0,10.0525164676822,11.672,12.194,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29508_safety_0.smt2",0,1.80404073587385,1.969,2.25,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29585_safety_0.smt2",0,6.31273875212224,7.109,7.448,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29667_safety_0.smt2",0,0.486552774018945,0.516,0.726,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29769_safety_0.smt2",0,0.349024640657084,0.406,0.625,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29903_safety_0.smt2",0,4.73582677165354,5.75,6.111,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29995_safety_0.smt2",0,0.489496672212978,0.563,0.791,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30140_safety_0.smt2",,840.498192044998,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30283_safety_0.smt2",0,0.632754069511659,0.688,0.893,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30341_safety_0.smt2",0,1.08435181143605,1.188,1.412,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30378_safety_0.smt2",0,9.40121218400331,10.844,11.374,1,0,0,
