,"enable_gcd=false","-file:{0} smt.arith.enable_gcd=false",,,,,,
,"RV 11679","T_norm 11679","T_cpu 11679","T_wc 11679","# SAT 11679","# UNSAT 11679","# UNKNOWN 11679",
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__p12246_terminationG_0.smt2",0,46.7716270620581,56.922,59.251,0,1,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationQ_3_0.smt2",0,1.98621961805556,2.188,2.407,1,0,0,
"QF_NIA_small\From_AProVE_2014__SortCount.jar-obl-10__terminationS_4_0.smt2",0,4.89962526766595,5.469,5.91,0,1,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12326_terminationG_0.smt2",,956.124314442413,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12350_terminationG_0.smt2",,938.958707360862,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric2_rec.jar-obl-8__p12293_terminationG_0.smt2",0,13.8096746937051,15.625,16.259,0,1,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__p12391_terminationG_0.smt2",0,3.46121201329535,3.484,3.649,1,0,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.755108840515326,0.813,0.999,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12467_terminationG_0.smt2",0,3.79764588859417,3.422,3.624,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12483_terminationG_0.smt2",,875.680200920887,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__terminationS_12_0.smt2",0,3.7206443523768,4.078,4.297,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12559_terminationG_0.smt2",0,54.8597455799914,60.813,63.257,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12576_terminationG_0.smt2",,788.838612368024,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_11_0.smt2",0,5.03092676872155,5.813,6.113,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_9_0.smt2",0,3.84966843501327,3.469,3.7,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test1.jar-obl-8__p12793_terminationG_0.smt2",0,9.85169438927507,9.484,9.971,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12672_terminationG_0.smt2",0,34.4158743042672,35.469,36.975,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12688_terminationG_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12705_edge_closing_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12728_edge_closing_0.smt2",0,2.91471835580687,3.203,3.417,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12748_edge_closing_0.smt2",0,2.07631230701367,2.25,2.439,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12774_edge_closing_0.smt2",0,723.295766652249,799.359,831.876,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test2.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.464351054670684,0.516,0.739,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_1_0.smt2",0,26.764829594478,29.656,30.908,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_10_0.smt2",0,31.9908112222706,35.156,36.662,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_29_0.smt2",0,30.716735966736,35.313,36.785,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_38_0.smt2",0,43.7516087516087,48.75,50.718,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_6_0.smt2",0,27.8716089545655,30.203,31.471,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__p12864_terminationG_0.smt2",0,39.952981148619,43.563,45.374,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__term_unfeasibility_4_0.smt2",0,40.6956285444235,51.453,53.598,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_16_0.smt2",0,57.7343144640551,64.109,66.759,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_25_0.smt2",0,38.0714791582355,44.969,46.787,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_34_0.smt2",0,24.3213089061824,26.891,28.008,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_43_0.smt2",0,20.2411599827512,22.438,23.374,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12888_terminationG_0.smt2",0,0.719491799741044,0.797,1.005,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12919_safety_0.smt2",0,0.296261329305136,0.328,0.515,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12938_edge_closing_0.smt2",0,98.2309133489462,100.25,104.425,1,0,0,
"QF_NIA_small\From_AProVE_2014__TestJulia7.jar-obl-8__p12986_terminationG_0.smt2",0,3.84640505522515,4.328,4.591,0,1,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13025_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13043_edge_closing_0.smt2",0,1.17206175298805,1.266,1.474,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__p13155_edge_closing_0.smt2",0,478.836445570217,485.703,505.242,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__terminationS_3_0.smt2",0,12.0785219399538,12.5,13.05,0,1,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__p13122_edge_closing_0.smt2",0,64.195484238905,73.984,76.913,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__terminationS_4_0.smt2",0,4.07046046401515,4.109,4.406,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternatingIncr.jar-obl-8__p13182_terminationG_0.smt2",0,0.2961335202761,0.328,0.542,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2",0,15.0153171182266,17.484,18.279,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13246_terminationG_0.smt2",0,26.0540263385147,28.844,30.057,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13266_edge_closing_0.smt2",,970.315398886828,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13409_terminationG_0.smt2",0,23.1870582120582,26.656,27.725,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13363_terminationG_0.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complxStruc.jar-obl-8__terminationQ_0_0.smt2",0,5.13286196707471,5.813,6.088,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-convLower.jar-obl-8__p13465_terminationG_0.smt2",0,0.638892045454546,0.672,0.892,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13488_terminationG_0.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13504_terminationG_0.smt2",,867.330016583748,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-even.jar-obl-9__p13541_terminationG_0.smt2",,950.909090909091,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex02.jar-obl-8__p13595_terminationG_0.smt2",0,2.71239981140971,2.75,2.997,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex04.jar-obl-8__p13648_terminationG_0.smt2",0,71.9209646094087,79.656,82.965,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex06.jar-obl-8__p13693_terminationG_0.smt2",0,2.62151676483915,2.766,3.051,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex08.jar-obl-8__p13746_terminationG_0.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex09half.jar-obl-8__p13773_terminationG_0.smt2",,926.073483842408,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,195.015019590771,214.125,222.795,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,984.007525870179,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,2.98547684791844,3.359,3.603,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,928.952042628774,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,917.141604559404,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.72039473684211,1.891,2.089,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,147.627011684303,160.047,166.436,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.724599753694581,0.844,1.088,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.73461287516312,1.906,2.131,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,6.79753026372676,7.516,7.893,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,18.9257994493859,21.359,22.279,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,232.717306346244,238.391,248.159,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.52941334191334,5.047,5.309,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,479.234741651625,507.641,528.285,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,7.10960067969414,8,8.347,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,11.9816399480069,13.219,13.927,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,995.242626070409,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,6.5987412177986,6.734,7.226,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,45.7021007479103,49.656,51.689,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,0.970342268498006,1.047,1.287,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,7.63997781065089,8.641,9.075,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,7.46436672967864,9.438,9.916,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,926.073483842408,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,0.8594905505341,1,1.204,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.544338051623647,0.625,0.857,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.57231012658228,1.781,2.009,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,2.9149012866016,3.141,3.39,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.190469520394442,0.203,0.406,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,11.3915236051502,12.688,13.439,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.51442307692308,2.266,2.422,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,936.856247201075,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0891882673942702,0.094,0.249,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",,926.483613817538,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,926.894107221976,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,933.928571428571,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,880.842105263158,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,45.5257660167131,46.875,48.769,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,940.224719101124,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,1044.95504495504,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,1.34595588235294,1.422,1.623,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,991.939307728781,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,340.465183423913,359.344,374.035,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,57.0665677220756,62.031,64.628,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,5.50200248194946,5.828,6.109,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,78.7413727823453,86.984,90.531,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,3.24665236609464,2.984,3.172,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,912.739965095986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,45.2729074889868,49.125,51.12,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,10.3004641909815,9.281,9.691,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,36.5634881422925,35.375,36.831,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.21118391825855,4.531,4.729,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,9.03430471453287,9.984,10.416,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.46982388316151,8.313,8.557,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.530595899188381,0.594,0.827,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,1184.5979614949,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,18.7714888940305,19.391,20.196,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,50.3104503716659,55,57.234,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,9.51117440841367,10.375,10.805,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,8.48775011368804,8.922,9.383,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.422865459249676,0.469,0.65,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,11.0065914866582,12.422,12.926,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,10.5021223334784,11.531,11.955,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,9.327098738582,10.25,10.716,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0709672166739036,0.078,0.27,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,5.02752624671915,4.578,4.856,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.91201230840688,9.172,9.643,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,7.82154965004375,8.547,9.021,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.099354103343465,0.109,0.276,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.10287199124726,2.297,2.486,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,2.35533831282953,2.563,2.742,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,20.2659854309996,23.938,24.937,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,956.999085086917,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,5.46505617977528,5.813,6.076,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,39.4200683796104,45.469,47.329,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,1063.0081300813,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,878.253568429891,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",0,22.3423771846953,22.609,23.536,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,953.075170842825,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",0,33.603708495041,37.25,38.864,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,920.369555653322,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.822045038866027,0.859,1.287,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,25.7752930959618,28.375,29.512,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,33.2126574033869,36.563,38.089,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,4.54228896103896,5.016,5.328,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",0,82.53280651341,92.672,96.401,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,37.9211302637668,39.172,40.695,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",0,34.1649011299435,37.578,39.159,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,7.84884882253995,8.922,9.352,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",0,35.5259103641457,36.375,37.861,0,1,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",0,161.439137554585,176.719,183.766,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,833.134209478295,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,193.472522204279,229.078,238.277,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,856.674856674857,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",0,392.358641462401,451.438,469.63,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,904.062229904927,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,951.341518872215,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",0,322.04518469657,350.063,364.253,0,1,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,918.349429323968,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.762880735759493,0.922,1.445,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.166137229987294,0.188,0.392,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,863.036303630363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,1061.92893401015,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.34579265704584,1.516,1.732,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,8.74106032338308,10.078,10.535,0,1,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,869.492934330839,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,830.15873015873,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.20427631578947,1.313,1.487,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.56445891571368,1.766,1.989,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,101.067163025556,117.203,121.85,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,845.594179466451,1000,1000,0,0,0,
