,"smt.arith.gomory_use_closest_int=false","-file:{0} smt.arith.gomory_use_closest_int=false",,,,,,
,"RV 11690","T_norm 11690","T_cpu 11690","T_wc 11690","# SAT 11690","# UNSAT 11690","# UNKNOWN 11690",
"QF_NIA_small\From_AProVE_2014__sumGeneric_rec.jar-obl-8__p12350_terminationG_0.smt2",,920.369555653322,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__sumGeneric2_rec.jar-obl-8__p12293_terminationG_0.smt2",0,14.1084591474245,15.188,15.828,0,1,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__p12391_terminationG_0.smt2",0,3.05864669873196,3.344,3.567,1,0,0,
"QF_NIA_small\From_AProVE_2014__sunset_rec.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.773668639053255,0.875,1.144,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12467_terminationG_0.smt2",0,4.00495495495495,4.25,4.454,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__p12483_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesIte.jar-obl-13__terminationS_12_0.smt2",0,4.47246751928542,5.266,5.539,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12559_terminationG_0.smt2",0,60.6954680220246,68.5,71.15,1,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__p12576_terminationG_0.smt2",,944.043321299639,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_11_0.smt2",0,4.17343434343434,4.938,5.172,0,1,0,
"QF_NIA_small\From_AProVE_2014__TaylorSeriesRec.jar-obl-13__terminationS_9_0.smt2",0,5.38076540755467,6.469,6.795,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test1.jar-obl-8__p12793_terminationG_0.smt2",0,8.98038747346072,10.109,10.507,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12672_terminationG_0.smt2",0,34.308367768595,37.703,39.184,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12688_terminationG_0.smt2",,866.611433305717,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12705_edge_closing_0.smt2",0,31.7762997787611,34.328,35.794,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12728_edge_closing_0.smt2",0,2.91924416222859,3.406,3.631,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12748_edge_closing_0.smt2",0,2.05697862041146,2.438,2.671,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test13Loops.jar-obl-10__p12774_edge_closing_0.smt2",0,702.289869281046,770.438,801.683,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test2.jar-obl-8__term_unfeasibility_0_0.smt2",0,0.484035168903286,0.5,0.697,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_1_0.smt2",0,26.0914869812856,30.656,31.873,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_10_0.smt2",0,30.1962056504599,32.953,34.251,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_29_0.smt2",0,24.4332139975797,28.953,30.176,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_38_0.smt2",0,42.8854302832244,47.047,48.964,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test4.jar-obl-10__terminationS_6_0.smt2",0,31.8216941727791,37.328,38.919,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__p12864_terminationG_0.smt2",0,42.8408738938053,46.281,48.202,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__term_unfeasibility_4_0.smt2",0,30.4473203092353,34.828,36.276,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_16_0.smt2",0,40.7174661160525,45.953,47.842,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_25_0.smt2",0,30.823142173189,35.391,36.822,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_34_0.smt2",0,23.1230777223608,26.594,27.693,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test6.jar-obl-13__terminationS_43_0.smt2",0,20.1630566578483,21.859,22.767,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12888_terminationG_0.smt2",0,0.774501884760368,0.688,0.828,1,0,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12919_safety_0.smt2",0,0.276900968132311,0.328,0.537,0,1,0,
"QF_NIA_small\From_AProVE_2014__Test7.jar-obl-11__p12938_edge_closing_0.smt2",0,91.9298940601231,121.328,126.157,1,0,0,
"QF_NIA_small\From_AProVE_2014__TestJulia7.jar-obl-8__p12986_terminationG_0.smt2",0,3.95154314395558,4.422,4.692,0,1,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13025_terminationG_0.smt2",,894.017094017094,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__TriTas.jar-obl-12__p13043_edge_closing_0.smt2",0,1.06860165696373,1.141,1.343,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__p13155_edge_closing_0.smt2",0,472.1735021398,474.656,493.55,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDown_rec.jar-obl-8__terminationS_3_0.smt2",0,10.3911842105263,11.797,12.348,0,1,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__p13122_edge_closing_0.smt2",0,60.8875763986836,61.906,64.454,1,0,0,
"QF_NIA_small\From_AProVE_2014__upAndDownIneq_rec.jar-obl-8__terminationS_4_0.smt2",0,3.88056486357109,3.875,4.063,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternatingIncr.jar-obl-8__p13182_terminationG_0.smt2",0,0.294349392165691,0.313,0.583,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDiv.jar-obl-8__p13204_edge_closing_0.smt2",0,14.8215379901961,17.344,18.037,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13246_terminationG_0.smt2",0,26.5203359082397,27.078,28.157,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-alternDivWidening.jar-obl-8__p13266_edge_closing_0.smt2",,1087.31808731809,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv.jar-obl-8__p13409_terminationG_0.smt2",0,26.656067429406,26.172,27.206,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13363_terminationG_0.smt2",,911.546840958606,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-complxStruc.jar-obl-8__terminationQ_0_0.smt2",0,5.37652507907817,5.688,5.988,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-convLower.jar-obl-8__p13465_terminationG_0.smt2",0,0.646850263852243,0.703,0.896,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13488_terminationG_0.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-cousot.jar-obl-8__p13504_terminationG_0.smt2",,915.936952714536,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-even.jar-obl-9__p13541_terminationG_0.smt2",,882.328131590046,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex02.jar-obl-8__p13595_terminationG_0.smt2",0,2.33894655477032,2.531,2.667,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex04.jar-obl-8__p13648_terminationG_0.smt2",0,63.1216609220164,70.031,72.872,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex06.jar-obl-8__p13693_terminationG_0.smt2",0,2.61849132176235,2.813,3.016,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex08.jar-obl-8__p13746_terminationG_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-ex09half.jar-obl-8__p13773_terminationG_0.smt2",,899.011602922217,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13800_terminationG_0.smt2",0,205.836829436038,214.594,223.237,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13819_terminationG_0.smt2",,934.345690040196,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-factorial.jar-obl-8__p13835_terminationG_0.smt2",,998.091603053435,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13857_terminationG_0.smt2",0,3.26443576770787,3.547,3.764,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13879_terminationG_0.smt2",,1112.76595744681,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13895_terminationG_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13911_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13925_edge_closing_0.smt2",0,1.76576456826882,1.984,2.176,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-fib.jar-obl-8__p13936_edge_closing_0.smt2",0,177.012201801363,173.797,180.475,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-flip2.jar-obl-8__p13963_edge_closing_0.smt2",0,0.721149766652524,0.813,0.991,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-gauss.jar-obl-8__p14028_terminationG_0.smt2",0,1.78402683806946,1.891,2.094,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14098_terminationG_0.smt2",0,6.64276000870322,7.297,7.639,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-lcm.jar-obl-10__p14129_edge_closing_0.smt2",0,20.3782273299748,23.203,24.174,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-marbie2.jar-obl-8__p14171_terminationG_0.smt2",0,247.564405311778,256.203,266.152,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14201_terminationG_0.smt2",0,4.29615218331172,4.75,5.056,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14221_terminationG_0.smt2",0,467.268438697318,524.672,545.807,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14237_terminationG_0.smt2",,872.393661384487,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14264_terminationG_0.smt2",0,12.1080476498491,13.422,13.942,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14280_terminationG_0.smt2",0,8.25597662950257,9.203,9.692,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorInterv.jar-obl-8__p14299_edge_closing_0.smt2",0,10.4103545137544,12.844,13.434,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-mirrorIntervSim.jar-obl-8__p14328_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowing.jar-obl-8__p14385_terminationG_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-narrowKonv.jar-obl-8__p14411_terminationG_0.smt2",,876.781223805532,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-plait.jar-obl-8__p14480_terminationG_0.smt2",0,6.88445465942332,7.875,8.159,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-sunset.jar-obl-8__p14515_edge_closing_0.smt2",0,46.5428772522523,49.391,51.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__p14597_terminationG_0.smt2",0,0.895359249894648,1.016,1.213,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDown.jar-obl-8__terminationS_1_0.smt2",0,6.84086426914153,7.047,7.418,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2",0,8.63967464221825,9.234,9.658,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileBreak.jar-obl-8__p14672_terminationG_0.smt2",,966.728280961183,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileIncrPart.jar-obl-8__p14730_terminationG_0.smt2",0,0.880604141535987,1.047,1.268,0,1,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNested.jar-obl-8__p14763_terminationG_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileNestedOffset.jar-obl-8__p14810_edge_closing_0.smt2",0,0.617003984899329,0.703,0.928,1,0,0,
"QF_NIA_small\From_AProVE_2014__Velroyen08-whileSum.jar-obl-8__p14857_terminationG_0.smt2",0,1.47561467150343,1.75,1.954,1,0,0,
"QF_NIA_small\From_AProVE_2014__whileNested_rec.jar-obl-9__p14975_terminationG_0.smt2",0,2.71525559105431,3.25,3.466,0,1,0,
"QF_NIA_small\From_AProVE_2014__whileNestedOffset_rec.jar-obl-9__p14936_terminationG_0.smt2",0,0.171738178633976,0.188,0.398,0,1,0,
"QF_NIA_small\From_T2__1.t2__p15279_safety_0.smt2",0,12.1397867950481,12.656,13.232,1,0,0,
"QF_NIA_small\From_T2__1394complete-fail.t2__p15161_safety_0.smt2",0,2.51668730301666,2.672,3.003,1,0,0,
"QF_NIA_small\From_T2__2.t2__p15344_terminationG_0.smt2",,976.201586560896,1000,1000,0,0,0,
"QF_NIA_small\From_T2__acqrel-fail.t2__p15388_terminationG_0.smt2",0,0.0690775570583263,0.078,0.263,0,1,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15470_terminationG_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15486_terminationG_0.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__p15502_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2__terminationQ_9_0.smt2",,956.999085086917,1000,1000,0,0,0,
"QF_NIA_small\From_T2__afagp-fail.t2_fixed__p15428_terminationG_0.smt2",0,37.3648900871008,43.063,44.743,0,1,0,
"QF_NIA_small\From_T2__agafp.t2__p15582_terminationG_0.smt2",,881.584492203961,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15598_terminationG_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15616_terminationG_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15632_terminationG_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__p15648_terminationG_0.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2__terminationQ_12_0.smt2",0,1.34224033816425,1.594,1.828,1,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15538_terminationG_0.smt2",,874.947720618988,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15554_terminationG_0.smt2",,880.471380471381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__agafp.t2_fixed__p15572_edge_closing_0.smt2",0,131.530883277452,150.016,156.015,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16279_terminationG_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16319_terminationG_0.smt2",0,59.8401064344462,59.125,61.54,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__p16354_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2__terminationQ_9_0.smt2",0,4.94347993827161,5.359,5.647,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16109_terminationG_0.smt2",0,80.6410584356526,84.766,88.239,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16142_safety_0.smt2",0,2.80886689132266,3.188,3.372,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__p16184_edge_closing_0.smt2",,1007.22195474242,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted.t2_fixed__terminationS_4_0.smt2",0,44.0812612007168,47.031,48.971,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15947_terminationG_0.smt2",0,10.2157813217072,10.641,11.117,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p15972_terminationG_0.smt2",,935.181046043809,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__p16010_terminationG_0.smt2",0,116.661957644628,134.953,140.466,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2__term_unfeasibility_2_0.smt2",0,4.2534780334728,4.859,5.08,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15778_terminationG_0.smt2",0,9.54498751135331,10.047,10.496,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15806_terminationG_0.smt2",,849.370686155095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15852_terminationG_0.smt2",0,7.2905943627451,8.531,8.867,1,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15876_safety_0.smt2",0,0.523792767431789,0.578,0.782,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__p15906_edge_closing_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_11_0.smt2",0,18.5454987046632,20.531,21.507,0,1,0,
"QF_NIA_small\From_T2__apchild-accepted-fail.t2_fixed__terminationS_5_0.smt2",0,42.9145770958083,41.109,42.81,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16624_terminationG_0.smt2",0,7.99148792169929,9.172,9.592,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16640_terminationG_0.smt2",,843.888664784187,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16660_terminationG_0.smt2",0,8.35102234401349,9.469,9.915,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2__p16675_safety_0.smt2",0,0.375420792079208,0.453,0.66,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_1_0.smt2",0,11.2920454545455,13.063,13.625,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2__terminationS_4_0.smt2",0,10.5805042297418,11.359,11.801,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16480_terminationG_0.smt2",0,9.01390941722973,10.203,10.679,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16501_safety_0.smt2",0,0.0755256469500924,0.078,0.242,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16518_safety_0.smt2",0,4.33289912463527,4.969,5.228,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16538_terminationG_0.smt2",0,8.69931370494551,9.922,10.368,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16558_terminationG_0.smt2",0,6.77180976762505,8.219,8.542,1,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16582_safety_0.smt2",0,0.1230910041841,0.141,0.251,0,1,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__p16596_terminationG_0.smt2",,1153.25248070562,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchild-live.t2_fixed__term_unfeasibility_2_0.smt2",0,2.14492837338263,2.219,2.442,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16429_terminationG_0.smt2",0,2.44100047869795,2.438,2.679,1,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16446_terminationG_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__p16461_edge_closing_0.smt2",,866.970576046415,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2__terminationS_33_0.smt2",0,19.5324377111486,22.109,23.067,0,1,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__p16388_terminationG_0.smt2",,1001.4360938248,1000,1000,0,0,0,
"QF_NIA_small\From_T2__apchildlive-succeed.t2_fixed__term_unfeasibility_1_0.smt2",0,4.82573119777159,4.969,5.24,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17029_terminationG_0.smt2",0,40.5216041666667,58.109,60.519,1,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17049_terminationG_0.smt2",,970.315398886828,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17068_terminationG_0.smt2",,904.453091223519,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17084_terminationG_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17100_terminationG_0.smt2",,967.622571692877,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17118_terminationG_0.smt2",0,22.7423429023508,24.047,25.129,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17134_terminationG_0.smt2",,993.824228028504,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17150_terminationG_0.smt2",,928.539724811363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17168_terminationG_0.smt2",0,32.7329413809083,33.766,35.165,0,1,0,
"QF_NIA_small\From_T2__bakery.t2__p17184_terminationG_0.smt2",,945.323090826932,1000,1000,0,0,0,
"QF_NIA_small\From_T2__bakery.t2__p17200_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_T2__brockschmidt_1.t2__p17389_terminationG_0.smt2",0,0.753039675767918,0.844,1.008,1,0,0,
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,25.7617154591407,29.234,30.514,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,33.3750547765118,36.406,37.911,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,5.14200019912386,6.172,6.499,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",0,78.0488740208877,85.734,89.197,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,34.7963709677419,38.156,39.66,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",0,35.0817160087719,38.234,39.82,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,8.23096554657592,9.25,9.594,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",0,32.1106617647059,36.531,38.112,0,1,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",0,166.906597079391,193.953,201.703,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,193.408623260437,232.516,241.964,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,845.936109987869,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,1081.69596690796,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",0,444.153479782271,546.063,567.056,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,882.328131590046,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",0,365.518953774006,391.203,406.647,0,1,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.660495485812554,0.734,0.973,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.146800149700598,0.141,0.274,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,965.835641735919,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,950.045413260672,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.17580935251799,1.328,1.517,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,921.180096873624,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,10.1496833958724,10.344,10.798,0,1,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.17464374225527,1.359,1.473,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,872.393661384487,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.5117139959432,1.781,2.002,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,92.1062848883573,110.422,115.03,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,856.674856674857,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",0,1.3401875,1.922,2.224,0,1,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.495706958073149,0.531,0.737,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,3.21391542404474,3.297,3.543,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.34276452282158,1.547,1.747,1,0,0,
