,"smt.arith.gomory_polarity=false","-file:{0} smt.arith.gomory_polarity=false",,,,,,
,"RV 11688","T_norm 11688","T_cpu 11688","T_wc 11688","# SAT 11688","# UNSAT 11688","# UNKNOWN 11688",
"QF_NIA_small\From_T2__pentagon.t2__p7186_edge_closing_0.smt2",0,22.5346800560486,23.063,24.113,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2__p7265_terminationG_0.smt2",0,9.58484960033656,10.891,11.315,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7297_terminationG_0.smt2",,811.796662786185,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__p7218_edge_closing_0.smt2",,908.774978279757,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_16_0.smt2",0,4.96792400881057,5.391,5.682,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_25_0.smt2",0,7.71198593073593,8.516,8.834,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_3_0.smt2",0,23.3912003391473,23.078,24.099,0,1,0,
"QF_NIA_small\From_T2__polling.bug.t2__term_unfeasibility_0_0.smt2",0,5.5212494572297,6.078,6.369,1,0,0,
"QF_NIA_small\From_T2__polling.bug.t2_fixed__term_unfeasibility_1_0.smt2",0,49.879012542517,56.078,58.365,0,1,0,
"QF_NIA_small\From_T2__polling.t2_fixed__p7336_terminationG_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank2.t2__p7393_terminationG_0.smt2",0,1.03928027003484,1.141,1.326,0,1,0,
"QF_NIA_small\From_T2__polyrank3.t2__p7436_terminationG_0.smt2",0,40.8351261127596,46.047,47.9,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7472_terminationG_0.smt2",0,36.141483809118,40.547,42.178,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7499_terminationG_0.smt2",0,0.651766363242306,0.719,1.02,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7519_terminationG_0.smt2",0,3.22706705059646,3.75,3.977,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7550_terminationG_0.smt2",0,0.577418138733305,0.641,0.991,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7566_terminationG_0.smt2",0,6.76437982005142,7.547,7.869,1,0,0,
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.755862783595113,0.828,1.044,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.52565594583157,0.594,1.049,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,843.548387096774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,14.5520008336807,16.688,17.613,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",0,15.0622738238842,17.906,18.634,1,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,215.57001736865,237.313,247.008,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,51.5071291704238,54.609,56.865,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",0,177.574700467562,145.234,151.136,1,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,55.440951229343,65.75,68.374,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",0,79.3113120950324,87.766,91.502,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,940.224719101124,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",0,2.50534209470305,2.984,3.2,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,154.864421834625,171.891,178.801,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",0,15.5771847345133,16.828,17.554,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",0,14.2744914902449,16.438,17.096,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,3.33214196916957,3.203,3.409,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,806.16570327553,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,0.942153722978383,1.125,1.267,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,3.59391361256545,4.266,4.599,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",0,6.78024967989756,7.594,8.197,0,1,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",0,3.97910415773682,4.438,4.806,1,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,942.767012167643,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,29.5644012425022,32.984,34.394,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,9.61978716508211,10.641,11.47,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.732019810508183,0.813,1.069,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",0,5.70328776041667,6.281,6.515,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,842.529198550141,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",0,7.24045698924731,8.047,8.399,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,1004.80307396734,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",0,8.58801825146462,9.109,9.52,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,1031.55818540434,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,839.149618933012,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",0,5.32024925436728,5.969,6.312,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,857.377049180328,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,942.342342342342,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",0,7.49443391757461,7.563,8.004,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,910.753156290814,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",0,5.92912066246059,5.391,5.69,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,868.770764119601,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,843.888664784187,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",0,4.6254506534475,4.906,5.276,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,835.463258785943,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,929.364726788094,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,1141.92139737991,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,19.9068424170616,24.094,25.078,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,957.437070938215,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",0,7.46622562674095,7.688,8.002,1,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",0,8.96675021331058,10.047,10.646,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,14.1421597287184,14.453,15.098,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.18889067180145,1.328,1.557,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,2.22107371794872,2.484,2.846,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,836.8,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.62282934131737,3.141,3.287,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,31.1585913815505,34.391,35.765,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,14.2494503768844,16.266,16.989,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.15249050232165,2.438,2.723,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.43153075677863,5.234,5.532,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",0,1.47492378048781,1.734,2.064,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,3.81741230017762,4.109,4.409,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,2.94891719030521,3.141,3.417,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,4.03683174471612,4.656,4.833,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,6.14232917214192,6.703,7.082,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.5188878080415,3.891,4.225,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,9.20904911075182,10.891,11.478,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,1.99749595305544,2.359,2.514,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",0,2.93549349240781,3.234,3.592,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,20.5799828913601,23,23.91,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,1.99811665949204,2.219,2.512,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,2.67420566971081,3.359,3.764,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",0,4.51612567623804,5.188,5.848,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,807.722007722008,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.15698058069382,2.734,2.889,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.74178507992895,1.875,2.147,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",0,5.96011396011396,7,7.42,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.15704314720812,2.438,2.742,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.43377553916005,3.734,3.981,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.36373655913978,1.516,1.642,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,865.894039735099,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,16.1822214734951,17.219,17.931,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",0,7.58430745478606,8.219,8.604,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.890971039182283,1,1.202,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.37378141247834,1.516,1.723,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,832.802547770701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,869.131699210636,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.35071808510638,2.641,2.823,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,12.0601969138646,12.516,13.021,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,115.439126394052,148.438,154.268,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,43.4929650473934,52.641,54.724,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",,945.750452079566,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,921.992066989863,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.60334645669291,4.156,4.561,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,8.1786454018227,9.438,9.815,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,1.77935987903226,1.688,1.866,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,3.25192967409949,3.625,3.797,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,2.64032239017478,2.672,2.907,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,1.96435905750108,2.172,2.526,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.37792685453792,6.203,6.536,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.651307596513076,0.75,1.08,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.186026422764228,0.219,0.271,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,17.0115033716779,20.5,21.358,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.73547856794935,1.703,2.003,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,1.11450690548123,1.234,1.57,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,6.8266643866849,7.156,7.415,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.234963002114165,0.266,0.548,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",0,1.23349056603774,1.375,1.648,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,30.3212331649832,34.438,35.773,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,3.06917784458834,3.172,3.68,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.41997311827957,1.578,1.876,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,27.8895922746781,31.063,32.352,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.52578322119428,1.734,1.952,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,1.68233634311512,1.781,2.029,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,4.4876550044287,4.844,5.2,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,36.4613421861282,39.703,41.275,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,2.63370670180723,3.344,3.679,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,906.805374945817,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,2.9140530455829,3.453,3.659,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,11.3695652173913,11.75,12.247,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",,962.724344224574,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,31.9347320637733,34.469,35.85,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.42506043513296,5.25,5.648,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,18.7333472978634,21.375,22.26,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.32603068524097,2.953,3.25,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,971.216341689879,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.54417956304051,2.672,3.004,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.05972162278809,2.281,2.606,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",0,4.82345191040843,5.25,5.621,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,903.671706263499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,1.9285906546081,2.141,2.472,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,20.2390104166667,23.219,24.165,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.18582654249127,5.156,5.437,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,4.82960173338836,5.594,6.007,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.19340958605665,2.406,2.712,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,56.9983791208792,61.984,64.423,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,3.13441780821918,3.391,3.604,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",0,7.53535601888277,9.156,9.624,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,0.859085523481258,0.953,1.746,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,4.5022721454173,4.203,4.477,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14919_safety_0.smt2",,938.537460744729,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14996_safety_0.smt2",,919.56043956044,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p15078_safety_0.smt2",0,28.7864067212408,31.938,33.227,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__term_unfeasibility_1_0.smt2",0,2.14150422025723,2.547,2.895,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10066_safety_0.smt2",0,1.66544676806084,2.094,2.269,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10133_safety_0.smt2",0,0.892786343612334,0.969,1.304,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10168_safety_0.smt2",0,16.3294384851138,17.828,18.561,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10216_safety_0.smt2",,843.548387096774,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10273_safety_0.smt2",,924.436588599205,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10316_safety_0.smt2",0,7.6794079566855,7.797,8.123,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10430_safety_0.smt2",0,1.92670223577236,2.266,2.525,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10512_safety_0.smt2",0,8.50502098321343,10.172,10.608,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10555_safety_0.smt2",0,2.22702823845809,2.375,2.654,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10604_safety_0.smt2",0,9.91879493000378,12.531,13.029,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10632_safety_0.smt2",0,36.2385796545106,45.125,46.963,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10685_safety_0.smt2",0,2.37223138548539,2.406,2.725,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10708_safety_0.smt2",0,2.4465490797546,2.859,3.249,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10737_safety_0.smt2",0,2.35240585774059,2.688,3.015,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10777_safety_0.smt2",0,4.62369311193112,5.391,5.766,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10804_safety_0.smt2",,1127.7628032345,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10907_safety_0.smt2",0,1.72808078927774,2.219,2.506,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10987_safety_0.smt2",0,1.83605152587351,1.984,2.12,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11010_safety_0.smt2",0,1.51917118512781,1.875,2.531,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11070_safety_0.smt2",0,6.2593085106383,6.891,7.307,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11092_safety_0.smt2",0,5.79964003715746,5.969,6.382,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11134_safety_0.smt2",0,4.38818493150685,4.594,5.505,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11206_safety_0.smt2",0,1.85635921366164,2.234,2.351,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11249_safety_0.smt2",0,1.48707081545064,1.656,1.818,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11279_safety_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11293_safety_0.smt2",,987.258140632374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11660_safety_0.smt2",,835.463258785943,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11700_safety_0.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11816_safety_0.smt2",0,6.21627616014559,6.531,6.876,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11854_safety_0.smt2",0,1.95230194939859,2.25,2.422,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11971_safety_0.smt2",0,24.463882439848,27.703,28.803,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9297_terminationG_0.smt2",0,8.53514782045749,9.453,9.984,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9315_terminationG_0.smt2",,982.159624413146,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9567_safety_0.smt2",0,8.90961371527778,9.813,10.273,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9728_safety_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9772_safety_0.smt2",,858.432498974149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9943_safety_0.smt2",0,2.01809782608696,2.219,2.51,1,0,0,
"QF_NIA_small\From_T2__sas2.t2__p21288_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__sas2.t2__p21305_terminationG_0.smt2",0,65.068467604433,72.969,75.91,1,0,0,
"QF_NIA_small\From_T2__sas2.t2__terminationQ_1_0.smt2",0,5.33160760034159,5.969,6.395,1,0,0,
