,"smt.arith.gomory_use_big_cuts=false","-file:{0} smt.arith.gomory_use_big_cuts=false",,,,,,
,"RV 11708","T_norm 11708","T_cpu 11708","T_wc 11708","# SAT 11708","# UNSAT 11708","# UNKNOWN 11708",
"QF_LIA/nec-smt/large/getoption_user/prp-43-46.smt2",0,36.8982403718459,39.844,41.524,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-47.smt2",0,64.3694687647894,65.016,67.59,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-48.smt2",0,52.247765979815,59.391,61.887,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-49.smt2",0,67.0022152528873,80.422,83.704,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-43-50.smt2",0,99.389298892989,103,107.192,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-46.smt2",0,167.319057543717,196.672,205.211,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-47.smt2",0,197.442660271976,194.328,202.11,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-48.smt2",0,198.001873729675,186.266,193.76,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-49.smt2",0,157.850233455136,185.844,193.412,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-44-50.smt2",0,464.580754520167,479.016,498.221,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-46.smt2",0,23.6731029199712,31.391,32.687,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-47.smt2",0,27.559533386967,32.75,34.17,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-48.smt2",0,48.098210038059,48.328,50.35,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-49.smt2",0,43.2447757111597,47.234,49.243,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-4-50.smt2",0,44.4944997810858,48.578,50.593,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-46.smt2",0,37.4097860125261,42.828,44.87,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-47.smt2",0,53.2938666363223,55.969,58.371,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-48.smt2",0,49.8610961703959,55.391,57.839,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-49.smt2",0,62.994718652648,77.328,80.443,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-45-50.smt2",0,87.8615162822252,92.859,96.56,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-46.smt2",0,140.900461183705,175.25,182.289,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-47.smt2",0,180.769728666114,208.594,217.145,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-48.smt2",0,299.324301792414,343.25,357.213,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-49.smt2",0,421.052688470067,453.859,471.852,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-46-50.smt2",0,358.554393747359,405.688,422.222,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-46.smt2",0,102.864441238196,93.719,97.515,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-47.smt2",0,149.611246943765,175.5,182.406,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-48.smt2",0,190.98662405303,192.813,200.727,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-49.smt2",0,314.602950783972,345.281,359.005,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-47-50.smt2",0,415.425663972287,515.906,536.342,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-46.smt2",0,119.91921641791,115.219,119.88,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-47.smt2",0,223.18961724593,242.5,252.369,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-48.smt2",0,355.768293319415,407.297,423.781,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-49.smt2",0,375.54793064877,401.219,417.269,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-48-50.smt2",0,450.941875497216,541.906,563.689,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-46.smt2",0,50.9816268191268,58.609,60.913,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-47.smt2",0,48.2603183962264,53.797,56.011,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-48.smt2",0,70.2077097505669,74,77.002,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-49.smt2",0,76.0336809754131,90.172,93.83,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-49-50.smt2",0,96.9167254230459,114.984,119.51,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-46.smt2",0,95.3034303534304,109.563,114.361,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-47.smt2",0,124.359962406015,126.5,131.623,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-48.smt2",0,179.378627348643,205.359,213.506,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-49.smt2",0,330.822169811321,377.156,392.138,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-50-50.smt2",0,282.586536479802,327.703,340.826,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-47.smt2",0,46.5098033949291,51.734,53.86,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-48.smt2",0,80.6657497731397,84.984,88.405,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-49.smt2",0,101.343870656371,112.922,117.436,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-51-50.smt2",0,87.1622464503043,102.703,106.868,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-46.smt2",0,24.3670454545455,26.906,28.008,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-47.smt2",0,29.5337991718427,34.094,35.472,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-48.smt2",0,30.749915158371,32.484,33.823,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-49.smt2",0,38.5796673819742,38.672,40.228,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-5-50.smt2",0,50.4974794238683,58.656,61.018,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-46.smt2",0,23.0485377741674,27.125,28.165,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-47.smt2",0,28.7781682752833,32.781,34.172,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-48.smt2",0,29.0858483318701,31.672,32.991,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-49.smt2",0,37.3169966063348,39.422,41.01,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-6-50.smt2",0,48.6813837920489,53.266,55.487,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-46.smt2",0,23.2078359858532,25.094,26.175,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-47.smt2",0,26.9052346570397,24.938,25.979,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-48.smt2",0,30.0624466040154,33.641,35.041,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-49.smt2",0,43.1791034288927,36.719,38.205,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-7-50.smt2",0,56.4937608506945,62.219,64.805,1,0,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-46.smt2",0,69.7242723492724,80.156,83.566,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-47.smt2",0,92.4340023676281,102.641,106.775,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-48.smt2",0,78.315206185567,90.781,94.464,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-49.smt2",0,263.599924242424,311.859,324.387,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-8-50.smt2",0,124.301244343891,131.313,136.602,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-46.smt2",0,82.7802280055274,85.906,89.432,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-47.smt2",0,67.9729389086596,82.172,85.478,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-48.smt2",0,93.5365384615385,107.531,111.992,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-49.smt2",0,101.81656120136,128.828,134.004,0,1,0,
"QF_LIA/nec-smt/large/getoption_user/prp-9-50.smt2",0,133.148481355253,158.734,165.156,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-46.smt2",0,8.9430735930736,9.875,10.309,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-47.smt2",0,20.1480129764801,23.75,24.716,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-48.smt2",0,15.2281815378289,17.703,18.468,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-49.smt2",0,20.7202356765542,24.375,25.377,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-0-50.smt2",0,19.6691601320677,22.781,23.736,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-46.smt2",0,6.30034418706293,6.891,7.275,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-47.smt2",0,3.73111571172784,3.984,4.219,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-48.smt2",0,6.08604676573426,6.656,7.026,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-49.smt2",0,6.17176573426573,6.75,7.054,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-10-50.smt2",0,5.05741914335664,5.531,5.852,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-46.smt2",0,3.15300671550672,3.703,3.903,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-47.smt2",0,4.6509792166267,5.563,5.833,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-48.smt2",0,5.78807926829268,5.672,5.88,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-49.smt2",0,5.66156045751634,6.625,6.927,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-11-50.smt2",0,12.4427726337449,14.453,15.103,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-46.smt2",0,3.01486650485437,3.266,3.469,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-47.smt2",0,3.96550619393422,4.438,4.646,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-48.smt2",0,5.66284305317324,6.313,6.554,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-49.smt2",0,6.24744027303754,7,7.361,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-12-50.smt2",0,5.9684463562753,7.047,7.408,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-46.smt2",0,4.56351461038961,5.375,5.688,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-47.smt2",0,3.98466070702966,4.688,4.932,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-48.smt2",0,5.70979077253219,6.359,6.631,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-49.smt2",0,8.10433884297521,8.438,8.917,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-13-50.smt2",0,9.50809163514081,10.813,11.229,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-46.smt2",0,3.77525174681463,4.391,4.587,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-47.smt2",0,5.6795533524121,6.641,6.984,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-48.smt2",0,5.59979797979798,6.625,6.94,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-49.smt2",0,5.94192851117672,6.734,7.086,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-14-50.smt2",0,7.84228170478171,9.016,9.392,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-46.smt2",0,10.3778346994535,9.078,9.456,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-47.smt2",0,15.758003715035,17.234,17.983,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-48.smt2",0,17.6787940670679,19.656,20.477,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-49.smt2",0,23.0724973161567,20.547,21.427,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-1-50.smt2",0,26.4032460545194,26.391,27.489,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-46.smt2",0,1.92603114478114,2.188,2.36,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-47.smt2",0,4.43085430194805,5.219,5.498,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-48.smt2",0,2.56811543110395,3.047,3.241,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-49.smt2",0,4.66393192009784,5.469,5.812,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-15-50.smt2",0,4.71253494408946,5.641,5.928,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-46.smt2",0,4.03945174578266,4.922,5.163,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-47.smt2",0,5.42791207670339,6.359,6.692,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-48.smt2",0,4.57732701812191,5.313,5.575,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-49.smt2",0,9.94545966420967,11.609,12.177,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-16-50.smt2",0,10.6427571547076,12.266,12.79,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-46.smt2",0,4.02454611853088,4.609,4.797,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-47.smt2",0,4.13919925512104,4.25,4.492,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-48.smt2",0,4.701899634295,5.531,5.81,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-49.smt2",0,9.55848944875108,10.609,11.074,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-17-50.smt2",0,6.36370143149284,7.438,7.71,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-46.smt2",0,3.37028149266609,3.734,3.949,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-47.smt2",0,3.73533448556324,4.391,4.585,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-48.smt2",0,7.52691348655681,8.297,8.756,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-49.smt2",0,6.52095634753268,7.391,7.742,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-18-50.smt2",0,9.70695943245404,11.609,12.201,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-46.smt2",0,3.90856846882399,4.734,5.021,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-47.smt2",0,5.05602910602911,5.813,6.08,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-48.smt2",0,4.8245232172471,5.563,5.842,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-49.smt2",0,5.32619895993837,6.609,7.068,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-19-50.smt2",0,8.29152651365255,10.016,10.484,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-46.smt2",0,4.73996880378657,5.266,5.519,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-47.smt2",0,4.68202917771883,5.906,6.223,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-48.smt2",0,6.74481429192007,7.422,7.733,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-49.smt2",0,6.98653476962457,7.828,8.22,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-20-50.smt2",0,6.54357292150488,6.734,7.032,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-46.smt2",0,4.14542624521073,5.172,5.43,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-47.smt2",0,4.49419384805945,5.203,5.428,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-48.smt2",0,6.34386052166225,6.859,7.182,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-49.smt2",0,6.15455020920502,7.031,7.374,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-21-50.smt2",0,8.39500890383854,10.141,10.582,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-46.smt2",0,3.2231130017452,3.531,3.718,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-47.smt2",0,3.81426133861735,4.141,4.361,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-48.smt2",0,3.54114583333333,3.859,4.078,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-49.smt2",0,6.54016401792991,7.672,7.953,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-22-50.smt2",0,7.59537588183422,8.234,8.634,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-46.smt2",0,4.5358422022104,5.297,5.53,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-47.smt2",0,4.76364879649891,5.203,5.47,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-48.smt2",0,7.93451763485477,7.313,7.662,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-49.smt2",0,7.0667684305744,7.469,7.819,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-23-50.smt2",0,6.68765950659294,7.516,7.878,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-46.smt2",0,4.41472907399919,5.219,5.544,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-47.smt2",0,4.57569028253425,5.109,5.392,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-48.smt2",0,4.2520325203252,4.75,4.962,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-49.smt2",0,8.11289595028067,9.672,10.11,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-24-50.smt2",0,6.22325636192271,6.313,6.632,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-46.smt2",0,1.60316297743056,1.766,2.005,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-47.smt2",0,3.22231489453293,3.578,3.813,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-48.smt2",0,11.7354175634955,13.031,13.628,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-49.smt2",0,12.6169585987261,14.203,14.776,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-2-50.smt2",0,6.02244050061551,7.016,7.322,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-46.smt2",0,3.17468525179856,3.797,4.028,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-47.smt2",0,4.51887221464302,4.75,4.98,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-48.smt2",0,4.85411708710138,4.875,5.101,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-49.smt2",0,7.46931561085973,7.891,8.255,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-25-50.smt2",0,9.89337919174549,11,11.483,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-46.smt2",0,8.7183711380524,10.656,11.14,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-47.smt2",0,8.91477272727273,9.891,10.333,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-48.smt2",0,12.6716861192163,14.531,15.177,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-49.smt2",0,12.7423396017699,13.766,14.346,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-3-50.smt2",0,17.8337347274436,18.141,18.898,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-46.smt2",0,11.6268196202532,13.172,13.749,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-47.smt2",0,11.6889350268686,11.438,11.906,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-48.smt2",0,14.969717920354,16.172,16.83,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-49.smt2",0,20.3127439288812,22.391,23.313,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-4-50.smt2",0,29.3357101616628,30.359,31.602,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-46.smt2",0,9.1226527982327,11.844,12.288,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-47.smt2",0,8.35205901426719,9.234,9.661,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-48.smt2",0,11.0540715767635,12.734,13.274,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-49.smt2",0,16.5333212510356,19.078,19.924,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-5-50.smt2",0,26.4464498806683,26.484,27.545,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-46.smt2",0,8.62817258883249,9.75,10.331,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-47.smt2",0,9.00531633516716,10.172,10.653,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-48.smt2",0,10.2736093485618,11.609,12.089,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-49.smt2",0,16.8503019598906,17.672,18.402,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-6-50.smt2",0,20.5511894647409,23.125,24.067,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-46.smt2",0,6.63987059591127,7.297,8.768,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-47.smt2",0,8.05174811283274,9.688,10.282,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-48.smt2",0,12.587295170332,13.953,14.556,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-49.smt2",0,16.8910190161224,19.531,20.386,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-7-50.smt2",0,23.6728135625236,29.953,31.146,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-46.smt2",0,3.42249488752556,4,4.318,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-47.smt2",0,3.67615019474198,3.609,3.806,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-48.smt2",0,13.5043432607866,16.906,17.624,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-49.smt2",0,2.52330348133198,2.391,2.58,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-8-50.smt2",0,3.56882791839819,4.516,4.768,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-46.smt2",0,3.15697204251386,3.266,3.444,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-47.smt2",0,2.98315852076125,3.297,3.638,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-48.smt2",0,4.19647688145598,4.078,4.286,1,0,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-49.smt2",0,11.8428010471204,16.219,16.903,0,1,0,
"QF_LIA/nec-smt/large/handler_sigchld/prp-9-50.smt2",0,4.5858728150874,4.766,5.017,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-46.smt2",0,44.7888883045856,50.891,52.934,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-47.smt2",0,50.5976040473463,63.344,65.918,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-48.smt2",0,74.7386876484561,75.203,78.286,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-49.smt2",0,71.4764715756491,76.328,79.408,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-0-50.smt2",0,74.3383647798742,84.75,88.227,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-46.smt2",0,5.70646186440678,8.047,8.377,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-47.smt2",0,10.0643471548302,10.906,11.662,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-48.smt2",0,15.1714773253124,15.672,16.288,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-49.smt2",0,9.18503959276018,9.703,10.123,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-11-50.smt2",0,12.1281896551724,12.609,13.087,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-46.smt2",0,20.1044681620839,19.922,20.749,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-47.smt2",0,17.1393040136635,19.188,19.998,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-48.smt2",0,9.87135247799907,10.188,10.613,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-49.smt2",0,35.9707134955752,38.859,40.478,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-12-50.smt2",0,44.4586580735412,53.172,55.37,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-46.smt2",0,16.6691459276018,17.609,18.348,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-47.smt2",0,75.8579597966728,78.469,81.756,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-48.smt2",0,84.9010179826375,98.172,102.185,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-49.smt2",0,82.8215404040404,97.984,101.964,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-1-50.smt2",0,69.975462962963,81.281,84.557,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-46.smt2",0,20.3680196205261,22.578,23.495,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-47.smt2",0,20.0528650542495,21.203,22.127,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-48.smt2",0,17.2024655469423,19.094,19.941,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-49.smt2",0,27.1872651356994,31.125,32.418,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-17-50.smt2",0,38.049949574182,40.578,42.348,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-46.smt2",0,10.2851665931156,11.141,11.624,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-47.smt2",0,12.3147593641115,13.516,14.302,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-48.smt2",0,15.7665679481448,16.859,17.597,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-49.smt2",0,18.0469789356985,19.453,20.331,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-20-50.smt2",0,20.7546637622878,22.203,23.139,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-21-41.smt2",0,9.51753217931647,10.25,10.719,0,1,0,
