,"mathsat","{0}",,,,,,
,"RV 11617","T_norm 11617","T_cpu 11617","T_wc 11617","# SAT 11617","# UNSAT 11617","# UNKNOWN 11617",
"QF_NIA/AProVE/aproveSMT8318402528234764956.smt2",0,0.0393825301204819,0.047,0.819,1,0,0,
"QF_NIA/AProVE/aproveSMT831997481387378107.smt2",,564.642375168691,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8324626153258575515.smt2",0,0.0675082610491533,0.078,0.219,0,1,0,
"QF_NIA/AProVE/aproveSMT8324831973860912539.smt2",,549.081364829396,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8327048022262594554.smt2",0,0.636675520141656,0.688,0.807,1,0,0,
"QF_NIA/AProVE/aproveSMT8327081349602260168.smt2",,608.434318952982,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8328864454385468275.smt2",0,1.92279411764706,2.203,3.114,1,0,0,
"QF_NIA/AProVE/aproveSMT8331775917757525469.smt2",0,10.6088572642311,11.938,13.117,1,0,0,
"QF_NIA/AProVE/aproveSMT8337434801145754841.smt2",0,0.238208502024291,0.281,1.397,1,0,0,
"QF_NIA/AProVE/aproveSMT8339670845152914488.smt2",0,0.390097736625515,0.453,1.395,0,1,0,
"QF_NIA/AProVE/aproveSMT8345132416981691200.smt2",0,6.64901385927505,7.453,8.675,1,0,0,
"QF_NIA/AProVE/aproveSMT8349063162874178644.smt2",0,15.3693258807588,16.266,17.023,1,0,0,
"QF_NIA/AProVE/aproveSMT8356096427777060759.smt2",0,0.0280579399141631,0.031,0.804,1,0,0,
"QF_NIA/AProVE/aproveSMT8358349463342917569.smt2",0,0.041202731092437,0.047,1.047,1,0,0,
"QF_NIA/AProVE/aproveSMT835945345318442066.smt2",0,0.279778887303852,0.281,1.191,0,1,0,
"QF_NIA/AProVE/aproveSMT8366476055690990863.smt2",0,0.0953385416666667,0.109,0.503,0,1,0,
"QF_NIA/AProVE/aproveSMT8377786446909921993.smt2",0,0.410131744040151,0.469,1.366,0,1,0,
"QF_NIA/AProVE/aproveSMT8379535818461932709.smt2",0,0.0537181594083812,0.063,0.458,1,0,0,
"QF_NIA/AProVE/aproveSMT8381733019786587689.smt2",0,42.1951990632319,43.063,45.932,1,0,0,
"QF_NIA/AProVE/aproveSMT8382457221981795486.smt2",0,0.159321689683184,0.188,1.401,0,1,0,
"QF_NIA/AProVE/aproveSMT8382536058009409732.smt2",0,0.0545246038365304,0.063,0.863,1,0,0,
"QF_NIA/AProVE/aproveSMT8384181922198476260.smt2",,524.749163879599,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8386742441503831976.smt2",0,0.0277130139889784,0.031,0.818,1,0,0,
"QF_NIA/AProVE/aproveSMT8392072785592004550.smt2",0,1.82060480442177,2.047,2.439,0,1,0,
"QF_NIA/AProVE/aproveSMT8394760569084676890.smt2",0,0.0274569508609828,0.031,0.882,1,0,0,
"QF_NIA/AProVE/aproveSMT8394830903740892261.smt2",0,0.0840295629820052,0.094,0.212,1,0,0,
"QF_NIA/AProVE/aproveSMT8401941531732951003.smt2",0,0.838141025641026,0.938,2.13,1,0,0,
"QF_NIA/AProVE/aproveSMT8407480062623357842.smt2",,528.950695322377,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8416346252166001103.smt2",0,5.47293841336117,6.266,7.49,1,0,0,
"QF_NIA/AProVE/aproveSMT8423039779088334472.smt2",0,0.0681841885690446,0.078,0.696,0,1,0,
"QF_NIA/AProVE/aproveSMT8442183064714566978.smt2",0,2.08615345528455,2.453,3.407,1,0,0,
"QF_NIA/AProVE/aproveSMT8443262730080464090.smt2",,581.919332406119,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8445232600697489396.smt2",0,1.0306242011078,1.156,1.282,1,0,0,
"QF_NIA/AProVE/aproveSMT844524908155803850.smt2",,608.434318952982,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8452270181291996905.smt2",0,0.05267929089444,0.063,0.69,0,1,0,
"QF_NIA/AProVE/aproveSMT8457851368078212988.smt2",0,0.0280699871189352,0.031,1.013,1,0,0,
"QF_NIA/AProVE/aproveSMT8459747407170591723.smt2",0,33.4824161425577,38.172,40.282,1,0,0,
"QF_NIA/AProVE/aproveSMT8469330462255503240.smt2",0,378.245274527453,401.75,417.931,1,0,0,
"QF_NIA/AProVE/aproveSMT8469451885871421990.smt2",0,0.0566753359341136,0.063,0.214,1,0,0,
"QF_NIA/AProVE/aproveSMT8472448759285553531.smt2",,512.745098039216,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8477990751676851257.smt2",0,0.0823362720403023,0.094,1.718,0,1,0,
"QF_NIA/AProVE/aproveSMT8505973648273075649.smt2",,561.862130707252,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8508506058820426577.smt2",0,0.0143555116381203,0.016,0.169,1,0,0,
"QF_NIA/AProVE/aproveSMT8518355431012763871.smt2",0,0.0426173402868318,0.047,0.187,0,1,0,
"QF_NIA/AProVE/aproveSMT8518628866571246024.smt2",0,2.11392215568862,2.531,2.742,1,0,0,
"QF_NIA/AProVE/aproveSMT8524404391338204488.smt2",0,0.387545993458708,0.453,0.627,1,0,0,
"QF_NIA/AProVE/aproveSMT8539481258005462200.smt2",0,0.0286230297723293,0.031,0.427,1,0,0,
"QF_NIA/AProVE/aproveSMT8543136220605200360.smt2",0,0.0542081260364842,0.063,0.321,1,0,0,
"QF_NIA/AProVE/aproveSMT8543246151812325090.smt2",0,0.0423596112311015,0.047,0.802,1,0,0,
"QF_NIA/AProVE/aproveSMT8544232565395221229.smt2",0,0.0275031552376946,0.031,0.814,1,0,0,
"QF_NIA/AProVE/aproveSMT8545250251242405738.smt2",0,0.462956008583691,0.516,0.66,1,0,0,
"QF_NIA/AProVE/aproveSMT8545553192968543074.smt2",0,1.06778276847693,1.25,1.373,1,0,0,
"QF_NIA/AProVE/aproveSMT8551185082532986712.smt2",0,0.139273540690243,0.156,1.475,1,0,0,
"QF_NIA/AProVE/aproveSMT8553141752939913507.smt2",0,0.538717886572953,0.531,1.031,1,0,0,
"QF_NIA/AProVE/aproveSMT8553770149280456932.smt2",0,2.00810580204778,2.531,3.575,1,0,0,
"QF_NIA/AProVE/aproveSMT8559718092440205814.smt2",0,0.0289269911504425,0.031,0.129,1,0,0,
"QF_NIA/AProVE/aproveSMT8559884742161506532.smt2",0,0.0265212981744422,0.031,0.154,1,0,0,
"QF_NIA/AProVE/aproveSMT8567604033174454931.smt2",0,1.2699535472973,1.438,1.88,1,0,0,
"QF_NIA/AProVE/aproveSMT8569779410714123934.smt2",0,0.0482591043307087,0.047,0.519,1,0,0,
"QF_NIA/AProVE/aproveSMT8571552377335120400.smt2",0,0.254221244371674,0.297,1.115,0,1,0,
"QF_NIA/AProVE/aproveSMT8572091710202192005.smt2",0,0.0773668639053254,0.094,0.91,0,1,0,
"QF_NIA/AProVE/aproveSMT8573084889555001775.smt2",0,56.4890776699029,63.969,66.576,0,1,0,
"QF_NIA/AProVE/aproveSMT8573763172533270846.smt2",0,0.424335217755444,0.484,0.619,1,0,0,
"QF_NIA/AProVE/aproveSMT8576878341171918746.smt2",0,0.0564307293914544,0.063,0.21,1,0,0,
"QF_NIA/AProVE/aproveSMT8580709543134321647.smt2",0,3.52913970885564,4.172,5.193,1,0,0,
"QF_NIA/AProVE/aproveSMT8588987253354168279.smt2",,532.993630573249,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8593196790401255422.smt2",0,0.0428782247485789,0.047,0.161,1,0,0,
"QF_NIA/AProVE/aproveSMT8602733931420799191.smt2",0,0.0251926782273603,0.031,0.187,1,0,0,
"QF_NIA/AProVE/aproveSMT8603158472716054506.smt2",0,1.23556278874423,1.406,1.576,0,1,0,
"QF_NIA/AProVE/aproveSMT8606493770942050176.smt2",0,3.9160761526833,4.953,6.105,1,0,0,
"QF_NIA/AProVE/aproveSMT8613668238867079194.smt2",0,0.0300298576022049,0.031,0.981,1,0,0,
"QF_NIA/AProVE/aproveSMT8614527046801779518.smt2",,547.643979057592,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8618789274403069237.smt2",0,0.118385311871227,0.141,0.3,1,0,0,
"QF_NIA/AProVE/aproveSMT8619300169146917506.smt2",0,177.271981776765,186,193.681,0,1,0,
"QF_NIA/AProVE/aproveSMT8621371448896564696.smt2",0,0.0278665814151748,0.031,0.629,1,0,0,
"QF_NIA/AProVE/aproveSMT8625779914556968147.smt2",0,0.206192022263451,0.266,0.601,1,0,0,
"QF_NIA/AProVE/aproveSMT8631860738137310043.smt2",,513.164349959117,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8648907732746643220.smt2",0,0.0926366396761133,0.109,0.928,0,1,0,
"QF_NIA/AProVE/aproveSMT8652210971205251822.smt2",0,2.40465844785772,2.844,4.575,1,0,0,
"QF_NIA/AProVE/aproveSMT8655819461733982362.smt2",0,0.0276895383312156,0.031,0.465,1,0,0,
"QF_NIA/AProVE/aproveSMT8657853450134980389.smt2",0,0.0828230574324324,0.094,1.216,1,0,0,
"QF_NIA/AProVE/aproveSMT8665813740510676340.smt2",0,0.737312030075188,0.844,2.026,0,1,0,
"QF_NIA/AProVE/aproveSMT8666199152065483741.smt2",0,0.284927360774819,0.281,1.487,0,1,0,
"QF_NIA/AProVE/aproveSMT8668890866291703492.smt2",,558.860195903829,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8671307908039135992.smt2",0,43.2146773182957,49.453,51.442,1,0,0,
"QF_NIA/AProVE/aproveSMT867442185995558133.smt2",0,1.16981180584122,1.359,2.269,1,0,0,
"QF_NIA/AProVE/aproveSMT8675924420925191330.smt2",0,0.0140049271636675,0.016,0.151,1,0,0,
"QF_NIA/AProVE/aproveSMT8677323562739420602.smt2",0,0.0286355672360929,0.031,0.151,1,0,0,
"QF_NIA/AProVE/aproveSMT86812666919065988.smt2",0,0.973670212765958,1.094,2.018,1,0,0,
"QF_NIA/AProVE/aproveSMT8686898329496949531.smt2",0,245.484381674498,274.703,285.975,0,1,0,
"QF_NIA/AProVE/aproveSMT8687052973296203331.smt2",,518.463444857497,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8687227563420872428.smt2",0,7.34835271317829,7.703,8.03,0,1,0,
"QF_NIA/AProVE/aproveSMT8687528954154173107.smt2",0,0.0558045241143832,0.063,0.21,1,0,0,
"QF_NIA/AProVE/aproveSMT8696337050890859337.smt2",0,0.0420147814910026,0.047,0.181,0,1,0,
"QF_NIA/AProVE/aproveSMT8697640627752872694.smt2",0,0.0310717680608365,0.031,0.174,1,0,0,
"QF_NIA/AProVE/aproveSMT8701444287644785464.smt2",,492.81507656066,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8702193667603192848.smt2",0,0.069223845828039,0.078,1.072,1,0,0,
"QF_NIA/AProVE/aproveSMT8705778295050317900.smt2",0,0.0949823578248235,0.109,0.232,1,0,0,
"QF_NIA/AProVE/aproveSMT8705916134018439737.smt2",0,0.0278309919114517,0.031,0.65,0,1,0,
"QF_NIA/AProVE/aproveSMT8708872845044738652.smt2",0,4.45800415800416,5.125,5.722,1,0,0,
"QF_NIA/AProVE/aproveSMT8710057693321024424.smt2",0,0.0317354368932038,0.031,0.152,1,0,0,
"QF_NIA/AProVE/aproveSMT8710064538705291674.smt2",0,0.0271378165213782,0.031,0.159,1,0,0,
"QF_NIA/AProVE/aproveSMT8714876341421433514.smt2",0,0.344683655536028,0.375,1.303,1,0,0,
"QF_NIA/AProVE/aproveSMT8728295485535102460.smt2",0,0.0696367703451214,0.078,0.218,1,0,0,
"QF_NIA/AProVE/aproveSMT8731776039601423224.smt2",0,292.855691257911,353.891,367.884,1,0,0,
"QF_NIA/AProVE/aproveSMT8736405114528085290.smt2",0,0.137022589659991,0.141,0.804,1,0,0,
"QF_NIA/AProVE/aproveSMT8738724237668678512.smt2",0,0.0127785379202502,0.016,0.163,1,0,0,
"QF_NIA/AProVE/aproveSMT8739079467798956217.smt2",,543.376623376624,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8739447481320129819.smt2",0,0.0711216275021758,0.078,0.194,1,0,0,
"QF_NIA/AProVE/aproveSMT8766848170184375554.smt2",0,0.367887661525636,0.422,1.335,0,1,0,
"QF_NIA/AProVE/aproveSMT8770149238490750075.smt2",0,0.0314000960614794,0.031,0.968,1,0,0,
"QF_NIA/AProVE/aproveSMT8770598864543017720.smt2",0,15.3433826509931,18.094,19.773,1,0,0,
"QF_NIA/AProVE/aproveSMT8772139451791891882.smt2",0,0.0417998721227621,0.047,0.448,1,0,0,
"QF_NIA/AProVE/aproveSMT8773623862190460770.smt2",0,0.0365495713753261,0.047,0.971,1,0,0,
"QF_NIA/AProVE/aproveSMT8783731834679569357.smt2",0,1.0829797979798,1.281,2.249,0,1,0,
"QF_NIA/AProVE/aproveSMT8784053548642029711.smt2",0,39.7475552721088,33.516,35.498,1,0,0,
"QF_NIA/AProVE/aproveSMT8786943288113608805.smt2",0,5.15810795708538,5.516,5.844,1,0,0,
"QF_NIA/AProVE/aproveSMT8789119381120656943.smt2",,544.08322496749,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8793018191774340608.smt2",0,0.0717145677928916,0.078,0.237,1,0,0,
"QF_NIA/AProVE/aproveSMT8793184085638048630.smt2",0,0.0133965163934426,0.016,0.115,1,0,0,
"QF_NIA/AProVE/aproveSMT8797788573757816721.smt2",0,0.0415871501272265,0.047,0.833,1,0,0,
"QF_NIA/AProVE/aproveSMT8799968256273874615.smt2",0,0.01442519858782,0.016,0.134,1,0,0,
"QF_NIA/AProVE/aproveSMT8800023028084969026.smt2",0,0.0428220524017467,0.047,0.794,1,0,0,
"QF_NIA/AProVE/aproveSMT8801446599485295192.smt2",0,0.566601320676847,0.656,1.08,1,0,0,
"QF_NIA/AProVE/aproveSMT880649614033826505.smt2",0,1.16519719378081,1.469,2.457,1,0,0,
"QF_NIA/AProVE/aproveSMT8813034472200507181.smt2",0,0.0420869098712446,0.047,0.167,1,0,0,
"QF_NIA/AProVE/aproveSMT8816390020050798698.smt2",0,15.2635193133047,17,17.728,0,1,0,
"QF_NIA/AProVE/aproveSMT881848940169582797.smt2",0,0.0673691261335532,0.078,1.186,1,0,0,
"QF_NIA/AProVE/aproveSMT8819407765569969084.smt2",0,0.0281061908856406,0.031,1.594,1,0,0,
"QF_NIA/AProVE/aproveSMT8819731912639558621.smt2",0,0.0577262693156733,0.063,0.208,1,0,0,
"QF_NIA/AProVE/aproveSMT88212299913547404.smt2",0,0.0146778176919623,0.016,0.182,1,0,0,
"QF_NIA/AProVE/aproveSMT8826743394598976086.smt2",0,4.89711626838235,5.094,6.318,1,0,0,
"QF_NIA/AProVE/aproveSMT883889256045201990.smt2",0,0.167935779816514,0.219,0.396,0,1,0,
"QF_NIA/AProVE/aproveSMT8841880443091881918.smt2",0,0.0830686149936468,0.094,0.52,1,0,0,
"QF_NIA/AProVE/aproveSMT8842231753207508265.smt2",0,0.0279022620571916,0.031,0.451,1,0,0,
"QF_NIA/AProVE/aproveSMT8856449269148917438.smt2",0,0.0397658150851582,0.047,0.592,1,0,0,
"QF_NIA/AProVE/aproveSMT8856624608339916652.smt2",0,0.109873949579832,0.125,1.265,1,0,0,
"QF_NIA/AProVE/aproveSMT8866413736567330792.smt2",0,0.0137169534200588,0.016,1.424,1,0,0,
"QF_NIA/AProVE/aproveSMT8868535252855665821.smt2",0,0.0268590797041906,0.031,1.09,1,0,0,
"QF_NIA/AProVE/aproveSMT8868631308190539821.smt2",0,0.672274908592322,0.703,0.871,1,0,0,
"QF_NIA/AProVE/aproveSMT8872253538510572113.smt2",0,0.154065200314218,0.188,1.418,0,1,0,
"QF_NIA/AProVE/aproveSMT887655949235083814.smt2",0,0.0411854262914742,0.047,0.179,1,0,0,
"QF_NIA/AProVE/aproveSMT8878736820157791946.smt2",0,0.0784249040307102,0.078,0.154,1,0,0,
"QF_NIA/AProVE/aproveSMT8882745354631104536.smt2",0,0.0544791666666667,0.063,0.476,0,1,0,
"QF_NIA/AProVE/aproveSMT8883391353143430248.smt2",0,0.0274569508609828,0.031,0.171,1,0,0,
"QF_NIA/AProVE/aproveSMT8889979620478594324.smt2",,530.067567567568,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8890181565632220318.smt2",0,0.0746630881681133,0.078,0.202,1,0,0,
"QF_NIA/AProVE/aproveSMT890368038738301878.smt2",0,0.0540736145574855,0.063,0.205,1,0,0,
"QF_NIA/AProVE/aproveSMT8905617556383795985.smt2",0,0.0482472324723248,0.063,0.217,0,1,0,
"QF_NIA/AProVE/aproveSMT8910468529360630960.smt2",0,0.0655322774659182,0.078,0.248,1,0,0,
"QF_NIA/AProVE/aproveSMT8916059772661569168.smt2",0,0.0466298145506419,0.047,0.705,1,0,0,
"QF_NIA/AProVE/aproveSMT8917180440901621200.smt2",0,0.666275988585405,0.781,0.879,0,1,0,
"QF_NIA/AProVE/aproveSMT8920493051526265856.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8923719725634393500.smt2",0,0.503083070244672,0.609,1.028,1,0,0,
"QF_NIA/AProVE/aproveSMT8925321389474807437.smt2",0,1.03506157154027,1.266,1.373,1,0,0,
"QF_NIA/AProVE/aproveSMT8929334582828760087.smt2",0,0.0401895491803279,0.047,0.431,1,0,0,
"QF_NIA/AProVE/aproveSMT8937074577021489582.smt2",0,0.0561399742378703,0.063,0.449,1,0,0,
"QF_NIA/AProVE/aproveSMT8941768740510404293.smt2",0,0.0291592328278323,0.031,0.2,1,0,0,
"QF_NIA/AProVE/aproveSMT8943005969830041393.smt2",0,0.0273421162693434,0.031,0.877,1,0,0,
"QF_NIA/AProVE/aproveSMT8950079769298813140.smt2",0,0.914735461303017,1,1.62,1,0,0,
"QF_NIA/AProVE/aproveSMT8954148208741827827.smt2",0,0.0475339311682017,0.047,0.536,0,1,0,
"QF_NIA/AProVE/aproveSMT8958070016099102897.smt2",0,0.229907943731899,0.266,0.387,1,0,0,
"QF_NIA/AProVE/aproveSMT8963581907015037013.smt2",0,0.0279858732876712,0.031,0.162,1,0,0,
"QF_NIA/AProVE/aproveSMT896731272065515769.smt2",0,0.0400745811197385,0.047,1.065,1,0,0,
"QF_NIA/AProVE/aproveSMT8974058796519161738.smt2",0,0.0537181594083812,0.063,0.199,0,1,0,
"QF_NIA/AProVE/aproveSMT897438525482691015.smt2",0,0.21691551812149,0.203,0.325,1,0,0,
"QF_NIA/AProVE/aproveSMT8983082993975954846.smt2",,509.82940698619,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8985501614475987942.smt2",,517.821782178218,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT8987812477646951268.smt2",0,0.0671476992604766,0.078,0.448,1,0,0,
"QF_NIA/AProVE/aproveSMT8997406914145009875.smt2",0,10.650547985782,12.891,13.525,1,0,0,
"QF_NIA/AProVE/aproveSMT899836540017011529.smt2",0,0.0398871262965222,0.031,0.161,1,0,0,
"QF_NIA/AProVE/aproveSMT900165398058264745.smt2",0,0.397496959870288,0.469,1.394,0,1,0,
"QF_NIA/AProVE/aproveSMT9009180923147055802.smt2",0,0.692301702657807,0.797,1.379,1,0,0,
"QF_NIA/AProVE/aproveSMT9011441228648475145.smt2",0,0.0397496959870288,0.047,0.194,1,0,0,
"QF_NIA/AProVE/aproveSMT901847787721299507.smt2",0,0.0138038429054054,0.016,0.419,1,0,0,
"QF_NIA/AProVE/aproveSMT9025754610727201280.smt2",0,0.0390065632458234,0.047,0.195,1,0,0,
"QF_NIA/AProVE/aproveSMT9026602629835571188.smt2",0,0.0436609528049866,0.047,0.37,1,0,0,
"QF_NIA/AProVE/aproveSMT902782301342505505.smt2",0,0.540959867604468,0.625,2.055,1,0,0,
"QF_NIA/AProVE/aproveSMT9030607454323718032.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9035316736756745759.smt2",0,0.0139095744680851,0.016,0.161,1,0,0,
"QF_NIA/AProVE/aproveSMT9040331731147046522.smt2",0,2.28518499591169,2.672,3.963,0,1,0,
"QF_NIA/AProVE/aproveSMT9047252446591959081.smt2",0,0.567357001972386,0.688,1.896,1,0,0,
"QF_NIA/AProVE/aproveSMT9047462131023210574.smt2",0,0.398963594276095,0.453,1.378,0,1,0,
"QF_NIA/AProVE/aproveSMT9054136929086877877.smt2",,513.164349959117,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9057068071935974682.smt2",0,0.360581534772182,0.359,0.476,0,1,0,
"QF_NIA/AProVE/aproveSMT9058095127082541976.smt2",0,4.02466456195738,4.875,5.337,1,0,0,
"QF_NIA/AProVE/aproveSMT9060757513056508320.smt2",0,0.0303082985628187,0.031,1.273,0,1,0,
"QF_NIA/AProVE/aproveSMT9062228803117299674.smt2",0,7.26545034393809,8.078,8.423,0,1,0,
"QF_NIA/AProVE/aproveSMT9064001295904670492.smt2",0,41.7871717171717,49.438,52.572,0,1,0,
"QF_NIA/AProVE/aproveSMT9073350781778038452.smt2",,500.0796812749,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9073406335630462985.smt2",0,0.310794749896652,0.359,1.75,1,0,0,
"QF_NIA/AProVE/aproveSMT9074562597346712446.smt2",0,0.986027892561983,1.141,2.566,1,0,0,
"QF_NIA/AProVE/aproveSMT9075363300577119158.smt2",0,0.0397658150851582,0.047,1.165,1,0,0,
"QF_NIA/AProVE/aproveSMT9082409174312293033.smt2",,512.535728868926,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9084208368248105561.smt2",0,0.163301415487094,0.188,1.061,0,1,0,
"QF_NIA/AProVE/aproveSMT9087202785867704710.smt2",0,0.833934546214973,0.953,1.429,1,0,0,
"QF_NIA/AProVE/aproveSMT9087246936100892669.smt2",0,0.908346566097658,1.094,1.253,0,1,0,
"QF_NIA/AProVE/aproveSMT9087575236387120691.smt2",0,0.965046393926613,1.094,1.239,0,1,0,
"QF_NIA/AProVE/aproveSMT9089605928301219283.smt2",,543.376623376624,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9097540601625952396.smt2",0,0.556382978723404,0.625,1.83,0,1,0,
"QF_NIA/AProVE/aproveSMT9107699168319294522.smt2",,532.993630573249,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9114128554197926491.smt2",0,1.50621463217462,1.781,2.767,0,1,0,
"QF_NIA/AProVE/aproveSMT9118077011737449494.smt2",0,0.628080618212197,0.719,1.153,1,0,0,
"QF_NIA/AProVE/aproveSMT9122859473331297632.smt2",0,0.0143177836180464,0.016,0.817,1,0,0,
"QF_NIA/AProVE/aproveSMT9125414049538078667.smt2",0,473.579124843162,541.266,563.853,1,0,0,
"QF_NIA/AProVE/aproveSMT9128500885708786287.smt2",,538.481338481338,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9134566407648749888.smt2",0,53.9050149700599,64.547,67.224,0,1,0,
"QF_NIA/AProVE/aproveSMT9137289701404852010.smt2",,493.590247738891,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT914413057986935560.smt2",0,1.4716553806735,1.922,2.234,1,0,0,
"QF_NIA/AProVE/aproveSMT9148401585373022663.smt2",0,75.2198030749789,85.359,90.138,1,0,0,
"QF_NIA/AProVE/aproveSMT9149037833620265819.smt2",0,9.58475359342915,11.156,11.94,1,0,0,
"QF_NIA/AProVE/aproveSMT9150418877233839901.smt2",0,65.4053223562153,67.406,70.806,0,1,0,
"QF_NIA/AProVE/aproveSMT9160400861922672320.smt2",,524.310776942356,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9160988517488979244.smt2",,512.745098039216,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT916878971705709202.smt2",0,6.72102617602428,8.469,8.897,1,0,0,
"QF_NIA/AProVE/aproveSMT9169917326916030775.smt2",,551.493848857645,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9170556696872169589.smt2",0,76.6058111757375,88.141,92.11,0,1,0,
"QF_NIA/AProVE/aproveSMT9176498422611943983.smt2",0,0.189257650951199,0.219,0.75,1,0,0,
"QF_NIA/AProVE/aproveSMT9181010827166665933.smt2",0,0.0743742889647326,0.094,0.964,1,0,0,
"QF_NIA/AProVE/aproveSMT9182558541458838837.smt2",0,0.119831975560081,0.141,0.296,0,1,0,
"QF_NIA/AProVE/aproveSMT9183159283039772929.smt2",0,0.107348111658457,0.094,0.261,0,1,0,
"QF_NIA/AProVE/aproveSMT9186912655413768738.smt2",0,2.19219884664673,2.453,3.554,1,0,0,
"QF_NIA/AProVE/aproveSMT918824886423157086.smt2",0,0.506446436476317,0.547,0.68,1,0,0,
"QF_NIA/AProVE/aproveSMT9189208272251915043.smt2",0,1.01724585062241,1.172,1.612,1,0,0,
"QF_NIA/AProVE/aproveSMT9190658207098859112.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9190978503231516253.smt2",0,0.0806766762649116,0.094,0.676,1,0,0,
"QF_NIA/AProVE/aproveSMT9191944642855283687.smt2",0,0.0417820622070728,0.047,0.439,1,0,0,
"QF_NIA/AProVE/aproveSMT9192064822514809189.smt2",0,0.0568973020017406,0.063,0.178,0,1,0,
"QF_NIA/AProVE/aproveSMT9200228444856572513.smt2",,666.95005313496,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9205431027233319345.smt2",0,0.0423413212435233,0.047,0.851,1,0,0,
"QF_NIA/AProVE/aproveSMT9205733350671742319.smt2",0,0.0276778154106689,0.031,0.833,1,0,0,
"QF_NIA/AProVE/aproveSMT9206604948178169921.smt2",0,2.25480557996485,2.453,3.392,1,0,0,
"QF_NIA/AProVE/aproveSMT9207178940536987031.smt2",,514.004914004914,600,600,0,0,0,
"QF_NIA/AProVE/aproveSMT9209898785440985660.smt2",0,105.774515423093,121.297,127.03,1,0,0,
"QF_NIA/AProVE/aproveSMT9210028560755653130.smt2",0,0.0280338765008576,0.031,1.153,1,0,0,
"QF_NIA/AProVE/aproveSMT9210831631031619938.smt2",0,1.43435487117552,1.703,3.02,1,0,0,
"QF_NIA/AProVE/aproveSMT9213593160977601280.smt2",0,0.0473274613899614,0.047,0.783,1,0,0,
"QF_NIA/AProVE/aproveSMT931385351078636386.smt2",0,0.0270368072787428,0.031,0.181,1,0,0,
"QF_NIA/AProVE/aproveSMT944940066259205664.smt2",0,0.0403051787916153,0.047,0.848,1,0,0,
"QF_NIA/AProVE/aproveSMT955385929993658388.smt2",0,0.0663570848558668,0.078,0.881,0,1,0,
"QF_NIA/AProVE/aproveSMT959777654508671584.smt2",0,0.013451646090535,0.016,1.035,1,0,0,
"QF_NIA/AProVE/aproveSMT959794853090410584.smt2",0,0.0286355672360929,0.031,0.151,1,0,0,
"QF_NIA/AProVE/aproveSMT960328244862106797.smt2",0,17.2004520520114,20.234,21.055,1,0,0,
"QF_NIA/AProVE/aproveSMT97032048972614298.smt2",0,0.0289269911504425,0.031,0.998,1,0,0,
"QF_NIA/AProVE/aproveSMT972479804206226925.smt2",0,0.200185914260717,0.219,1.006,0,1,0,
"QF_NIA/AProVE/aproveSMT975552302758486862.smt2",0,0.0277130139889784,0.031,0.832,1,0,0,
"QF_NIA/AProVE/aproveSMT986914976107492905.smt2",0,0.0379352030947776,0.047,0.244,1,0,0,
"QF_NIA/AProVE/aproveSMT990453515869057005.smt2",0,0.0266293279022403,0.031,0.174,1,0,0,
"QF_NIA/AProVE/aproveSMT99194491824292947.smt2",0,0.0545701168614358,0.063,1.518,1,0,0,
"QF_NIA/AProVE/aproveSMT993796237976442048.smt2",0,0.341633570234114,0.391,1.396,0,1,0,
"QF_NIA/AProVE/aproveSMT994105904163423260.smt2",0,0.918752744839701,1,1.165,1,0,0,
