,"mathsat","{0}",,,,,,
,"RV 11617","T_norm 11617","T_cpu 11617","T_wc 11617","# SAT 11617","# UNSAT 11617","# UNKNOWN 11617",
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_28_0.smt2",0,50.5257306889353,57.844,60.914,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_29_0.smt2",0,13.3022467147096,15,16.315,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_3_0.smt2",,547.643979057592,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_4_0.smt2",,531.414055884844,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_5_0.smt2",0,79.8826861702128,89.734,93.454,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_6_0.smt2",,531.864406779661,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_7_0.smt2",,534.355044699872,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_8_0.smt2",0,42.3006763733994,48.953,50.956,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__firewire.t2__terminationS_9_0.smt2",,603.461538461538,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__flipflop.t2__p32330_terminationG_0.smt2",0,0.450862068965517,0.5,0.656,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_new_ex.t2__p32352_terminationG_0.smt2",0,1.22748609179416,1.266,2.097,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_new_ex.t2__p32353_terminationG_0.smt2",0,3.42402557856273,4.031,4.279,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32368_terminationG_0.smt2",,495.538886695618,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32369_terminationG_0.smt2",,522.129783693844,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32370_terminationG_0.smt2",,530.739957716702,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32373_terminationG_0.smt2",,515.906288532676,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32374_terminationG_0.smt2",,513.584288052373,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32375_terminationG_0.smt2",,532.993630573249,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32378_terminationG_0.smt2",0,34.6994511694707,40.422,43.337,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32379_terminationG_0.smt2",,539.638865004299,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32380_terminationG_0.smt2",,536.639589568192,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32383_terminationG_0.smt2",,503.287890938252,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32384_terminationG_0.smt2",,546.451893774488,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32385_terminationG_0.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32388_terminationG_0.smt2",,540.801378716071,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32389_terminationG_0.smt2",,539.40696175333,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32390_terminationG_0.smt2",,500.678101316314,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32392_terminationG_0.smt2",,539.40696175333,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32394_terminationG_0.smt2",,660.63157894737,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32395_terminationG_0.smt2",,537.558886509636,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32398_terminationG_0.smt2",,537.558886509636,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32399_terminationG_0.smt2",,559.85727029438,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32400_terminationG_0.smt2",,547.16652136007,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32403_terminationG_0.smt2",0,124.909582132565,124.313,129.927,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32404_terminationG_0.smt2",,495.538886695618,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32405_terminationG_0.smt2",,688.535381239716,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32408_terminationG_0.smt2",0,116.663752723312,127.984,133.245,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32409_terminationG_0.smt2",,547.883020515059,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__p32410_terminationG_0.smt2",,546.21409921671,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__term_unfeasibility_0_0.smt2",0,51.0894521541011,58.953,61.412,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__term_unfeasibility_1_0.smt2",0,53.4950268817204,59.453,61.892,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__term_unfeasibility_2_0.smt2",0,38.1241745769707,44.156,45.958,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationQ_2_0.smt2",0,36.0020610057708,41.75,43.481,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationQ_3_0.smt2",0,45.8007469703301,52.391,54.536,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationQ_4_0.smt2",0,50.79669599018,59.344,61.774,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationQ_5_0.smt2",0,80.1722860227719,97.609,102.028,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationQ_6_0.smt2",0,66.8183084524811,75.953,80.57,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_0_0.smt2",0,1.16162190082645,1.344,1.518,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_2_0.smt2",0,311.00834028357,356.5,371.62,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_3_0.smt2",0,10.1667441140025,11.766,13.326,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_4_0.smt2",0,23.5394624573379,26.375,27.544,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_5_0.smt2",0,240.749443907157,297.484,310.781,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_6_0.smt2",0,291.972823756432,325.469,337.945,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sas2.t2__terminationS_7_0.smt2",0,139.310710831721,172.141,179.739,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32417_terminationG_0.smt2",0,1.12183612183612,1.25,1.379,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32418_terminationG_0.smt2",0,1.32445299837925,1.563,2.581,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32419_terminationG_0.smt2",0,4.04397175536881,4.141,5.194,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32423_terminationG_0.smt2",0,0.800510204081632,0.938,1.861,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32424_terminationG_0.smt2",0,3.98134289843105,4.609,5.585,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32428_terminationG_0.smt2",0,31.9159066523605,35.547,37.711,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32429_terminationG_0.smt2",0,79.2294930374238,87.031,91.301,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32432_terminationG_0.smt2",0,16.8156167979003,18.375,19.792,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32433_terminationG_0.smt2",,524.968632371393,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32434_terminationG_0.smt2",,502.280912364946,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32437_terminationG_0.smt2",0,9.54863732892874,9.672,10.837,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32438_terminationG_0.smt2",,607.845036319614,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32439_terminationG_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32441_edge_closing_0.smt2",0,17.0951012744652,17.953,18.716,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32442_edge_closing_0.smt2",0,56.3943046075085,63.188,66.522,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32443_edge_closing_0.smt2",,551.493848857645,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32446_edge_closing_0.smt2",0,21.988676199262,28.484,29.59,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32447_edge_closing_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32448_edge_closing_0.smt2",0,1.2767482150357,1.453,2.319,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32449_edge_closing_0.smt2",0,460.579802259887,506.594,527.14,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32450_edge_closing_0.smt2",,609.320388349512,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32451_edge_closing_0.smt2",0,4.51159340659341,4.906,5.193,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32452_edge_closing_0.smt2",,455.938975662913,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__p32453_edge_closing_0.smt2",0,336.361329787234,377.844,394.022,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__terminationQ_0_0.smt2",0,12.183264552563,13.406,14.677,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__terminationS_1_0.smt2",0,0.183004952627046,0.203,1.324,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__florian_sumit.t2__terminationS_3_0.smt2",0,0.196237135506003,0.219,0.344,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__p32572_terminationG_0.smt2",,537.098844672657,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__p32573_terminationG_0.smt2",,523,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__p32574_terminationG_0.smt2",,558.611481975968,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__term_unfeasibility_0_0.smt2",,527.394957983193,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_0_0.smt2",0,19.1392987936234,21.234,22.367,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_1_0.smt2",0,28.0157584269663,29.797,31.348,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_10_0.smt2",0,15.5751082920792,18.047,19.044,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_11_0.smt2",0,15.3153167517007,17.219,17.963,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_12_0.smt2",0,61.3554866611088,70.359,73.195,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_13_0.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_14_0.smt2",,502.08,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_15_0.smt2",,540.801378716071,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_16_0.smt2",0,133.940034854246,151.547,157.69,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_17_0.smt2",,533.900467886006,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_18_0.smt2",,534.58262350937,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_19_0.smt2",,475.995449374289,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_2_0.smt2",,502.08,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_20_0.smt2",0,102.518423966536,99.578,103.6,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_21_0.smt2",,500.478468899522,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_22_0.smt2",,512.954638332652,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_23_0.smt2",,515.69433032046,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_24_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_25_0.smt2",,541.267787839586,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_26_0.smt2",,538.943752683555,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_27_0.smt2",0,452.870454545455,500.063,520.322,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_28_0.smt2",0,55.4130952380953,61.188,64.352,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_29_0.smt2",0,99.1427306866953,110.422,114.978,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_3_0.smt2",,517.821782178218,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_30_0.smt2",0,123.124716143683,142.547,149.488,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_31_0.smt2",0,117.019329626521,133.297,139.436,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_32_0.smt2",,533.900467886006,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_4_0.smt2",,533.446663833404,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_5_0.smt2",0,54.8324210526316,62.25,65.586,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_6_0.smt2",,531.414055884844,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_7_0.smt2",,529.620253164557,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_8_0.smt2",,540.568475452196,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__foo.t2__terminationS_9_0.smt2",0,34.5996979652395,39.016,40.723,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32585_terminationG_0.smt2",0,68.3540791684166,77.797,80.771,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32586_terminationG_0.smt2",,612.29268292683,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32587_terminationG_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32590_terminationG_0.smt2",0,47.1647372840691,46.984,48.914,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32591_terminationG_0.smt2",,464.201183431952,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32592_terminationG_0.smt2",,536.181119179838,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32595_terminationG_0.smt2",0,54.0563432835821,60.594,62.958,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32596_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32597_terminationG_0.smt2",,549.562171628722,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32600_terminationG_0.smt2",0,61.4245473385689,67.297,70.091,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32601_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32602_terminationG_0.smt2",,574.988547869904,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32605_terminationG_0.smt2",0,209.885225820196,235.469,245.049,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32606_terminationG_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32607_terminationG_0.smt2",,523.654568210263,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32613_safety_0.smt2",0,0.0414991536182819,0.047,0.819,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32614_safety_0.smt2",0,357.50555745554,374.766,390.646,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32615_safety_0.smt2",0,374.9188582594,424.203,441.26,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32619_safety_0.smt2",0,0.0415695209834676,0.047,0.198,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32620_safety_0.smt2",,529.620253164557,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32621_safety_0.smt2",,545.264986967854,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32623_edge_closing_0.smt2",0,97.2225642398287,108.516,113.228,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32624_edge_closing_0.smt2",,490.504103165299,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32626_edge_closing_0.smt2",,551.736263736264,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32628_edge_closing_0.smt2",0,28.7836942809083,32.719,34.037,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32629_edge_closing_0.smt2",,573.41251713111,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32636_edge_closing_0.smt2",0,160.567169069463,175.688,182.798,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32637_edge_closing_0.smt2",,519.106699751861,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32638_edge_closing_0.smt2",,513.164349959117,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32639_edge_closing_0.smt2",,531.414055884844,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32640_edge_closing_0.smt2",,536.869118905047,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,8.6581094049904,8.625,9.578,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__terminationQ_0_0.smt2",0,3.53014220939819,4.094,5.662,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32647_terminationG_0.smt2",0,71.9624943769681,76.469,79.595,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32648_terminationG_0.smt2",,527.394957983193,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32649_terminationG_0.smt2",,532.089868588385,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32652_terminationG_0.smt2",0,68.27765,81.594,84.941,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32653_terminationG_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32654_terminationG_0.smt2",,596.294536817102,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32659_terminationG_0.smt2",0,56.4174343498518,63.672,67.374,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32660_terminationG_0.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32661_terminationG_0.smt2",,540.801378716071,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32664_terminationG_0.smt2",0,52.2127531063046,54.234,56.402,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32665_terminationG_0.smt2",,495.538886695618,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32666_terminationG_0.smt2",,535.266524520256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32669_terminationG_0.smt2",0,97.0198814655172,107.594,111.935,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32670_terminationG_0.smt2",,512.117503059976,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32671_terminationG_0.smt2",,530.067567567568,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32677_safety_0.smt2",0,0.0318902439024391,0.031,0.909,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32683_safety_0.smt2",0,0.0402060270602706,0.047,0.22,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32684_safety_0.smt2",,571.845102505695,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32685_safety_0.smt2",,512.535728868926,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32687_edge_closing_0.smt2",0,99.7970485396956,115.969,120.392,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32689_edge_closing_0.smt2",,564.134831460674,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32691_edge_closing_0.smt2",,612.29268292683,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32697_edge_closing_0.smt2",0,313.206689991518,353.031,368.355,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32698_edge_closing_0.smt2",,536.869118905047,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32699_edge_closing_0.smt2",,538.712446351931,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__term_unfeasibility_1_0.smt2",0,8.42263030685162,9.578,10.66,0,1,0,
